placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error
https://www.google.com/maps/place/Angel+of+Mine+Home+Care/data=!4m7!3m6!1s0x88697588a21dc5db:0x2932f3ae4867e5c7!8m2!3d38.2576589!4d-85.6456301!16s%2Fg%2F11jvr14526!19sChIJ28Udooh1aYgRx-VnSK7zMik,Angel of Mine Home Care,5.0,14,Home health care service,"4156 Westport Rd Suite 210, Louisville, KY 40207, United States","7953+3P Louisville, Kentucky, USA",,+1 502-294-2414,Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu,Identifies as women-owned,true,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XaLoBM1PaZFc-lpr5gqF6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=143.94182&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:33:24.830Z,,
https://www.google.com/maps/place/Home+Health+Care+Advantage/data=!4m7!3m6!1s0xad205367219e9cd:0x70ad77a3cb4dfc9d!8m2!3d38.1887245!4d-85.6760015!16s%2Fg%2F11stb5_gw4!19sChIJzekZcjYF0goRnfxNy6N3rXA,Home Health Care Advantage,5.0,1,Vehicle shipping agent,,,http://autotransportadvantage.com/,+1 502-677-3288,Closes soon ⋅ 5 pm ⋅ Opens 7 am Thu,,,https://lh3.googleusercontent.com/p/AF1QipPIxA0LO3b1uDK14FpGln2NzSd7LVSPxjlYdnJ8=w408-h384-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:33:30.672Z,,
https://www.google.com/maps/place/Malone+Homecare/data=!4m7!3m6!1s0x8869a1ebee8b1a69:0x21ae8297ff353bea!8m2!3d38.2343772!4d-85.6292944!16s%2Fg%2F1263kwyqp!19sChIJaRqL7uuhaYgR6js1_5eCriE,Malone Homecare,4.4,13,Home health care service,"1400B Browns Ln, Louisville, KY 40207, United States","69MC+Q7 Louisville, Kentucky, USA",https://www.malonehomecare.com/,+1 502-637-5474,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0V8MMXozf67o-FK7eMd-rg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.69394&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:33:35.556Z,,
https://www.google.com/maps/place/All+Best+Home+Care/data=!4m7!3m6!1s0x88699f91725b5479:0x4ec64259ca3217fa!8m2!3d38.2540561!4d-85.6522306!16s%2Fg%2F11cmsw9wd2!19sChIJeVRbcpGfaYgR-hcyyllCxk4,All Best Home Care,5.0,3,Home health care service,"129 St Matthews Ave, Louisville, KY 40207, United States","783X+J4 Louisville, Kentucky, USA",http://allbesthomecare.com/,+1 502-260-9271,Open 24 hours,,,https://lh3.googleusercontent.com/p/AF1QipPN-BviNljvuZBZFmAQA7QObBNQ3dQVfdRaH28g=w408-h310-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:33:40.453Z,,
https://www.google.com/maps/place/Caring+Excellence/data=!4m7!3m6!1s0x88690d87dc8c6625:0x8f0ebe06195df2e6!8m2!3d38.2258653!4d-85.7255166!16s%2Fg%2F11h08rtx06!19sChIJJWaM3IcNaYgR5vJdGQa-Do8,Caring Excellence,4.4,19,Home health care service,"1169 Eastern Pkwy #1134, Louisville, KY 40217, United States","67GF+8Q Louisville, Kentucky, USA",https://caringexcellenceathome.com/louisville/,+1 502-208-9424,Open 24 hours,,,https://lh3.googleusercontent.com/p/AF1QipPFtyP3NTv3yV-JaOxwOEOGjAG0J-iDfOfkNkMX=w408-h281-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:33:45.559Z,,
https://www.google.com/maps/place/Home+Presence+Services/data=!4m7!3m6!1s0x886973a4f5c4bfb5:0x397b2aa70f985026!8m2!3d38.2574016!4d-85.7602818!16s%2Fg%2F11rwx5r24w!19sChIJtb_E9aRzaYgRJlCYD6cqezk,Home Presence Services,,,Home health care service,"609 W Main St 3rd Floor, Louisville, KY 40202, United States","764Q+XV Louisville, Kentucky, USA",http://www.homepresence.services/,+1 502-294-6591,Open ⋅ Closes 6 pm,,,https://lh3.googleusercontent.com/p/AF1QipOn2aPmLCLaXJcJ3pULsF4-mdWDi5pEmUIWMkM6=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,12–5 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:33:50.573Z,,
https://www.google.com/maps/place/Touching+Hearts+Home+Healthcare+Services/data=!4m7!3m6!1s0x8869732a927ef421:0xc76edff39d4cfe9e!8m2!3d38.2408818!4d-85.7244978!16s%2Fg%2F11y2cl5xq1!19sChIJIfR-kipzaYgRnv5MnfPfbsc,Touching Hearts Home Healthcare Services,1.0,1,Home health care service,"965 Baxter Ave, Louisville, KY 40204, United States","67RG+96 Louisville, Kentucky, USA",https://thethhhs.com/about-us,+1 502-656-0661,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WtMpg4CZIS68TeTsu7WhPQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.67573&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:33:53.368Z,,
https://www.google.com/maps/place/Carebuilders+at+Home+Louisville/data=!4m7!3m6!1s0x88690b6c44407cbf:0xaa1d217d998bd70!8m2!3d38.2087633!4d-85.6674714!16s%2Fg%2F11c5646c8z!19sChIJv3xARGwLaYgRcL2Y2RfSoQo,Carebuilders at Home Louisville,4.7,15,Home health care service,"2210 Goldsmith Ln #209, Louisville, KY 40218, United States","685M+G2 Louisville, Kentucky, USA",http://carebuildersathomelouisville.com/,+1 502-458-2273,Open 24 hours,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DazEhaz8ANI6U4iZILPLmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.33553&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:33:58.321Z,,
https://www.google.com/maps/place/Maxim+Healthcare+Kentuckiana+Regional+Office/data=!4m7!3m6!1s0x8869739655154c33:0x625995ce8277717e!8m2!3d38.284085!4d-85.7417128!16s%2Fg%2F11rqlh83d_!19sChIJM0wVVZZzaYgRfnF3gs6VWWI,Maxim Healthcare Kentuckiana Regional Office,5.0,1,Home health care service,"233 Quartermaster Ct, Jeffersonville, IN 47130, United States","77M5+J8 Jeffersonville, Indiana, USA",https://www.maximhealthcare.com/maxim-healthcare-locations/kentuckiana-regional-office?y_source=1_MzM4NTMwNTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 812-280-0630,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,,,https://lh3.googleusercontent.com/p/AF1QipPEf-Rz-P78cIBfidEymUcjyyVy_S2yuu8MmrD-=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:34:03.124Z,,
https://www.google.com/maps/place/Kallykare+Personal+Home+Agency/data=!4m7!3m6!1s0xade209ef442157fb:0x6554a95ddb14317!8m2!3d38.2576569!4d-85.7612575!16s%2Fg%2F11td4ngbxj!19sChIJ-1chRO8J4q0RF0Ox3ZVKVQY,Kallykare Personal Home Agency,5.0,21,Home health care service,"101 N 7th St, Louisville, KY 40202, United States","765Q+3F Louisville, Kentucky, USA",https://www.kallykare.com/,+1 502-572-5952,,Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipO4zWjvolUL4MsGil7brw7KY_weYl-P0IK0sePD=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:34:08.174Z,,
https://www.google.com/maps/place/Amedisys+Home+Health+Care/data=!4m7!3m6!1s0x88697258ad53c65b:0x9480de929ee9b7fc!8m2!3d38.2847698!4d-85.7403231!16s%2Fg%2F1tgcyt3q!19sChIJW8ZTrVhyaYgR_LfpnpLegJQ,Amedisys Home Health Care,5.0,1,Home health care service,"303 Quartermaster Ct, Jeffersonville, IN 47130, United States","77M5+WV Jeffersonville, Indiana, USA",https://locations.amedisys.com/in/jeffersonville/home-health-1821/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 812-284-3030,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,,,https://lh3.googleusercontent.com/p/AF1QipOaPLWoA5btEblfq_hyCMNw-fSZ5D6rBsFnOyzc=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:34:13.104Z,,
https://www.google.com/maps/place/Team+Select+Home+Care/data=!4m7!3m6!1s0x8869733e50c16491:0xae83e787393d7af5!8m2!3d38.2724023!4d-85.7510476!16s%2Fg%2F11htq6q15d!19sChIJkWTBUD5zaYgR9Xo9OYfng64,Team Select Home Care,4.8,18,Home health care service,"400 Missouri Ave Suite 103, Jeffersonville, IN 47130, United States","76CX+XH Jeffersonville, Indiana, USA",https://tshc.com/locations/indiana/in-home-healthcare-jeffersonville-indiana/,+1 812-913-9000,Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-djxWeBdHhfihNK9zAfbkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.65628&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:34:18.258Z,,
"https://www.google.com/maps/place/Home+Care+Assistants,+LLC/data=!4m7!3m6!1s0x88697309676858cd:0xb2ae7035fe0ad264!8m2!3d38.271461!4d-85.7382574!16s%2Fg%2F11fjxy7wzw!19sChIJzVhoZwlzaYgRZNIK_jVwrrI","Home Care Assistants, LLC",4.2,10,Home health care service,"201 E Market St, Jeffersonville, IN 47130, United States","77C6+HM Jeffersonville, Indiana, USA",http://www.homecareassists.com/,+1 812-987-2833,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UgG0OKhVq1FgIOJBcODkrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.86444&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,10 am–2 pm,8 am–5 pm,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:34:23.014Z,,
https://www.google.com/maps/place/Pediatric+Plus+Home+Healthcare/data=!4m7!3m6!1s0x88697253fac29c79:0x50552a9f166990b0!8m2!3d38.2870958!4d-85.7302405!16s%2Fg%2F1q4kmy6r_!19sChIJeZzC-lNyaYgRsJBpFp8qVVA,Pediatric Plus Home Healthcare,4.9,31,Home health care service,"925 Main St, Jeffersonville, IN 47130, United States","77P9+RW Jeffersonville, Indiana, USA",https://www.pediatricplushhc.com/jeffersonville,+1 812-284-2824,Closed ⋅ Opens 8:30 am Thu,,,https://lh3.googleusercontent.com/p/AF1QipNBV8YLMvQ4HrpIU40BADH3726XzQULe_Lk1RfB=w408-h306-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/home+health+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-10T20:34:28.013Z,,
