placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,query,timestamp,info
"https://www.google.com/maps/place/Puffin+Pediatrics,+PLLC/data=!4m7!3m6!1s0x549015976e516db9:0x38522d79ca6aeb57!8m2!3d47.6347502!4d-122.3765752!16s%2Fg%2F11vk4l1cxl!19sChIJuW1RbpcVkFQRV-tqynktUjg","Puffin Pediatrics, PLLC",5.0,,Doctor,"1631 15th Ave W Suite 103, Seattle, WA 98119, United States","JJMF+W9 Seattle, Washington, USA",https://www.puffinpediatrics.com/,+1 206-752-5634,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwervux4lKHnVpll1knjOTxJevlMLHCGXi4_jMZ1taxDqDoo1wun1hP6NLe9_94_xaGcNgOTS5Sucsf-6hXuXhzQ-Z5yJiLOfqyjV9RQp3q5AUUFrbKCpenqkD5ccdCLi5hQW4jIwdQ=w408-h611-k-no,true,9:30 am–2:30 pm,"https://www.google.com/maps/search/pediatrician+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-02-10T23:28:03.900Z,
https://www.google.com/maps/place/Swedish+Pediatric+Specialty+Care+-+Seattle/data=!4m7!3m6!1s0x54906ac9dd353b65:0xff827ac54c8025d!8m2!3d47.609251!4d-122.3241602!16s%2Fg%2F1v44q39f!19sChIJZTs13clqkFQRXQLIVKwn-A8,Swedish Pediatric Specialty Care - Seattle,3.4,,Pediatrician,"1101 Madison St # 800, Seattle, WA 98104, United States","JM5G+P8 Seattle, Washington, USA",https://www.swedish.org/locations/first-hill-campus/pediatric-specialty-care-seattle?Is=location&y_source=1_OTU3Njc4OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 206-215-2700,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMkEtl274cAHRnY7fLB25Um5Z2YUIuxJ-578KfW=w427-h240-k-no,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-02-10T23:28:08.366Z,
https://www.google.com/maps/place/UW+Medicine+Pediatric+Clinic+at+Harborview/data=!4m7!3m6!1s0x54906ab9ae8eceb1:0xb718819661db58e7!8m2!3d47.6039634!4d-122.3241159!16s%2Fg%2F11b6nrh76v!19sChIJsc6OrrlqkFQR51jbYZaBGLc,UW Medicine Pediatric Clinic at Harborview,3.7,,Pediatrician,"325 9th Ave Main Hospital, West Clinic, Ground, Seattle, WA 98104, United States","JM3G+H9 Seattle, Washington, USA",https://www.uwmedicine.org/locations/pediatrics-harborview?utm_source=gmb&utm_medium=organic&utm_campaign=website_clicks&y_source=1_MTAwNTYxNjYzNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 206-520-5000,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOTSIXpsIBswfEjhc-erueQzffrBkZLiHAWrbO3=w480-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-02-10T23:28:13.031Z,
"https://www.google.com/maps/place/Gary+Spector,+M.D./data=!4m7!3m6!1s0x54906ac9bd43a3c3:0x881875ffb839d23!8m2!3d47.6072908!4d-122.3289486!16s%2Fg%2F1v1tmsr7!19sChIJw6NDvclqkFQRI52D-1-HgQg","Gary Spector, M.D.",5.0,,Pediatrician,"904 7th Ave, Seattle, WA 98104, United States","JM4C+WC Seattle, Washington, USA",http://www.polyclinic.com/dr-gary-b-spector,+1 206-292-2249,Open · Closes 4:40 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jWZGoD39GBRkX3-tUtlxnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.436935&pitch=0&thumbfov=100,true,7:40 am–4:40 pm,"https://www.google.com/maps/search/pediatrician+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-02-10T23:28:17.216Z,
"https://www.google.com/maps/place/Meghan+Sheridan,+M.D./data=!4m7!3m6!1s0x54906ac9bd43a3c3:0x7ea528a42a568470!8m2!3d47.6073526!4d-122.3290713!16s%2Fg%2F1v1skyff!19sChIJw6NDvclqkFQRcIRWKqQopX4","Meghan Sheridan, M.D.",5.0,,Pediatrician,"904 7th Ave, Seattle, WA 98104, United States","JM4C+W9 Seattle, Washington, USA",https://www.polyclinic.com/locations-nav/providers/wa/meghan-sheridan-md/1205024932.html,+1 206-292-2249,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqM6oqR2eyyC-5ESF7fAH4NxBIr4uK4Aj5vRColFeeIvnh4Xn5SvtWJf0siW6c_FjcS3fhwAUiHgxCcztgsjfgqQQ-LreYnZAqJcgnnuse0W6gEDHMl_L0d14YeBYV5NRLXICHR=w408-h306-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-02-10T23:28:21.398Z,
https://www.google.com/maps/place/Seattle+Children%27s+Odessa+Brown+Children%E2%80%99s+Clinic+Central+District/data=!4m7!3m6!1s0x54906b6e5245d13b:0xdc1dc758d99272a1!8m2!3d47.5991071!4d-122.3094854!16s%2Fg%2F11l20rshzl!19sChIJO9FFUm5rkFQRoXKS2VjHHdw,Seattle Children's Odessa Brown Children’s Clinic Central District,5.0,,Pediatric clinic,"1711 S Jackson St, Seattle, WA 98144, United States","HMXR+J6 Seattle, Washington, USA",https://www.seattlechildrens.org/locations/central-district-contact-location/,+1 206-987-7210,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipPkPNXzeC2-_DYBeS5pLuNVJWRHg7qXc4dbjqdR=w408-h255-k-no,true,8 am–5:30 pm,"https://www.google.com/maps/search/pediatrician+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-02-10T23:28:25.803Z,LGBTQ+ friendly
https://www.google.com/maps/place/Boyer+Children%27s+Clinic/data=!4m7!3m6!1s0x549014daccb10b9b:0x377e934ee87f41b6!8m2!3d47.6360669!4d-122.3025586!16s%2Fg%2F1tg9sczk!19sChIJmwuxzNoUkFQRtkF_6E6Tfjc,Boyer Children's Clinic,4.7,,Pediatric clinic,"1850 Boyer Ave E, Seattle, WA 98112, United States","JMPW+CX Seattle, Washington, USA",http://www.boyercc.org/,+1 206-325-8477,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepL4Xi37Xdvkn6KeEkvmqQvUUm03bdQquZZLCSJFLva8rECZfHnL8i9YGjN0ndhzotR-Am4FW8iBR2MmPSTXYN1fDSGwhX-ZIval5rclPEcPrY4RkJXF-UNXgLDKSWc5OUQ9Bphlg=w408-h725-k-no,false,,"https://www.google.com/maps/search/pediatrician+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-02-10T23:28:27.929Z,
"https://www.google.com/maps/place/Rebecca+Cronin,+MD/data=!4m7!3m6!1s0x54906ab6fad2a26d:0x4a11570fd0605215!8m2!3d47.6072908!4d-122.3289486!16s%2Fg%2F11c1pg8bjz!19sChIJbaLS-rZqkFQRFVJg0A9XEUo","Rebecca Cronin, MD",3.4,,Pediatrician,"904 7th Ave, Seattle, WA 98104, United States","JM4C+WC Seattle, Washington, USA",https://www.swedish.org/doctors/pediatrics/wa/seattle/rebecca-cronin-1740454917,+1 206-292-2249,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jWZGoD39GBRkX3-tUtlxnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.436935&pitch=0&thumbfov=100,true,Closed,"https://www.google.com/maps/search/pediatrician+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-02-10T23:28:32.095Z,
"https://www.google.com/maps/place/Connie+S+Wang,+MD/data=!4m7!3m6!1s0x54906ab6e576db1d:0x100899a8b1d70ce2!8m2!3d47.6073526!4d-122.3290713!16s%2Fg%2F11bw4jfl8d!19sChIJHdt25bZqkFQR4gzXsaiZCBA","Connie S Wang, MD",4.6,,Pediatrician,"904 7th Ave, Seattle, WA 98104, United States","JM4C+W9 Seattle, Washington, USA",http://optumcare.com/?utm_source=google&utm_medium=Yext,+1 206-329-1760,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BkoMiBTLsIakYbB-bWsQ3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=55.99054&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-02-10T23:28:34.405Z,
"https://www.google.com/maps/place/Richard+G.+Cuddihy,+MD/data=!4m7!3m6!1s0x54b8c5fc51dbb715:0x555495b267aabe32!8m2!3d47.6074762!4d-122.329045!16s%2Fg%2F1263zpq_j!19sChIJFbfbUfzFuFQRMr6qZ7KVVFU","Richard G. Cuddihy, MD",5.0,,Pediatrician,"904 7th Ave, Seattle, WA 98104, United States","JM4C+X9 Seattle, Washington, USA",https://www.polyclinic.com/provider-lookup/provider-detail-page.html?npi=1386672822&utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,+1 206-292-2249,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP1IvYShf5Fjr8uv-3nf_5YnioQ0sxo3EsRhPMF=w408-h571-k-no,true,Closed,"https://www.google.com/maps/search/pediatrician+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-02-10T23:28:38.549Z,
