placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,isBlackOwned,attributes,error
"https://www.google.com/maps/place/Access+Property+Management+Group+of+Grand+Rapids,+MI/data=!4m7!3m6!1s0x8819a2ef6f8a30f5:0x50fe9c299c29cb57!8m2!3d42.989042!4d-85.6702859!16s%2Fg%2F1tcvjq6r!19sChIJ9TCKb--iGYgRV8spnCmc_lA","Access Property Management Group of Grand Rapids, MI",4.4,118,Property management company,"1430 Monroe Ave NW UNIT 105, Grand Rapids, MI 49505, United States","X8QH+JV Grand Rapids, Michigan, USA",https://www.accesspmgroup.com/,+1 616-301-9450,Open ⋅ Closes 5 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipMnWdcaSRRmYRXo1IaNSwm2Wg0XofTqLCZ32Os=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-25T17:40:19.061Z,,,
https://www.google.com/maps/place/SHIFT+Property+Management/data=!4m7!3m6!1s0x8819adc33c16f969:0x5d0b1dabe6323856!8m2!3d42.9635673!4d-85.6851527!16s%2Fg%2F12q4vw1hw!19sChIJafkWPMOtGYgRVjgy5qsdC10,SHIFT Property Management,4.8,235,Property management company,"701 Fulton St W, Grand Rapids, MI 49504, United States","X877+CW Grand Rapids, Michigan, USA",http://shiftpropertymanagement.com/,+1 616-466-7972,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNuuCFSRVjsYufcgwQZVzCqtbj7Lr7f5KkxPMc-=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-25T17:40:24.867Z,,,
https://www.google.com/maps/place/Simple+Property+Management/data=!4m7!3m6!1s0x8819bc0b47b203db:0x7828c6caadd25da5!8m2!3d42.9874694!4d-85.6711625!16s%2Fg%2F1hc732zml!19sChIJ2wOyRwu8GYgRpV3SrcrGKHg,Simple Property Management,4.8,122,Property management company,"1345 Monroe Ave NW UNIT 305, Grand Rapids, MI 49505, United States","X8PH+XG Grand Rapids, Michigan, USA",https://simplepmgroup.com/,+1 616-329-6318,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipPEoG1WLWecotsHtCUujQL4BPTxG_AVMeOgBU6d=w559-h240-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-25T17:40:29.863Z,,,
https://www.google.com/maps/place/The+Fulton+Group/data=!4m7!3m6!1s0x8819ada6ef5f3167:0xb22129c438293503!8m2!3d42.962929!4d-85.6423413!16s%2Fg%2F1tl1p1fr!19sChIJZzFf76atGYgRAzUpOMQpIbI,The Fulton Group,4.3,168,Property management company,"1055 Fulton St E, Grand Rapids, MI 49503, United States","X975+53 Grand Rapids, Michigan, USA",http://www.fulton-group.com/,+1 616-459-1000,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMqXxEz_paVpvLkOlGbrlXMahqw7p8yS_okpeyb=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-25T17:40:34.840Z,,,
https://www.google.com/maps/place/United+Properties+of+West+Michigan/data=!4m7!3m6!1s0x88185391a6387887:0x590be40ee0db3e35!8m2!3d42.9881347!4d-85.675207!16s%2Fg%2F1v1slvhk!19sChIJh3g4ppFTGIgRNT7b4A7kC1k,United Properties of West Michigan,4.4,749,Property management company,"1348 Front Ave NW, Grand Rapids, MI 49504, United States","X8QF+7W Grand Rapids, Michigan, USA",http://rentupm.com/,+1 616-965-2300,Open ⋅ Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMKqs930cMo4ucWzQ2CP_RKKAE3kmg2mEYlCkCz=w408-h306-k-no,true,12:30–5 pm,12:30–5 pm,Closed,Closed,12:30–5 pm,12:30–5 pm,12:30–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-25T17:40:40.022Z,,,
https://www.google.com/maps/place/PURE+Real+Estate+Management/data=!4m7!3m6!1s0x8819ad6571899b5b:0xf0e6e00e52fc9994!8m2!3d42.9689321!4d-85.6688034!16s%2Fg%2F11h4kx68nb!19sChIJW5uJcWWtGYgRlJn8Ug7g5vA,PURE Real Estate Management,4.1,36,Property management company,"300 Ionia Ave NW, Grand Rapids, MI 49503, United States","X89J+HF Grand Rapids, Michigan, USA",https://purerealestatemanagement.com/,+1 616-631-7769,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOLm0MQYK10KZWXX3AF9jMH3qnd9EBPpjdhwIkW=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-25T17:40:45.028Z,,,
https://www.google.com/maps/place/City+Wide+Real+Estate+Services/data=!4m7!3m6!1s0x8819ba8789de5797:0x68f8e780bc7d016!8m2!3d42.9847123!4d-85.6791425!16s%2Fg%2F1vhq49r3!19sChIJl1feiYe6GYgRFtDHC3iOjwY,City Wide Real Estate Services,4.4,21,Property management company,"436 Leonard St NW Suite 201, Grand Rapids, MI 49504, United States","X8MC+V8 Grand Rapids, Michigan, USA",http://www.citywideres.com/,+1 616-530-7920,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNuJ5ExGB4STdP5hB0_ZALACFZBO8rLDKZ27dIF=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-25T17:40:50.293Z,,,
"https://www.google.com/maps/place/Eenhoorn,+LLC/data=!4m7!3m6!1s0x8819addb341156c3:0x43257ace835d2513!8m2!3d42.9634034!4d-85.6739903!16s%2Fg%2F1tdpgtjz!19sChIJw1YRNNutGYgREyVdg856JUM","Eenhoorn, LLC",3.5,81,Property management company,"231 Fulton St W, Grand Rapids, MI 49503, United States","X87G+9C Grand Rapids, Michigan, USA",https://eenhoorn.com/,+1 616-530-5500,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPrBD5pj6qHYCnSW3q94S3Dlm_rRl7lo_eFrtuQ=w408-h271-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-25T17:40:55.430Z,,,
https://www.google.com/maps/place/John+Anthony+Property+Management/data=!4m7!3m6!1s0x8819adac82d5fa5d:0x6b6672a9a0aeb97c!8m2!3d42.9740227!4d-85.6487993!16s%2Fg%2F11gfmhjlng!19sChIJXfrVgqytGYgRfLmuoKlyZms,John Anthony Property Management,4.1,15,Property management company,"601 Emerald Ave NE # 2, Grand Rapids, MI 49503, United States","X9F2+JF Grand Rapids, Michigan, USA",,+1 616-490-2592,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=brswvChxrmYXsB8XLPImsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.09702&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-25T17:41:00.594Z,,,
https://www.google.com/maps/place/American+Realty+Property+Management/data=!4m7!3m6!1s0x8819ada16e4b7379:0x4fc914b3dec27827!8m2!3d42.9593134!4d-85.6478504!16s%2Fg%2F11gpnjt7mb!19sChIJeXNLbqGtGYgRJ3jC3rMUyU8,American Realty Property Management,3.4,536,Property management company,"838 Cherry St SE, Grand Rapids, MI 49506, United States","X952+PV Grand Rapids, Michigan, USA",http://www.american-realty.com/,+1 616-913-9004,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPkQPDtjpxUhB06MaZr9KQNk4pkbdeiLdJTWP4P=w408-h272-k-no,true,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm",Closed,Closed,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-25T17:41:05.546Z,,,
