placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/IVX+Health+Infusion+Center/data=!4m7!3m6!1s0x87c0c1dcee21e6fb:0x171c163c17662fc9!8m2!3d38.8860699!4d-94.6692759!16s%2Fg%2F1ptvxc0wc!19sChIJ--Yh7tzBwIcRyS9mFzwWHBc,IVX Health Infusion Center,4.9,218,Medical clinic,"13344 Metcalf Ave, Overland Park, KS 66213, United States","V8PJ+C7 Overland Park, Kansas, USA",https://ivxhealth.com/locations/kansas/kansas-city/overland-park?utm_source=gmb&utm_medium=yext,+1 913-948-2020,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOhtgU3frV4EZh1iD4AZSRU89qENa5RZNlU9nRM=w408-h408-k-no,true,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Overland+Park+KC/,2025-11-07T23:08:15.811Z,,,
https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness+-+Overland+Park/data=!4m7!3m6!1s0x87c0c1a1a9f52bb9:0xb1fd46cd79f5051b!8m2!3d38.8842017!4d-94.6670835!16s%2Fg%2F11rwl4sqlv!19sChIJuSv1qaHBwIcRGwX1ec1G_bE,Prime IV Hydration & Wellness - Overland Park,5.0,164,IV therapy service,"6984 W 135th St, Overland Park, KS 66223, United States","V8MM+M5 Overland Park, Kansas, USA",https://primeivhydration.com/locations/kansas/deer-creek-ks/,+1 913-568-0195,Closes soon ⋅ 6 pm ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaopNbDe53EripiL4dikZoYjSah5JP32klbYUYhjEYxxZohhd7Bady1HaAq2Xa89WHECHQOXKU7PmXstRJ2UmWwieSbNdHkATnPyfvTaUjH2B8FZCo3fa3-0mFW8q0eFV3cVj3=w408-h544-k-no,true,9 am–6 pm,9 am–4 pm,9 am–4 pm,9 am–6 pm,9 am–6 pm,Closed,9 am–6 pm,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Overland+Park+KC/,2025-11-07T23:08:22.119Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Option+Care+Health/data=!4m7!3m6!1s0x87c0eb5ad9e20b57:0x27a17067524c492d!8m2!3d38.9662837!4d-94.7147969!16s%2Fg%2F11g6hw3fjs!19sChIJVwvi2VrrwIcRLUlMUmdwoSc,Option Care Health,4.2,9,Specialized clinic,"8940 Nieman Rd, Overland Park, KS 66214, United States","X78P+G3 Overland Park, Kansas, USA",https://optioncarehealth.com/locations/overland-park-ks-8940-nieman-rd,+1 913-599-3745,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HCSSxWyX79f1ncqW9tTGYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.93243&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Overland+Park+KC/,2025-11-07T23:08:27.013Z,,,
https://www.google.com/maps/place/Restore+Hyper+Wellness/data=!4m7!3m6!1s0x87c0e928bd809627:0xc5dc50fab864bac5!8m2!3d38.912092!4d-94.6432477!16s%2Fg%2F11p07nvmy2!19sChIJJ5aAvSjpwIcRxbpkuPpQ3MU,Restore Hyper Wellness,4.9,258,Medical spa,"5029 W 119th St Space 34, Overland Park, KS 66209, United States","W964+RP Overland Park, Kansas, USA",https://www.restore.com/locations/ks-overland-park-ks004?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk4NzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 913-283-8194,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPfhfP3-1u6fCJn5Aanan63iP0797rI4nqyrIYl=w408-h272-k-no,true,10 am–7 pm,9 am–5 pm,11 am–5 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,Closed,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Overland+Park+KC/,2025-11-07T23:08:32.315Z,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x87c0e9c9ddb09f3b:0xb61d789e13d206e7!8m2!3d38.9301046!4d-94.6388765!16s%2Fg%2F11g0hfwhhs!19sChIJO5-w3cnpwIcR5wbSE554HbY,Metro Infusion Center,5.0,1,Medical Center,"4601 W 109th St #100, Overland Park, KS 66211, United States","W9J6+2C Overland Park, Kansas, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM8DMWDrwAlUn7REJfHS6swfFkR1acW5dauE1ef=w426-h240-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Overland+Park+KC/,2025-11-07T23:08:37.227Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/IVX+Health+Infusion+Center/data=!4m7!3m6!1s0x87c091219a7304eb:0xb2409c225bbd34d1!8m2!3d39.0081501!4d-94.8441644!16s%2Fg%2F11rwldxgb0!19sChIJ6wRzmiGRwIcR0TS9WyKcQLI,IVX Health Infusion Center,5.0,49,Medical clinic,"22223 W 66th St, Shawnee, KS 66226, United States","2554+78 Shawnee, Kansas, USA",https://ivxhealth.com/locations/kansas/kansas-city/shawnee?utm_source=gmb&utm_medium=yext,+1 913-354-2179,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPCmaHI1qy3iz4mC5fE1QOzFRZEDZ4MKUDP1V7R=w408-h306-k-no,true,7 am–7 pm,10 am–3 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Overland+Park+KC/,2025-11-07T23:08:42.626Z,,,
https://www.google.com/maps/place/Mind+and+Body+Infusions+%26+Wellness/data=!4m7!3m6!1s0x87c095b39caf56fb:0x5e4238678788a84!8m2!3d38.8806674!4d-94.6651305!16s%2Fg%2F11y1n64714!19sChIJ-1avnLOVwIcRhIp4eIYj5AU,Mind and Body Infusions & Wellness,5.0,22,Wellness center,"6917 W 135th St Ste 222, Overland Park, KS 66223, United States","V8JM+7W Overland Park, Kansas, USA",https://www.mindandbodyinfusions.com/,+1 816-607-1152,Closed ⋅ Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipNjfoEMkYsmxMrwasoJ7G3v3se0NGcFzlzzZdpo=w408-h541-k-no,true,9 am–4 pm,Closed,Closed,Closed,Closed,9 am–4 pm,Closed,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Overland+Park+KC/,2025-11-07T23:08:47.648Z,,,
https://www.google.com/maps/place/IV+Nutrition/data=!4m7!3m6!1s0x87c0c1ef6e0b3609:0x337ccb1a0be34173!8m2!3d38.8841946!4d-94.6688116!16s%2Fg%2F11f1zlvrtl!19sChIJCTYLbu_BwIcRc0HjCxrLfDM,IV Nutrition,4.9,272,IV therapy service,"7108 W 135th St, Overland Park, KS 66223, United States","V8MJ+MF Overland Park, Kansas, USA",https://ivnutrition.com/locations/overland-park-ks/,+1 913-766-2220,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMxp_05MSK3gGdqr2dadQj7O3mRWAQ3WE6fWT7S=w408-h544-k-no,true,9 am–7 pm,10 am–6 pm,12–5 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Overland+Park+KC/,2025-11-07T23:08:52.704Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Medix+Infusion+-+Overland+Park/data=!4m7!3m6!1s0x87c0eb0b7229294b:0x56f421b45face341!8m2!3d38.9265752!4d-94.6648145!16s%2Fg%2F11kqrpp9m_!19sChIJSykpcgvrwIcRQeOsX7Qh9FY,Medix Infusion - Overland Park,,,Medical clinic,"7007 College Blvd Suite 450 Suite 450, Overland Park, KS 66211, United States","W8GP+J3 Overland Park, Kansas, USA",https://medixinfusion.com/,+1 833-696-3349,Closed ⋅ Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bBHuHqrgy1aiD6L4j9pLKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.20425&pitch=0&thumbfov=100,true,Closed,Closed,Closed,Closed,Closed,9 am–5 pm,9 am–5 pm,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Overland+Park+KC/,2025-11-07T23:08:57.567Z,,,
https://www.google.com/maps/place/Bloom+Health+%26+Wellness+Kansas+City/data=!4m7!3m6!1s0x87c0ef6e8dc6b64d:0xc32c0aa8dc0afd76!8m2!3d38.9961534!4d-94.6300795!16s%2Fg%2F11p3jfc8ws!19sChIJTbbGjW7vwIcRdv0K3KgKLMM,Bloom Health & Wellness Kansas City,4.9,80,Medical clinic,"7301 Mission Rd SUITE 251, Prairie Village, KS 66208, United States","X9W9+FX Prairie Village, Kansas, USA",https://bloomhealthkc.com/,+1 913-766-3664,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyX0Ni4wH0nwGN2T7WQaFzfeqr8Te-x6ZODEF_T5St-QeiAuH8BciTlyYgJ32iZog0-CwkYECC01-w-h1_O7bHypiqkXbeLC29Pzc9MsUnadU6-4FGWNePtk9i7pOebD8BvYWsh=w408-h544-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,Closed,8 am–4 pm,8 am–4 pm,https://www.google.com/maps/search/outpatient+infusion+therapy+clinics in+Overland+Park+KC/,2025-11-07T23:09:02.525Z,,,
