placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,isBlackOwned,info,error
https://www.google.com/maps/place/Midwest+Equipment/data=!4m7!3m6!1s0x880a5e66615f42e5:0xcc8681287f4d09a5!8m2!3d40.69896!4d-89.6702118!16s%2Fg%2F1tj745df!19sChIJ5UJfYWZeCogRpQlNfyiBhsw,Midwest Equipment,4.2,168,Lawn mower store,· In-store pick-up · Delivery,"4826 W Farmington Rd, Peoria, IL 61604, United States","M8XH+HW Peoria, Illinois, USA",http://www.midwestequip.com/,+1 309-676-5855,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwAq4iHLkBtMwZdhdhZ2Y9Here5Xf2HxTPYqLBn8o4AHdNMxy6edFdPi54eJfWOkysLDfZgrkByKdagN66kXcQnRa5I9m5aB42Gi_Nz2GKP-xWjjhwJA21U4ZwTO2psnNXm1_3d=w408-h270-k-no,true,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-01-10T22:34:45.604Z,,,
https://www.google.com/maps/place/Cool+Tech+Heating+and+Cooling/data=!4m7!3m6!1s0x880a5ec00cec30c1:0x3e9ac6d5f01735e!8m2!3d40.6946621!4d-89.6423285!16s%2Fg%2F11c2p_twr2!19sChIJwTDsDMBeCogRXnMBX22s6QM,Cool Tech Heating and Cooling,4.9,218,HVAC contractor,,"609 N Swords Ave, West Peoria, IL 61604, United States","M9V5+V3 West Peoria, Illinois, USA",https://www.cooltechinstallations.com/,+1 309-303-2768,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxa9QfUc1abhPLrVBcjlBBqDKeweqD-9NczwYtRvWqaSPt7ojhYD9FXfwu5bbxd3EW0ZQZ2vhg-oOm7kNX2WCTXcAVo9AXDdTXZK3Lk_78LY1eiZGKvKJggWQ34O-mSCyA-_OOH=w533-h240-k-no,false,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-01-10T22:34:51.137Z,,,
https://www.google.com/maps/place/Pro+Circuit+Electric+LLC/data=!4m7!3m6!1s0x880a5fd392b900bb:0xad7e600a89798337!8m2!3d40.7050264!4d-89.6399707!16s%2Fg%2F11k0l0_nkl!19sChIJuwC5ktNfCogRN4N5iQpgfq0,Pro Circuit Electric LLC,5.0,28,Electrician,,"2923 W Southport Rd, Peoria, IL 61615, United States","P946+22 Peoria, Illinois, USA",http://www.pro-circuitelectric.com/,+1 309-256-3432,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipODneiz8xJyTaFMAbB8fS1dA-PrkPHvPORKSnbL=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-01-10T22:34:56.397Z,,,
https://www.google.com/maps/place/Quickstart+Electrical+Systems+LLC/data=!4m7!3m6!1s0x880a58fc080f4013:0xd9d5d78930483404!8m2!3d40.6695518!4d-89.5928224!16s%2Fg%2F1vzg2trf!19sChIJE0APCPxYCogRBDRIMInX1dk,Quickstart Electrical Systems LLC,4.4,35,Auto parts store,,"300 Edmund St, East Peoria, IL 61611, United States","MC94+RV East Peoria, Illinois, USA",,+1 309-694-3800,Closed · Opens 10 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1UaB19au2m9F0OVbFhdkiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.67685&pitch=0&thumbfov=100,false,Closed,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-01-10T22:35:01.301Z,,,
https://www.google.com/maps/place/R.J.+Rhodes+Electric+Inc./data=!4m7!3m6!1s0x880a5b2b347ea753:0x2c3cb2ee3da85730!8m2!3d40.7383172!4d-89.6151673!16s%2Fg%2F11w3vr90sf!19sChIJU6d-NCtbCogRMFeoPe6yPCw,R.J. Rhodes Electric Inc.,5.0,35,Electrical installation service,,"4210 N Northbrook Ct, Peoria, IL 61614, United States","P9QM+8W Peoria, Illinois, USA",,+1 309-909-3555,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMR1eiVgbptsn3lU5CNUE8tsrSzQ4UtmBxDzqE=w408-h544-k-no,true,7 am–1 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-01-10T22:35:06.221Z,true,,
"https://www.google.com/maps/place/Tiger+Plumbing,+Heating,+Air+Conditioning,+%26+Electrical+Services/data=!4m7!3m6!1s0x880a5bf30676abeb:0x52a92db34bd04038!8m2!3d40.7842166!4d-89.607386!16s%2Fg%2F11v0998ps9!19sChIJ66t2BvNbCogROEDQS7MtqVI","Tiger Plumbing, Heating, Air Conditioning, & Electrical Services",4.8,1475,HVAC contractor,,"7920 N Hale Ave, Peoria, IL 61615, United States","Q9MV+M2 Peoria, Illinois, USA",https://www.trusttiger.com/locations/peoria/?utm_source=google&utm_medium=local&utm_campaign=GBP,+1 309-270-5675,"Open 24 hours

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO6nzHpJq0kFZnd_xo1WYrmDBbGvLGzK7FVJt3a=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-01-10T22:35:11.108Z,,,
https://www.google.com/maps/place/Precision+Power+Source+LLC/data=!4m7!3m6!1s0x880a5e2774b36531:0xe0adb19b48b162e5!8m2!3d40.6881006!4d-89.6994639!16s%2Fg%2F11f3xw2mc2!19sChIJMWWzdCdeCogR5WKxSJuxreA,Precision Power Source LLC,5.0,1,Manufacturer,,"6718 W Plank Rd, Peoria, IL 61604, United States","M8Q2+66 Peoria, Illinois, USA",http://www.precisionpowersource.com/,+1 309-839-2615,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPNP-BIe2wbnKXxIN5eAt9d9UIYvK3fa4nVGiTi=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-01-10T22:35:15.960Z,,,
"https://www.google.com/maps/place/Meister+Electric,+Inc/data=!4m7!3m6!1s0x880a5f51cfb9ac4f:0x3ccd6704abd2e9a6!8m2!3d40.6803481!4d-89.6574493!16s%2Fg%2F11fkkjkwtz!19sChIJT6y5z1FfCogRpunSqwRnzTw","Meister Electric, Inc",4.5,25,Electrician,,"711 S Kickapoo Creek Rd, Peoria, IL 61604, United States","M8JV+42 Peoria, Illinois, USA",https://meisterelectric.com/,+1 309-697-9450,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eYaf3oxRKxvuRLSMrMa8fA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.99847&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-01-10T22:35:21.063Z,,,
https://www.google.com/maps/place/Quality+Electric+and+Solar/data=!4m7!3m6!1s0x8f647cc55b5e23f3:0x42ab663e908b0b10!8m2!3d40.7482385!4d-89.6226419!16s%2Fg%2F11ldsddzt1!19sChIJ8yNeW8V8ZI8REAuLkD5mq0I,Quality Electric and Solar,4.8,13,Electrician,,,,https://qualityelectricandsolar1.com/,+1 309-863-5229,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPRvdV3Uso36CossWVvOq_HknoJV4D5H6VuHwfs=w408-h773-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-01-10T22:35:25.878Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/Oasis+Electric/data=!4m7!3m6!1s0x880a5b531a8f02d9:0xa18fa27707b72b5c!8m2!3d40.7762438!4d-89.576693!16s%2Fg%2F11vk2lsbk3!19sChIJ2QKPGlNbCogRXCu3B3eij6E,Oasis Electric,4.4,12,Electrician,,"7327 N Galena Rd, Peoria, IL 61615, United States","QCGF+F8 Peoria, Illinois, USA",https://electricaloasis.com/,+1 309-691-7960,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwM5i6fbghgHCvuwz0EcqlBTXqMJI7TVC8zaV8GE5KXqELlRbkLnKvD6ew-RnBKQWxpGjXridRgFYG4OPNBJzNGznXQUBV6Y7riKq_fOZiGTrGYIZFzmFT5sbAfDYPIPE9J1TmH=w408-h544-k-no,true,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-01-10T22:35:30.881Z,,,
"https://www.google.com/maps/place/Thermal+Services,+Inc.+%28TSI%29/data=!4m7!3m6!1s0x880a5dbf22385849:0x6b788f926449fd43!8m2!3d40.787063!4d-89.6271708!16s%2Fg%2F11rffcnds9!19sChIJSVg4Ir9dCogRQ_1JZJKPeGs","Thermal Services, Inc. (TSI)",4.7,31,HVAC contractor,,"2200 W Altorfer Dr Suite D1, Peoria, IL 61615, United States","Q9PF+R4 Peoria, Illinois, USA",https://www.tsipeoria.com/,+1 309-699-3333,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN6IWq7JhxsJNrGVeE38SkHLsXS6F_aArvbz27Y=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-01-10T22:35:35.727Z,,,
