placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Pain+and+Spine+Specialists+of+Florida+-+Fort+Lauderdale/data=!4m7!3m6!1s0x88d90361069e89b7:0x8bb62ea131dc5af7!8m2!3d26.1861648!4d-80.1165496!16s%2Fg%2F11l75rqkp7!19sChIJt4meBmED2YgR91rcMaEutos,Pain and Spine Specialists of Florida - Fort Lauderdale,4.3,6,Pain management physician,"4750 N Federal Hwy # 100, Fort Lauderdale, FL 33308, United States","5VPM+F9 Fort Lauderdale, Florida, USA",https://painandspinespecialists.com/,+1 954-210-7500,Closes soon · 5 pm · Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipNN8tFmyh_N97an6L4VmJSiwuHW6tbDjKJIP9V7=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,https://www.google.com/maps/search/pain+management+physician+in+Central+Beach+Fort+Lauderdale+FL/,2026-01-28T21:13:28.168Z,,
https://www.google.com/maps/place/Advanced+Relief+Institute/data=!4m7!3m6!1s0x88d901f4f25ffcbd:0x81033a52983d7982!8m2!3d26.1438716!4d-80.1408957!16s%2Fg%2F11gj27pk08!19sChIJvfxf8vQB2YgRgnk9mFI6A4E,Advanced Relief Institute,4.8,210,Pain management physician,"1345 NE 4th Ave, Fort Lauderdale, FL 33304, United States","4VV5+GJ Fort Lauderdale, Florida, USA",https://advancedreliefinstitute.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb-fort-lauderdale,+1 954-458-1199,Closes soon · 5 pm · Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipN_cX9Ji5FKwfQyTYC3yjEn_BDRcPxGZoi7QX_8=w408-h348-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,https://www.google.com/maps/search/pain+management+physician+in+Central+Beach+Fort+Lauderdale+FL/,2026-01-28T21:13:33.698Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Anthony+Giuffrida,+MD/data=!4m7!3m6!1s0x88d90133702c639d:0xd3d92b2770027f0!8m2!3d26.1661641!4d-80.1088652!16s%2Fg%2F11f7r05dzm!19sChIJnWMscDMB2YgR8CcAd7KSPQ0","Anthony Giuffrida, MD",5.0,728,Pain management physician,"3000 Bayview Dr Suite 100, Fort Lauderdale, FL 33306, United States","5V8R+FF Fort Lauderdale, Florida, USA",https://cantorspinecenter.com/staff/anthony-giuffrida/,+1 561-446-0645,Closes soon · 5 pm · Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMKIBpAj0LGebxZURR3r2kLVoGtGekm3qx68nhS=w408-h612-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,https://www.google.com/maps/search/pain+management+physician+in+Central+Beach+Fort+Lauderdale+FL/,2026-01-28T21:13:38.982Z,,
https://www.google.com/maps/place/LENCHIG+SPINE+%26+PAIN+INSTITUTE/data=!4m7!3m6!1s0x88d90217f88433e7:0x69855dbd27e54c42!8m2!3d26.208196!4d-80.1070234!16s%2Fg%2F1tkp5sbg!19sChIJ5zOE-BcC2YgRQkzlJ71dhWk,LENCHIG SPINE & PAIN INSTITUTE,4.5,166,Pain control clinic,"6550 N Federal Hwy Suite 522 & 512, Fort Lauderdale, FL 33308, United States","6V5V+75 Fort Lauderdale, Florida, USA",http://www.solutionsforpain.com/,+1 954-493-5048,Closes soon · 5 pm · Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hGC8N5lziu663Fjq3XwZKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.77673&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,https://www.google.com/maps/search/pain+management+physician+in+Central+Beach+Fort+Lauderdale+FL/,2026-01-28T21:13:43.599Z,,
https://www.google.com/maps/place/Pain+Treatment+Specialists+%28Non-Opioid%29/data=!4m7!3m6!1s0x88d901ae9a0ace69:0xc9071d3728cb3660!8m2!3d26.1675988!4d-80.114053!16s%2Fg%2F11g0t36bdd!19sChIJac4Kmq4B2YgRYDbLKDcdB8k,Pain Treatment Specialists (Non-Opioid),5.0,13,Pain control clinic,"2601 E Oakland Park Blvd STE 200, Fort Lauderdale, FL 33306, United States","5V9P+29 Fort Lauderdale, Florida, USA",https://www.regainyourlife.com/,+1 954-500-7246,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipNgXoCFDzZSEl7ZxDtePvuYsITskTm3GyiawK-6=w408-h306-k-no,true,9:30 am–5:30 pm,9:30 am–5:30 pm,Closed,Closed,Closed,9:30 am–5:30 pm,9:30 am–5:30 pm,https://www.google.com/maps/search/pain+management+physician+in+Central+Beach+Fort+Lauderdale+FL/,2026-01-28T21:13:48.263Z,,
https://www.google.com/maps/place/Florida+Spine+Care/data=!4m7!3m6!1s0x88d90271e5ba924d:0x405b001b1df82a7!8m2!3d26.2027405!4d-80.1084677!16s%2Fg%2F1tkvbkgb!19sChIJTZK65XEC2YgRp4LfsQGwBQQ,Florida Spine Care,4.5,233,Pain management physician,"6000 N Federal Hwy, Fort Lauderdale, FL 33308, United States","6V3R+3J Fort Lauderdale, Florida, USA",https://www.floridaspinecare.com/,+1 954-771-2551,Closes soon · 5 pm · Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipMhEbSrOxih53ziFycZBsdh3-efog4M1qRzzQBM=w408-h507-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,https://www.google.com/maps/search/pain+management+physician+in+Central+Beach+Fort+Lauderdale+FL/,2026-01-28T21:13:53.154Z,,
https://www.google.com/maps/place/Intergrated+Pain+Solutions+of+South+Florida/data=!4m7!3m6!1s0x88d9021392c7d28d:0x82fd6d57d5fcd188!8m2!3d26.1920032!4d-80.1141563!16s%2Fg%2F11cn6cmw_b!19sChIJjdLHkhMC2YgRiNH81Vdt_YI,Intergrated Pain Solutions of South Florida,5.0,7,Pain management physician,"5353 N Federal Hwy #301, Fort Lauderdale, FL 33308, United States","5VRP+R8 Fort Lauderdale, Florida, USA",http://www.whatapain.com/,+1 954-772-7552,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S33efdm2Da9hskNTdegNmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.31247&pitch=0&thumbfov=100,false,,,,,,,,https://www.google.com/maps/search/pain+management+physician+in+Central+Beach+Fort+Lauderdale+FL/,2026-01-28T21:13:55.778Z,,
https://www.google.com/maps/place/Spine+and+Wellness+Centers+of+America+Fort+Lauderdale/data=!4m7!3m6!1s0x88d903a0569e8e55:0xf9750dbd912f5d41!8m2!3d26.1870168!4d-80.1174282!16s%2Fg%2F11h6m6rcs9!19sChIJVY6eVqAD2YgRQV0vkb0Ndfk,Spine and Wellness Centers of America Fort Lauderdale,4.8,156,Pain management physician,"4800 NE 20th Terrace Suite 404, Building C, Fort Lauderdale, FL 33308, United States","5VPM+R2 Fort Lauderdale, Florida, USA",https://www.spinewellnessamerica.com/,+1 305-974-5533,Closes soon · 5 pm · Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipPwlDeTyZ2-zzb6VU50zGlztIa9szWbrUAFTi3K=w592-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,https://www.google.com/maps/search/pain+management+physician+in+Central+Beach+Fort+Lauderdale+FL/,2026-01-28T21:14:00.736Z,,
https://www.google.com/maps/place/Cairns+Kevin+MD/data=!4m7!3m6!1s0x88d90271eeb18c37:0x3cb01cbfbcab093f!8m2!3d26.2028744!4d-80.1085875!16s%2Fg%2F1tmqml2j!19sChIJN4yx7nEC2YgRPwmrvL8csDw,Cairns Kevin MD,4.3,20,Pain management physician,"6000 N Federal Hwy Suite 100, Fort Lauderdale, FL 33308, United States","6V3R+4H Fort Lauderdale, Florida, USA",https://www.holy-cross.com/provider/kevin-douglas-cairns-md-physical-medicine-rehabilitation,+1 954-771-2551,Closes soon · 5 pm · Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_b_135nPnBU16T5Gs9OBcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.37313&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,https://www.google.com/maps/search/pain+management+physician+in+Central+Beach+Fort+Lauderdale+FL/,2026-01-28T21:14:05.721Z,,
"https://www.google.com/maps/place/Jose+Diaz,+DO/data=!4m7!3m6!1s0x88d901ff0456fd2d:0x4c95e224d9f3e1eb!8m2!3d26.1696862!4d-80.101662!16s%2Fg%2F1pyqk7x6y!19sChIJLf1WBP8B2YgR6-Hz2STilUw","Jose Diaz, DO",4.2,37,Pain management physician,"3308 NE 34th St, Fort Lauderdale, FL 33308, United States","5V9X+V8 Fort Lauderdale, Florida, USA",https://www.spineandsportsfl.com/?utm_source=gmb_auth,+1 954-564-3200,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNb26k6TCT2JHS54ZGmT2O-7ADsFK2CgFE2s73H=w486-h240-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,9 am–3 pm,Closed,8:30 am–6 pm,8:30 am–6 pm,https://www.google.com/maps/search/pain+management+physician+in+Central+Beach+Fort+Lauderdale+FL/,2026-01-28T21:14:10.645Z,,
