placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Salem+Health+Infusion/data=!4m7!3m6!1s0x54bfff1b5a88d12f:0xae1a3c3266e29dbc!8m2!3d44.9335117!4d-123.0339095!16s%2Fg%2F11t6jm8pfd!19sChIJL9GIWhv_v1QRvJ3iZjI8Gq4,Salem Health Infusion,5.0,3,Medical clinic,"875 Oak St SE, Salem, OR 97301, United States","WXM8+CC Salem, Oregon, USA",https://www.salemhealth.org/services/infusion,+1 503-814-4638,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Eq0hFx5B2e8yqxBM2bOjFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=347.22104&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-29T00:22:54.586Z,,,
https://www.google.com/maps/place/Medix+Infusion+-+Salem/data=!4m7!3m6!1s0x54bff94f7ed37cf9:0x6842a365581949eb!8m2!3d44.9215456!4d-122.9949145!16s%2Fg%2F11v6kcq07j!19sChIJ-XzTfk_5v1QR60kZWGWjQmg,Medix Infusion - Salem,,,Medical clinic,"670 Hawthorne Ave SE Suite 210, Salem, OR 97301, United States","W2C4+J2 Salem, Oregon, USA",https://medixinfusion.com/,+1 833-696-3349,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPUIGRRNCuSbM9m3cAEqU5HI3FdsdL0SyCggvyg=w408-h255-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-29T00:23:00.724Z,,,
https://www.google.com/maps/place/Liquid+Life/data=!4m7!3m6!1s0x54bfff9a7471eab1:0xbef489153e2b1c27!8m2!3d44.9393346!4d-123.037691!16s%2Fg%2F11l6xjx03c!19sChIJsepxdJr_v1QRJxwrPhWJ9L4,Liquid Life,5.0,9,Wellness center,"105 High St SE Suite 180, Salem, OR 97301, United States","WXQ6+PW Salem, Oregon, USA",https://www.liquidlife360.com/,+1 971-718-1282,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrENiSbrbMU8Vo6ttYUwIa_LnLf8By--5pg1_0vOhiEFWwQEkjAHbZecCwNtMkdWT8mWEkSfMNoDrjqWacR0FVtfVu5fP9OGzZtBuGPMrWg6Ct8xW0UOccj06i2tTvi8n63dcqT=w408-h307-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-29T00:23:04.154Z,,,
https://www.google.com/maps/place/Salem+Health+Cancer+Center/data=!4m7!3m6!1s0x54bfff6ae2883009:0x3a8fc2b2125994f7!8m2!3d44.9335219!4d-123.0339069!16s%2Fg%2F1tl1hm6t!19sChIJCTCI4mr_v1QR95RZErLCjzo,Salem Health Cancer Center,3.6,5,Cancer treatment center,"875 Oak St SE, Salem, OR 97301, United States","WXM8+CC Salem, Oregon, USA",http://www.salemhealth.org/cancer/,+1 503-814-1449,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNZztmTx4z78eQTGh4OXxovRoiD0Tt4R47S2M-7=w459-h240-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-29T00:23:09.155Z,,,
https://www.google.com/maps/place/Oregon+Oncology+Specialists+%28formerly+Hematology+Oncology+of+Salem%29/data=!4m7!3m6!1s0x54bfff6ae2883009:0x3f879ad67d203de0!8m2!3d44.9335599!4d-123.0340088!16s%2Fg%2F1tf6lydq!19sChIJCTCI4mr_v1QR4D0gfdaahz8,Oregon Oncology Specialists (formerly Hematology Oncology of Salem),4.0,29,Medical clinic,"875 Oak St SE #4030, Salem, OR 97301, United States","WXM8+C9 Salem, Oregon, USA",http://www.oregononcologyspecialists.com/,+1 503-561-6444,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOeuWj7p7RjHQ1YoqLhz4fnS1WdG9PC7_YQOOKy=w454-h240-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-29T00:23:14.244Z,,,
https://www.google.com/maps/place/Oregon+Infectious+Disease+Specialists/data=!4m7!3m6!1s0x54c000a9ab483f6d:0x7faa70afb3b04381!8m2!3d44.9201219!4d-122.9997129!16s%2Fg%2F1tg7rrc7!19sChIJbT9Iq6kAwFQRgUOws69wqn8,Oregon Infectious Disease Specialists,3.3,47,Medical clinic,"3025 Ryan Dr SE, Salem, OR 97302, United States","W2C2+24 Salem, Oregon, USA",https://oregonid.com/,+1 503-540-9999,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq4qRjpG3dgXfmowmNBvxzp7w0VJYrMwgpbvsQvfQ4gOzyrOXlUr1_672Q5PXooZCv5ARR6DWGreB_HTBalWtx05aBp_2Obo75RLZ_52WyMoCzXBqeMrzINY54ofPkxZRgWw1ax_w=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-29T00:23:19.397Z,,,
"https://www.google.com/maps/place/Onward+Health+%26+Wellness+%7C+Ketamine+Therapy+in+Salem,+OR/data=!4m7!3m6!1s0x54bfff4f6480c12b:0x4c76214b77790997!8m2!3d44.9262223!4d-123.0218216!16s%2Fg%2F11vyxd67r5!19sChIJK8GAZE__v1QRlwl5d0shdkw","Onward Health & Wellness | Ketamine Therapy in Salem, OR",5.0,26,Health consultant,"1900 Hines St SE #190, Salem, OR 97302, United States","WXGH+F7 Salem, Oregon, USA",https://www.ketaminepnw.com/?utm_source=google,+1 971-208-9249,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPB_f5S5ndYC29N25aYxRfKPd6U3aHY_HvMNyTQ=w408-h544-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,10 am–2 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-29T00:23:24.282Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x54c007cefaf47831:0xc47cbec8b2634fbe!8m2!3d44.8972439!4d-123.0383956!16s%2Fg%2F11q2w4_6wb!19sChIJMXj0-s4HwFQRvk9jssi-fMQ,Metro Infusion Center,5.0,1,Nurse practitioner,"4093 Commercial St SE STE 140, Salem, OR 97302, United States","VXW6+VJ Salem, Oregon, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMMdjyE71vAIId5-u98pS026DTxlpgk9ESAnmQR=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-29T00:23:29.443Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Just+The+Drip/data=!4m7!3m6!1s0x54bfff2724b06a77:0x64f8ace595352938!8m2!3d44.9402905!4d-123.0391568!16s%2Fg%2F11lzq1_tsr!19sChIJd2qwJCf_v1QROCk1leWs-GQ,Just The Drip,5.0,6,IV therapy service,"381 State St #8, Salem, OR 97302, United States","WXR6+48 Salem, Oregon, USA",https://justthedripsalem.com/,+1 971-240-1474,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BC0vs1mRlv6qFcpYUGrJZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=27.448895&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-29T00:23:32.160Z,,,
https://www.google.com/maps/place/Ideal+Option/data=!4m7!3m6!1s0x54bfffd594cc41b9:0xcb107f81a3d676d7!8m2!3d44.9482309!4d-123.034134!16s%2Fg%2F11j1js7xjg!19sChIJuUHMlNX_v1QR13bWo4F_EMs,Ideal Option,4.7,26,Addiction treatment center,"863 Liberty St NE, Salem, OR 97301, United States","WXX8+78 Salem, Oregon, USA",https://www.idealoption.com/suboxone-clinics/salem,+1 877-522-1275,,https://lh3.googleusercontent.com/p/AF1QipMB1KFN9nEgHcLcTNYjMOLizowm5VfbmHqgFN18=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-29T00:23:36.897Z,LGBTQ+ friendly,,
