placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,isBlackOwned
"https://www.google.com/maps/place/PMR+Companies,+LLC/data=!4m7!3m6!1s0x886972bcb91137f1:0xe542df15293feffa!8m2!3d38.272761!4d-85.708509!16s%2Fg%2F1tfs1tlc!19sChIJ8TcRubxyaYgR-u8_KRXfQuU","PMR Companies, LLC",3.0,97,Property management company,"2301 River Rd #201, Louisville, KY 40206, United States","77FR+4H Louisville, Kentucky, USA",http://www.pmrcompanies.com/,+1 502-412-0010,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPfRLLuC9tWqr1LB0vAMWndkqDX157EQV1JcYW4=w408-h271-k-no,true,8 am–4:30 pm,Closed,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-25T18:17:47.290Z,,,
https://www.google.com/maps/place/Vyve+Property+Management/data=!4m7!3m6!1s0x886973df9c9b0875:0xd9e806413e81f7ed!8m2!3d38.2713335!4d-85.7494903!16s%2Fg%2F11xkx9qpg2!19sChIJdQibnN9zaYgR7feBPkEG6Nk,Vyve Property Management,5.0,2,Property management company,"315 Southern Indiana Ave, Jeffersonville, IN 47130, United States","77C2+G6 Jeffersonville, Indiana, USA",,+1 812-645-9204,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mUn4xsRikNitkcmxBhiILg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.0715&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-25T18:17:53.100Z,,,
https://www.google.com/maps/place/Property+Management+of+Louisville+%26+PML+Real+Estate+Group/data=!4m7!3m6!1s0x88697316c9f229c9:0xbb220b816028a6b2!8m2!3d38.2567509!4d-85.715903!16s%2Fg%2F1tfxhfcz!19sChIJySnyyRZzaYgRsqYoYIELIrs,Property Management of Louisville & PML Real Estate Group,4.1,693,Property management company,"1815 Frankfort Ave, Louisville, KY 40206, United States","774M+PJ Louisville, Kentucky, USA",https://www.pmofl.com/,+1 502-895-9136,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noakhnyhz9_3Jcry9rIRXHhSuxAfpiV1U3qyglQhSsA05Sk0GM2P_UCi28itxEUT_TianEdX-GwpzY7N-4LyIOVrFX_U_bDGxJJaTCGHuDwIgmRP0RDR8YEEWcee91Ojls9E4S0=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-25T18:17:58.515Z,,,
https://www.google.com/maps/place/Liberty+Green/data=!4m7!3m6!1s0x886972c7a5f629e5:0x5618620deb083e87!8m2!3d38.2521322!4d-85.7436923!16s%2Fg%2F1tglj16k!19sChIJ5Sn2pcdyaYgRhz4I6w1iGFY,Liberty Green,3.8,64,Property management company,"504 E Jefferson St, Louisville, KY 40202, United States","7724+VG Louisville, Kentucky, USA",,+1 502-582-8500,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5Cu51zj3ge24WOwWMi7xPAhINSjzniuIzJYczptl72LpA9aEv4Unz8zluPE2MDXDiMkEF0bUM8VwgZtAjGHxtEzmh07umNHurVVcTLPOzdhhRoN-iSII_p0J5iBqfhI9lGXM=w408-h543-k-no,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-25T18:18:03.994Z,,,
https://www.google.com/maps/place/HobKnob+Mid-Term+Rentals/data=!4m7!3m6!1s0x8869733994ccf191:0xd3636c3efe0349af!8m2!3d38.2889291!4d-85.702038!16s%2Fg%2F11lry_d3_t!19sChIJkfHMlDlzaYgRr0kD_j5sY9M,HobKnob Mid-Term Rentals,4.9,54,Property management company,"2004 Utica Pike, Jeffersonville, IN 47130, United States","77QX+H5 Jeffersonville, Indiana, USA",https://www.stayhobknob.com/,+1 502-625-6670,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipNUZCK-91UfePe2Ul-9KkFx1sIE05znWVvcHKce=w408-h543-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-25T18:18:09.593Z,Identifies as Latino-owned,,
https://www.google.com/maps/place/Denton+Floyd+Real+Estate+Group/data=!4m7!3m6!1s0x88690d5bd706611f:0x69f34e022cd4643a!8m2!3d38.2747027!4d-85.7428517!16s%2Fg%2F1v6wq1m2!19sChIJH2EG11sNaYgROmTULAJO82k,Denton Floyd Real Estate Group,4.2,364,Real estate developer,"509 Spring St, Jeffersonville, IN 47130, United States","77F4+VV Jeffersonville, Indiana, USA",http://www.dentonfloyd.com/,+1 502-339-0611,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5CCEolTY4PBvFliEDzu6-_tTbS2J3XkXE8G_Gb0C8poR770r6hyZxeDg3DqpC3Fb6hNYZwSN-FlLS0eoyAaIm_ojbHZrCYC19VABZm4Ey8d5IqvJVLWYMRKoS6y503rylCe58tg=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-25T18:18:15.235Z,,,
https://www.google.com/maps/place/Daily+Management/data=!4m7!3m6!1s0x886972b2f9f676d3:0xc9836c3f0c7fe421!8m2!3d38.2594999!4d-85.7789642!16s%2Fg%2F1tlc8tf4!19sChIJ03b2-bJyaYgRIeR_DD9sg8k,Daily Management,3.0,50,Property management company,"1719 W Main St, Louisville, KY 40203, United States","765C+QC Louisville, Kentucky, USA",http://www.dailymanagementgroup.com/,+1 502-589-8996,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOMYj-7STsg6YnktUAyZZKhrv5NGzZTxi7u3Jp9=w480-h240-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-25T18:18:20.592Z,,,
https://www.google.com/maps/place/Leverage+Property+Management/data=!4m7!3m6!1s0x88690a5153bffff9:0x82040f8cd928361f!8m2!3d38.2557644!4d-85.7703891!16s%2Fg%2F11fkn2rqg9!19sChIJ-f-_U1EKaYgRHzYo2YwPBII,Leverage Property Management,3.3,14,Property management company,"1219 W Jefferson St #107, Louisville, KY 40203, United States","764H+8R Louisville, Kentucky, USA",https://www.facebook.com/people/Leverage-Property-Management/100057676560027/,+1 502-565-1483,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sMBZVRrh0S-TXNoinXHclQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.40768&pitch=0&thumbfov=100,false,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-25T18:18:25.811Z,,,
https://www.google.com/maps/place/Evans+Property+Management/data=!4m7!3m6!1s0x88690cc95b280b39:0x2988f43602b14f37!8m2!3d38.2480708!4d-85.7297912!16s%2Fg%2F1ptyn1fwz!19sChIJOQsoW8kMaYgRN0-xAjb0iCk,Evans Property Management,3.9,24,Property management company,"445 Baxter Ave, Louisville, KY 40204, United States","67XC+63 Louisville, Kentucky, USA",http://evans-property.com/,+1 502-410-4190,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noGZYkdD265JKOvGOBI_WUY3XsFtezYyrJdSOpaUVxT-gGFYGmZtthVCZxu8rGEc3RVYKgqQhqvqpvFWFVXH9tRLCfExAyFNW4251v_9WsFjcdE9HhgogD1R3q_NzVqsQPCzguU=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-25T18:18:31.359Z,,,
https://www.google.com/maps/place/GC+Property+Services/data=!4m7!3m6!1s0xa2c36ec720cd830d:0x7eacaf96171ff74c!8m2!3d38.286456!4d-85.7495509!16s%2Fg%2F11vppyrj38!19sChIJDYPNIMduw6IRTPcfF5avrH4,GC Property Services,5.0,8,Property management company,"1521 Spring St, Jeffersonville, IN 47130, United States","77P2+H5 Jeffersonville, Indiana, USA",https://www.rentwithgcp.com/,+1 812-219-8852,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMY9aOUX4KJhXn44Y3b3RoTr_jejHDP5YTqy30=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-09-25T18:18:36.779Z,,,
