placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,query,timestamp,info,tuesday,thursday,friday,saturday,sunday,monday,error,isBlackOwned
https://www.google.com/maps/place/Corridor+Primary+Care+Pediatrics+-+San+Marcos/data=!4m7!3m6!1s0x865ca897d95d8c3d:0xe9f04e1bf686a36c!8m2!3d29.8558744!4d-97.9453859!16s%2Fg%2F1tf6h1j8!19sChIJPYxd2ZeoXIYRbKOG9htO8Ok,Corridor Primary Care Pediatrics - San Marcos,4.5,,Pediatrician,"601B Leah Ave, San Marcos, TX 78666, United States","V343+8R San Marcos, Texas, USA",https://www.corridorpd.com/,+1 512-392-1700,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3jVAEkElyPF0XlPwrhW9fa_tJolJcTa1Ov5QJzOz7omLOQGITUBX4aNUn5xof62fZSo6b2nVv2hAh1RcvgtP2TVJXUd6Osw4TdBChFV4UT9t4BwICgbiUYUfL0Naoimq3lq4=w408-h306-k-no,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:00.734Z,,,,,,,,,
https://www.google.com/maps/place/CommuniCare+Health+Centers+-+San+Marcos+Clinic/data=!4m7!3m6!1s0x865ca9119d36d089:0x8128a66d0a0cb2e4!8m2!3d29.8577012!4d-97.9511563!16s%2Fg%2F1tfny_zr!19sChIJidA2nRGpXIYR5LIMCm2mKIE,CommuniCare Health Centers - San Marcos Clinic,4.9,,Medical clinic,"1941 S Interstate 35 #101, San Marcos, TX 78666, United States","V25X+3G San Marcos, Texas, USA",https://communicaresa.org/locations/san-marcos-campus/,+1 512-268-8900,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPeH-j9xsyipmdtmJEeXZHevLFbN6sDtUa1XMjd=w408-h272-k-no,true,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:05.953Z,LGBTQ+ friendly,,,,,,,,
https://www.google.com/maps/place/San+Marcos+Peds/data=!4m7!3m6!1s0x865ca8bf319997f3:0xa9a39bf11835878b!8m2!3d29.8455168!4d-97.9393835!16s%2Fg%2F1wn342m1!19sChIJ85eZMb-oXIYRi4c1GPGbo6k,San Marcos Peds,5.0,,Pediatrician,"1605 Redwood Rd, San Marcos, TX 78666, United States","R3W6+66 San Marcos, Texas, USA",http://smfm.net/,+1 512-396-7686,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoDD3T3-wk23ZJge3vU6hteMuJrNdllRuBekIQz3gzxfKgUpkWvojfXhMzll4LN6Mj7iVJsTAdSs9F_ybUP6nj44MC_ZGhzW99pYKIBKqIRF66i6CN96LqRGDQZxlT8OOyxGWmJUTHpOlkT=w408-h306-k-no,false,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:11.216Z,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Jill+S.+Humphrey,+MD/data=!4m7!3m6!1s0x865ca890ab2519c5:0x361258939621c985!8m2!3d29.8558744!4d-97.9453859!16s%2Fg%2F1tfr0vzf!19sChIJxRklq5CoXIYRhckhlpNYEjY","Dr. Jill S. Humphrey, MD",4.8,,Pediatrician,"601 Leah Ave, San Marcos, TX 78666, United States","V343+8R San Marcos, Texas, USA",,+1 512-392-1700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6hq7n9tVN4RdffDXdQoTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.32329&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:13.896Z,,,,,,,,,
"https://www.google.com/maps/place/Angela+Black,+MD/data=!4m7!3m6!1s0x865ca897d95d8c3d:0x6ef5f9a5b9ac1fa3!8m2!3d29.8557847!4d-97.9453694!16s%2Fg%2F1tgnb0qn!19sChIJPYxd2ZeoXIYRox-suaX59W4","Angela Black, MD",5.0,,Pediatrician,"601B Leah Ave, San Marcos, TX 78666, United States","V343+8V San Marcos, Texas, USA",http://corridorpd.com/,+1 512-392-1700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6hq7n9tVN4RdffDXdQoTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.42845&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:16.513Z,,,,,,,,,
https://www.google.com/maps/place/Cole+Pediatric+Therapy/data=!4m7!3m6!1s0x865ca8357a3d6fef:0x760135791b65ed3f!8m2!3d29.8988896!4d-97.9178295!16s%2Fg%2F1vl9rxrc!19sChIJ7289ejWoXIYRP-1lG3k1AXY,Cole Pediatric Therapy,4.6,,Pediatric clinic,"101 Uhland Rd Ste 112, San Marcos, TX 78666, United States","V3XJ+HV San Marcos, Texas, USA",https://www.colehealth.com/locations/central-texas?utm_source=GMBlisting&utm_medium=organic&utm_campaign=evergreen&utm_content=sanmarcos,+1 512-396-0872,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMW5VYjq2MkHQVOOgvMmdZSu_JkI0hpkmLs_Zh5=w408-h285-k-no,true,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:21.429Z,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Jeanne+E.+Flinn,+DO/data=!4m7!3m6!1s0x865ca897d95d8c3d:0x9ecb1646a4a8670!8m2!3d29.8505336!4d-97.9463894!16s%2Fg%2F1tt0rk49!19sChIJPYxd2ZeoXIYRcIZKamSx7Ak","Dr. Jeanne E. Flinn, DO",5.0,,Pediatrician,"1320 Wonder World Dr, San Marcos, TX 78666, United States","V323+6C San Marcos, Texas, USA",https://www.corridorpd.com/jeanne-flinn-do-faap,+1 512-392-1700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f6BWxcVO7y54iPTObQdErg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.56047&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:24.255Z,,,,,,,,,
https://www.google.com/maps/place/Grady+Michael+MD/data=!4m7!3m6!1s0x865ca897d95d8c3d:0x1d5b55531afa7b67!8m2!3d29.8557847!4d-97.9453694!16s%2Fg%2F1tf_nqrd!19sChIJPYxd2ZeoXIYRZ3v6GlNVWx0,Grady Michael MD,5.0,,Pediatrician,"601B Leah Ave, San Marcos, TX 78666, United States","V343+8V San Marcos, Texas, USA",,+1 512-392-1700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6hq7n9tVN4RdffDXdQoTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.42845&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:27.074Z,,,,,,,,,
https://www.google.com/maps/place/Corridor+Primary+Care:+Sue+Ann+Harrison+M.D/data=!4m7!3m6!1s0x865ca890ab2519c5:0x444418214423c643!8m2!3d29.8558315!4d-97.9453425!16s%2Fg%2F1tgln9x2!19sChIJxRklq5CoXIYRQ8YjRCEYREQ,Corridor Primary Care: Sue Ann Harrison M.D,5.0,,Pediatrician,"601 Leah Ave, San Marcos, TX 78666, United States","V343+8V San Marcos, Texas, USA",https://www.corridorpd.com/,+1 512-392-1700,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6hq7n9tVN4RdffDXdQoTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.9484&pitch=0&thumbfov=100,false,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:31.996Z,,,,,,,,,
https://www.google.com/maps/place/Clinica+Familiar+San+Marcos/data=!4m7!3m6!1s0x865ca99ae6f84d4b:0xd4e47f5a7e6c5eb3!8m2!3d29.8900165!4d-97.9204483!16s%2Fg%2F11hv1rd481!19sChIJS0345pqpXIYRs15sflp_5NQ,Clinica Familiar San Marcos,4.7,,Medical clinic,"1346 Thorpe Ln c, San Marcos, TX 78666, United States","V3RH+2R San Marcos, Texas, USA",,+1 512-749-1006,Open · Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipPmEGO8PHYYw7kGMBHIeBVcgyM9ECfrBr_6fsYE=w408-h306-k-no,true,9 am–9 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:36.754Z,LGBTQ+ friendly,,,,,,,,
https://www.google.com/maps/place/Corridor+Primary+Care/data=!4m7!3m6!1s0x865ca89634d00a71:0x4865ea0545be0ed0!8m2!3d29.8558744!4d-97.9453859!16s%2Fg%2F1tfbt9d1!19sChIJcQrQNJaoXIYR0A6-RQXqZUg,Corridor Primary Care,5.0,,Pediatrician,"601B Leah Ave, San Marcos, TX 78666, United States","V343+8R San Marcos, Texas, USA",https://www.corridorpd.com/,+1 512-392-1700,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweplu6RYxydouXbe7JfU6SRBa8amCcQ1fOedJVOzIPATpekQGMPkGX6x-ziaeUqVJe6SxUeMfZ-VZtjxNSm-W19c6p1uFeSKsDT7UtjcKvyWTgKuyUidTXd7O0eVrUZvbFidS_khCQ=w408-h305-k-no,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:42.425Z,,,,,,,,,
https://www.google.com/maps/place/Nicole+Hartman/data=!4m7!3m6!1s0x865ca896d41bee55:0x4a3938434cc04ebd!8m2!3d29.8558744!4d-97.9453859!16s%2Fg%2F11p07b0mxb!19sChIJVe4b1JaoXIYRvU7ATEM4OUo,Nicole Hartman,5.0,,Pediatrician,"601B Leah Ave, San Marcos, TX 78666, United States","V343+8R San Marcos, Texas, USA",https://www.corridorpd.com/nicole-hannemann-md,+1 512-392-1700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6hq7n9tVN4RdffDXdQoTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.32329&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:45.288Z,,,,,,,,,
https://www.google.com/maps/place/Flinn+Jeanne+E+DO/data=!4m7!3m6!1s0x865ca890ac67f919:0xcbdb183fc1552139!8m2!3d29.8557419!4d-97.9452759!16s%2Fg%2F11bbwp66mw!19sChIJGflnrJCoXIYROSFVwT8Y28s,Flinn Jeanne E DO,5.0,,Pediatrician,"601 Leah Ave, San Marcos, TX 78666, United States","V343+7V San Marcos, Texas, USA",,+1 512-392-1700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6hq7n9tVN4RdffDXdQoTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.44331&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:48.226Z,,,,,,,,,
https://www.google.com/maps/place/San+Marcos+Pediatric+Dentistry+%7C+Orthodontics/data=!4m7!3m6!1s0x865ca897d95d8c3d:0xe9e908ce7680729a!8m2!3d29.8506193!4d-97.9467818!16s%2Fg%2F1wn_6jf6!19sChIJPYxd2ZeoXIYRmnKAds4I6ek,San Marcos Pediatric Dentistry | Orthodontics,4.8,,Pediatric dentist,"1320 Wonder World Dr #103, San Marcos, TX 78666, United States","V323+67 San Marcos, Texas, USA",https://sanmarcospdo.com/,+1 512-353-5500,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPWzyZPGvWgratidqgG3FnyBlLao3pAOOBKvb2B=w408-h306-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:53.547Z,,,,,,,,,
"https://www.google.com/maps/place/Mariel+Bagley,+MD/data=!4m7!3m6!1s0x865c4385d2f08a0f:0x8cfa3f73ab8726b5!8m2!3d29.8506676!4d-97.9617201!16s%2Fg%2F11jsvf8cm8!19sChIJD4rw0oVDXIYRtSaHq3M_-ow","Mariel Bagley, MD",5.0,,Family practice physician,"2430 S I-35 South Frontage Rd Ste. 101, San Marcos, TX 78666, United States","V22Q+78 San Marcos, Texas, USA",https://www.christushealth.org/find-a-doctor/mariel-bagley-22986?utm_source=GBP&utm_medium=organic&utm_campaign=GBP-listing,+1 512-878-6946,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipN2dSNcp4TE-X3WYGC2HkaSG4WiGqF-uAZD9HwM=w408-h408-k-no,true,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:01:58.401Z,,,,,,,,,
"https://www.google.com/maps/place/Stacey+Mitchum,+FNP-C/data=!4m7!3m6!1s0x865ca789e86152b9:0x27b47fe51cb91652!8m2!3d29.8599322!4d-97.9677579!16s%2Fg%2F11ght4pn50!19sChIJuVJh6ImnXIYRUha5HOV_tCc","Stacey Mitchum, FNP-C",4.9,,Pediatrician,"2406 Hunter Rd suite 106, San Marcos, TX 78666, United States","V25J+XV San Marcos, Texas, USA",https://www.smfm.net/,+1 512-396-7686,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipMg-84yLuLS7ODF8DRKk4oMK-EmfYPpl-968Adf=w408-h323-k-no,true,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:03.267Z,LGBTQ+ friendly,,,,,,,,
https://www.google.com/maps/place/Meghan+Dupre/data=!4m7!3m6!1s0x865ca896d41bee55:0x8f3203dc7ffc536b!8m2!3d29.8558744!4d-97.9453859!16s%2Fg%2F11qgb7byvy!19sChIJVe4b1JaoXIYRa1P8f9wDMo8,Meghan Dupre,,,Pediatrician,"601 Leah Ave, San Marcos, TX 78666, United States","V343+8R San Marcos, Texas, USA",https://www.corridorpd.com/meghan-dupre-md,+1 512-392-1700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6hq7n9tVN4RdffDXdQoTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.32329&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:06.044Z,,,,,,,,,
https://www.google.com/maps/place/Dr.+Julie+Fisher/data=!4m7!3m6!1s0x865ca896d6afffff:0x30cc37516fb38660!8m2!3d29.8558047!4d-97.9453679!16s%2Fg%2F11p07b4xp5!19sChIJ__-v1paoXIYRYIazb1E3zDA,Dr. Julie Fisher,,,Pediatrician,"601B Leah Ave B, San Marcos, TX 78666, United States","V343+8V San Marcos, Texas, USA",https://www.corridorpd.com/julie-fisher-md-faap,+1 512-392-1700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6hq7n9tVN4RdffDXdQoTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=197.08324&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:08.730Z,,,,,,,,,
"https://www.google.com/maps/place/Allison+Marsh,+MD/data=!4m7!3m6!1s0x865ca90138bc37f3:0x244bae7642547da3!8m2!3d29.8506687!4d-97.9617205!16s%2Fg%2F11tfvdnf2v!19sChIJ8ze8OAGpXIYRo31UQnauSyQ","Allison Marsh, MD",4.8,,Family practice physician,"2430 S I-35 South Frontage Rd Ste. 101, San Marcos, TX 78666, United States","V22Q+78 San Marcos, Texas, USA",https://www.christushealth.org/find-a-doctor/allison-marsh-91475?utm_source=GBP&utm_medium=organic&utm_campaign=GBP-listing,+1 512-878-6946,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMrRT3WLSvXY70UQhMo2KIcSZeLmLeyT17wAe_6=w408-h408-k-no,true,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:13.748Z,,,,,,,,,
https://www.google.com/maps/place/San+Marcos+Family+Medicine+123+Office/data=!4m7!3m6!1s0x865ca922089c1d87:0x743f51d15defb6de!8m2!3d29.8454785!4d-97.9393933!16s%2Fg%2F11rvc64ssz!19sChIJhx2cCCKpXIYR3rbvXdFRP3Q,San Marcos Family Medicine 123 Office,3.8,,Family practice physician,"1605 Redwood Rd, San Marcos, TX 78666, United States","R3W6+56 San Marcos, Texas, USA",https://www.smfm.net/,+1 512-396-7686,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer0QR_Fa9w6T0pFpz5v2UIGKlfoYEiXI6SRryiYPEMHqbYHolO3RZH2mcH9JF2iPcM58n0ZpvVEkv5L55gdD0NuGX9l8Pu_OPfd6OwpNsBRy-9vd-Tk8ci-AokXD5XZkxcDgyTS=w408-h408-k-no,true,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:18.785Z,,,,,,,,,
