placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error,attributes
"https://www.google.com/maps/place/Bay+City+Psychiatry,+LLC/data=!4m7!3m6!1s0x88327e25ea708773:0x2f042f3351c7e220!8m2!3d42.1036102!4d-80.1605407!16s%2Fg%2F11f_c09cf2!19sChIJc4dw6iV-MogRIOLHUTMvBC8","Bay City Psychiatry, LLC",4.4,12,Psychiatrist,"3250 W Lake Rd, Erie, PA 16505, United States","4R3Q+CQ Erie, Pennsylvania, USA",https://cffcerie.com/providers/,+1 814-454-1085,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FrqasKIhZwpooe08f1w-wQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.833239&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-12-16T01:27:55.364Z,,,,
https://www.google.com/maps/place/Clearview+Psychiatry/data=!4m7!3m6!1s0x88328113953311df:0xb2e8f2a4259fba60!8m2!3d42.1260689!4d-80.0835872!16s%2Fg%2F11tf8bgv78!19sChIJ3xEzlROBMogRYLqfJaTy6LI,Clearview Psychiatry,5.0,5,Mental health clinic,"900 State St #328, Erie, PA 16501, United States","4WG8+CH Erie, Pennsylvania, USA",https://clearview-psychiatry.com/,+1 814-325-9409,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipNwOia5GvqYBYMl_ax1r6SiY6W1RemMzEVxR-re=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-12-16T01:28:00.065Z,,,,
https://www.google.com/maps/place/UPMC+Western+Behavioral+Health+at+Safe+Harbor/data=!4m7!3m6!1s0x88327fde42a57cf1:0x4d9c4459f40b616a!8m2!3d42.1019617!4d-80.1024101!16s%2Fg%2F1tp_7102!19sChIJ8XylQt5_MogRamEL9FlEnE0,UPMC Western Behavioral Health at Safe Harbor,2.2,106,Mental health clinic,"1330 W 26th St, Erie, PA 16502, United States","4V2X+Q2 Erie, Pennsylvania, USA",https://www.upmc.com/locations/hospitals/hamot/services/behavioral-health-services?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=behavioral-health-nwpa-ny-upmc-western-behavioral-health-at-safe-harbor,+1 814-459-9300,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzI7I-QNE1-ZurtT_-j3KE0wDZTg6IQNe6zwy1MhRZWspyO9JlL8XhwvF5RA1r2Q8uD4BXX_hc0Zy_UyMh1TbA409JcO5zbjq-s2AzTOYBFnCJ2L2-A9eHpadXjC-TCzgD2uBf3Fw=w408-h306-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-12-16T01:28:05.111Z,,,,
https://www.google.com/maps/place/Stairways+Behavioral+Health/data=!4m7!3m6!1s0x88327f99cc0f8307:0xb7d74087a1859e43!8m2!3d42.1088247!4d-80.1328328!16s%2Fg%2F1tmbws3p!19sChIJB4MPzJl_MogRQ56FoYdA17c,Stairways Behavioral Health,3.0,23,Mental health service,"2185 W 8th St, Erie, PA 16505, United States","4V58+GV Erie, Pennsylvania, USA",http://www.stairwaysbh.org/,+1 814-453-5806,Closed · Opens 8:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipPKAu7KkqOdZ8m0j8ABwvCmy2mMfELRgH4usk90=w408-h326-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-12-16T01:28:09.677Z,,,,
"https://www.google.com/maps/place/Center+for+Focused+Care,+LLC/data=!4m7!3m6!1s0x8832812e29c4128d:0xfbb72e3f91da41c6!8m2!3d42.1035642!4d-80.1606074!16s%2Fg%2F11grc0v6zl!19sChIJjRLEKS6BMogRxkHakT8ut_s","Center for Focused Care, LLC",4.5,16,Psychiatrist,"3250 W Lake Rd Ste 2, Erie, PA 16505, United States","4R3Q+CQ Erie, Pennsylvania, USA",http://www.cffcerie.com/,+1 814-790-4567,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNh8zZm-nwzilVK-CdKu71JjbyfrIT1QxtZQMY8=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-12-16T01:28:14.236Z,,,,
https://www.google.com/maps/place/Stairways+Outpatient+Clinic/data=!4m7!3m6!1s0x88328039111b9c33:0x78eec9f13fb64068!8m2!3d42.1089009!4d-80.0720738!16s%2Fg%2F11bt_j9gmm!19sChIJM5wbETmAMogRaEC2P_HJ7ng,Stairways Outpatient Clinic,3.5,27,Mental health clinic,"2910 State St, Erie, PA 16508, United States","4W5H+H5 Erie, Pennsylvania, USA",https://www.stairwaysbh.org/,+1 814-454-5686,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwY8_Km9NE5bENKeUBn5tTWDqW1zpO36Hpn5ByGNOX4HR0lMWgS5X3DQvNKUKn-cXuDxWa92j8b3KJNPZADC-WkgJDR7-wCGtco5NS1M1u4R0F120DWdz0Q0JHUZQN7qeU43NA=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-12-16T01:28:18.736Z,,,,
https://www.google.com/maps/place/Mental+Health+Association+of+NW+Pa/data=!4m7!3m6!1s0x882d7fe24a956053:0xdb055d7dda195e9e!8m2!3d42.123911!4d-80.082907!16s%2Fg%2F1tfqm0b5!19sChIJU2CVSuJ_LYgRnl4Z2n1dBds,Mental Health Association of NW Pa,4.6,9,Mental health service,"1101 Peach St, Erie, PA 16501, United States","4WF8+HR Erie, Pennsylvania, USA",http://www.mhanp.org/,+1 814-452-4462,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZtnY6lc6eJLrXpXMuoHe5qfEp2RTDHCVPFabTs0Kf-xZWGaA_wX24qMFIHALkkdZ2qg9moUGsovSlbgiWclzfXuimXVH0ENJeiZuzRoyLW4BVdTEHMPcWLdvjbVC4Iez8S-swCw=w408-h383-k-no,true,9 am–4 pm,9 am–4 pm,10 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,7 am–12 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-12-16T01:28:23.317Z,,,,
https://www.google.com/maps/place/Dr.+Kirsten+George/data=!4m7!3m6!1s0x8832803cd947b88d:0x36ce3cb62e6b9f3f!8m2!3d42.1099914!4d-80.0727798!16s%2Fg%2F11kjq632gs!19sChIJjbhH2TyAMogRP59rLrY8zjY,Dr. Kirsten George,5.0,3,Psychiatrist,"2808 State St, Erie, PA 16508, United States","4W5G+XV Erie, Pennsylvania, USA",https://clearview-psychiatry.com/providers/,+1 814-325-9805,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q_9wpRWyL-s3xcAMb6gHVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.19719&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-12-16T01:28:25.886Z,,,,
https://www.google.com/maps/place/Barber+Behavioral+Health/data=!4m7!3m6!1s0x8832801c2e1e2fcd:0xfb648175d0b31628!8m2!3d42.118527!4d-80.0813048!16s%2Fg%2F11cs4h1x__!19sChIJzS8eLhyAMogRKBaz0HWBZPs,Barber Behavioral Health,2.7,15,Mental health clinic,"1621 Sassafras St, Erie, PA 16502, United States","4W99+CF Erie, Pennsylvania, USA",https://www.barberinstitute.org/programs-services/behavioral-health-services,+1 814-453-7661,Closed · Opens 8:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipNCsE9-oo3QfqfvPursSkt33wjcguYJORWUpFnf=w408-h273-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-12-16T01:28:30.906Z,,,,
"https://www.google.com/maps/place/Lihui+Tang,+MD/data=!4m7!3m6!1s0x88328019d809decd:0x8878e0f44a7e58a9!8m2!3d42.1026727!4d-80.1348768!16s%2Fg%2F11p07bclhr!19sChIJzd4J2BmAMogRqVh-SvTgeIg","Lihui Tang, MD",4.6,67,Psychiatrist,"2501 W 12th St Suite C9, Erie, PA 16505, United States","4V38+32 Erie, Pennsylvania, USA",https://findcare.ahn.org/Lihui-Tang,+1 814-866-8484,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FJKYGzD0BuZfeZK5MpFlTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=57.010567&pitch=0&thumbfov=100,false,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-12-16T01:28:35.782Z,,,,
