placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/San+Antonio+Parking+Division/data=!4m7!3m6!1s0x865cf606d7bfd891:0x417765064c8cc9df!8m2!3d29.4280709!4d-98.4910208!16s%2Fg%2F1tdmqgtf!19sChIJkdi_1wb2XIYR38mMTAZld0E,San Antonio Parking Division,3.7,21,City government office,"400 N St Mary's St #100, San Antonio, TX 78205, United States","CGH5+6H San Antonio, Texas, USA",http://www.sanantonio.gov/parking,+1 210-207-8266,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NLx182c_GAtVkswLfcuRcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.005085&pitch=0&thumbfov=100,false,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–7 pm,7 am–7 pm,7 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-28T19:19:01.302Z,,,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x865c5935492ad109:0x390a1d10c6628d0e!8m2!3d29.4252509!4d-98.4851469!16s%2Fg%2F11s0h2j1jd!19sChIJCdEqSTVZXIYRDo1ixhAdCjk,Parking Management Company,1.0,6,Parking lot,"320 Bonham Suite #2, San Antonio, TX 78205, United States","CGG7+4W San Antonio, Texas, USA",https://parkingmgt.com/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=62ZJExBEnNHi6RoR-cr8Jw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.61893&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-28T19:19:07.654Z,,,,
https://www.google.com/maps/place/Hospitality+Parking/data=!4m7!3m6!1s0x865c5f537d559d61:0x3ba588cd9ef9f2fa!8m2!3d29.4282067!4d-98.4882524!16s%2Fg%2F1tl1j9lr!19sChIJYZ1VfVNfXIYR-vL5ns2IpTs,Hospitality Parking,2.3,46,Valet parking service,"202 Jefferson, San Antonio, TX 78205, United States","CGH6+7M San Antonio, Texas, USA",,+1 512-318-2761,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjpzrVqEN5UypyWxEIwHJws8Iu2_9O9yFy8pGqoAeXmyypSC7IbZ-F4rGAooqMFlTD5-aN2F7yHcZ_8hrzrV7I9tIKMhpnhAB5WeXUbhGbHIuZ_Mn0j6FU8zQoUKPjAy-UIE6o=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-28T19:19:10.488Z,,,,
https://www.google.com/maps/place/Alamo+Parking/data=!4m7!3m6!1s0x865c5f55023d0d6d:0xa1858eaaf952a522!8m2!3d29.4278765!4d-98.4868123!16s%2Fg%2F11b7c2jsvx!19sChIJbQ09AlVfXIYRIqVS-aqOhaE,Alamo Parking,2.6,118,Parking lot,"203 N Alamo St, San Antonio, TX 78205, United States","CGH7+57 San Antonio, Texas, USA",https://www.thealamo.org/visit/visiting-tips,,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvqe5mW7eYQp7yp8-n4_8ICJxlg3GF_btfScTpg9kc_neQl6LDsqQJ6pkGDUcmsi2NDbHxr7oY66uH-Zrd0fHqTMUjXJxKbK7YJ_fD4j7slnXbiGFFEv_Jq07d-V6ygD4BJmvb=w408-h544-k-no,false,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-28T19:19:15.976Z,,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x865c58aab0b297e5:0x3c000d243ba5f1e!8m2!3d29.4254604!4d-98.4841483!16s%2Fg%2F1pv1hybv7!19sChIJ5ZeysKpYXIYRHl-6Q9IAwAM,SP+ Parking,3.5,130,Parking garage,"824 E Houston St, San Antonio, TX 78205, United States","CGG8+58 San Antonio, Texas, USA",https://parking.com/san-antonio/,+1 210-225-3973,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyYLBellkh3JEoK-09bgEiQwBUYXaHiK-BoG4WWnJHkKYy8AdN780OOhX3sMI4mx7dMoparF9wEg9ZaUfqCsLaA67z_4TnKYlTabtNN-6z8HBMj0cWxIguMFLhylY1ZiGA_XxxuVnh6PXA=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-28T19:19:19.110Z,,,,
https://www.google.com/maps/place/Rivercenter+Parking+Garage/data=!4m7!3m6!1s0x865c58aa8e6257d7:0x8180173fe9a2a579!8m2!3d29.4233902!4d-98.485719!16s%2Fg%2F11b6gjs3h7!19sChIJ11dijqpYXIYReaWi6T8XgIE,Rivercenter Parking Garage,3.9,987,Parking garage,"849 E Commerce St, San Antonio, TX 78205, United States","CGF7+9P San Antonio, Texas, USA",https://www.sanantonioparking.us/rivercenter-parking?utm_source=gmb&utm_medium=profile&utm_campaign=849ecommerce,+1 210-225-3973,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxiBKPhYmnNfMrlYwpTN4mS4WGQ4iXcTTe6qXcgWTwM-5_QOpahxKXYQ8wzKFmImYkmC_UcbpT8_z3fVi0lrboHR9DvrcvBSQlDZwmBYrxtyY6L1S21JTQgfqUJI9abznP4c8fSWA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-28T19:19:24.428Z,,,,
https://www.google.com/maps/place/Parking+Garage/data=!4m7!3m6!1s0x865c58ab6e558867:0x286e958b27e299b3!8m2!3d29.4234379!4d-98.4888633!16s%2Fg%2F11bxdt57zh!19sChIJZ4hVbqtYXIYRs5niJ4uVbig,Parking Garage,2.9,35,Parking lot,"203 W Market St, San Antonio, TX 78205, United States","CGF6+9F San Antonio, Texas, USA",https://www.parkme.com/lot/86334/riverwalk-casa-rio-san-antonio-tx,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxXEAsgzxAzzwox1-rS4SBOqZ4GIVGOQRHSa6p9iL3PMljblfBXkkJgJ79SWgAEd1iukRPFtyG895Emo7EJ5u_--7mEUZPQx611f5TV9gW9cYSv7RFPfUUFauK--Etp1fB4ano=w408-h362-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-28T19:19:29.959Z,,,,
https://www.google.com/maps/place/Houston+Street+Garage/data=!4m7!3m6!1s0x865c5f53508288ed:0x4b2686337655d55!8m2!3d29.4259615!4d-98.4900396!16s%2Fg%2F125_ylxby!19sChIJ7YiCUFNfXIYRVV1lN2NosgQ,Houston Street Garage,4.2,519,Parking lot,"111 College St, San Antonio, TX 78205, United States","CGG5+9X San Antonio, Texas, USA",http://www.sanantonio.gov/parking,+1 210-207-8266,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5Zcl3NTHWAWdYy9qSRLp5xpTeWdOxFqvVFwuXLG9_apmd4J8phI0rd35m6At9-DaO1NL67KKBDiOCIuy_0dyb5v6PkNSqt8jIyVRA2aSot3LCg8Su5uQxF4g5GFitExb9N9c2nw=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-28T19:19:35.532Z,,,,
https://www.google.com/maps/place/Ace+Parking/data=!4m7!3m6!1s0x865c599eabb122cb:0xfc787b67fe9b6c1e!8m2!3d29.4240611!4d-98.4913752!16s%2Fg%2F11rsdwrqpq!19sChIJyyKxq55ZXIYRHmyb_md7ePw,Ace Parking,2.7,7,Parking garage,"201 E Commerce St, San Antonio, TX 78205, United States","CGF5+JC San Antonio, Texas, USA",https://aceparking.com/,+1 619-233-6624,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyWFKGrY8b7Jv953J8iTji4QX1jqYCvwtuGlK7vcd_FqokVIHI0O3DJpV9jtjHA0shBWCvHrWyYJJ_atZoF9wqdBq8Eo3WmpCyHCoOCkqpdM6gFGjMx_-3Mg_SChy-cOaELnNg=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-28T19:19:40.753Z,,,,
https://www.google.com/maps/place/Metropolis/data=!4m7!3m6!1s0x865c5f555d59e22d:0xc95d22d0ee56aa36!8m2!3d29.427046!4d-98.485322!16s%2Fg%2F1td_c2sd!19sChIJLeJZXVVfXIYRNqpW7tAiXck,Metropolis,1.7,15,Parking garage,"226 Ave E, San Antonio, TX 78205, United States","CGG7+RV San Antonio, Texas, USA",https://parking.com/san-antonio/lot/304-avenue-e?utm_source=Soci&utm_medium=Soci&utm_campaign=Soci-TX,+1 513-306-0987,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxrmcE_fiwweHoOXJ0cG0HZPqjBLje8EAj_TJr9hiG60TU-BkHR471ImyD60AeR66TyA6vHiJVcd87n8XchhQkl1O3CxDPvXeuOOriIOUzQx7eDtHgC14XnI0cOlAcoqSb76nGDCA=w532-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-28T19:19:45.866Z,,,,
