placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Suncrest+Hospice+-+San+Diego/data=!4m7!3m6!1s0x80dbff2320ca7203:0xe9f625609bbc5261!8m2!3d32.8360531!4d-117.1261536!16s%2Fg%2F11jsrd_713!19sChIJA3LKICP_24ARYVK8m2Al9uk,Suncrest Hospice - San Diego,4.6,21,Hospice,"5575 Ruffin Rd ste 250, San Diego, CA 92123, United States","RVPF+CG San Diego, California, USA",https://www.suncrestcare.com/location/san-diego/,+1 619-900-0335,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bXbruCNS_dc9QPiFKHCJMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=229.49792&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-09-18T00:07:13.709Z,,,
https://www.google.com/maps/place/Apreva+Hospice/data=!4m7!3m6!1s0x80deaad165c880b9:0xb33ac17ee84cb0e5!8m2!3d32.7757866!4d-117.1214657!16s%2Fg%2F1wz53053!19sChIJuYDIZdGq3oAR5bBM6H7BOrM,Apreva Hospice,4.3,49,Hospice,"3333 Camino del Rio S, San Diego, CA 92108, United States","QVGH+8C San Diego, California, USA",https://aprevahospice.com/hospice-care-san-diego/,+1 619-450-4414,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0jKtQstiej7sjAn32O1IzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.84491&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-09-18T00:07:20.157Z,,,
https://www.google.com/maps/place/Seaport+Hospice/data=!4m7!3m6!1s0x80dbff4295b6eb07:0xd1bdc7d5c5713686!8m2!3d32.8121481!4d-117.1534713!16s%2Fg%2F11rr2gps7d!19sChIJB-u2lUL_24ARhjZxxdXHvdE,Seaport Hospice,4.5,20,Hospice,"3750 Convoy St Suite 220 B, San Diego, CA 92111, United States","RR6W+VJ San Diego, California, USA",https://seaporthealth.com/,+1 858-634-5870,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNeOjNIBLk6w9yd2InXRf2Hv0ripPNplJbNNt6z=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-09-18T00:07:25.026Z,,,
https://www.google.com/maps/place/Aligned+Hospice/data=!4m7!3m6!1s0x80d9551f946270ff:0x6776261d6774bbb4!8m2!3d32.7161945!4d-117.1668994!16s%2Fg%2F11xl6gc463!19sChIJ_3BilB9V2YARtLt0Zx0mdmc,Aligned Hospice,,,Hospice,"402 W Broadway Suite 400, San Diego, CA 92101, United States","PR8M+F6 San Diego, California, USA",https://www.alignedhospice.com/,+1 619-810-1939,"Open 24 hours

Updated by this business 11 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PvqnC4L0e7hyOvL_3BQk0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.6364&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-09-18T00:07:29.885Z,,,
https://www.google.com/maps/place/Blue+Monarch+Hospice+-+Hospice+San+Diego/data=!4m7!3m6!1s0x80d955ca1a2e3db1:0xcd017167e27e9393!8m2!3d32.8895246!4d-117.1670386!16s%2Fg%2F11p167dps_!19sChIJsT0uGspV2YARk5N-4mdxAc0,Blue Monarch Hospice - Hospice San Diego,4.7,25,Hospice,"7220 Trade St Suite 245, San Diego, CA 92121, United States","VRQM+R5 San Diego, California, USA",https://bluemonarchhospice.com/,+1 858-327-3033,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrii2As79n-VNSGxbNji-4RnIVQ78n0-K01OQSnV19X_05lN760O7l4STikzi7Q8aXW4jpEL_SmY7zXEroSv2MF8sIzbeBTUJ9ZEnFPXVhaOls3IaysO6UbZSICTBf6nOTssbCZ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-09-18T00:07:34.980Z,,,
https://www.google.com/maps/place/Calstro+Hospice+San+Diego/data=!4m7!3m6!1s0x80dc77f54c05e2f7:0x6d27db13a363a4ba!8m2!3d32.8301694!4d-117.1447536!16s%2Fg%2F11qmbhqmm5!19sChIJ9-IFTPV33IARuqRjoxPbJ20,Calstro Hospice San Diego,5.0,13,Hospice,"4849 Ronson Ct # 204, San Diego, CA 92111, United States","RVJ4+33 San Diego, California, USA",http://www.calstrohospiceinc.com/,+1 866-568-6462,"Open 24 hours

Updated by others 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqDLKxKq5dA_Ju3fSh-qkv28DhcTYmaT21X7LGBlbBKDzKyYA8aIhtegokG97haSUgxIT_rrxnY3tlfBJUZ9pgKix4XoZ_rUrHltEEFCUhsM9nlM7w068Th2Xt3WtFn2TADoyMo=w408-h296-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-09-18T00:07:40.625Z,,,
https://www.google.com/maps/place/Comfort+and+Peace+Hospice+-+San+Diego+Office/data=!4m7!3m6!1s0x80dbff1591a38bfd:0x3684f4a372d3ef63!8m2!3d32.816688!4d-117.1176352!16s%2Fg%2F11h_v1gv1w!19sChIJ_YujkRX_24ARY-_TcqP0hDY,Comfort and Peace Hospice - San Diego Office,4.8,37,Hospice,"3944 Murphy Canyon Rd Suite C100, San Diego, CA 92123, United States","RV8J+MW San Diego, California, USA",https://comfortandpeacehospice.com/,+1 858-304-2555,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN6gl6aOjAvmxy50I9FiJslAu59rrWSuCsDQ98W=w408-h267-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-09-18T00:07:45.905Z,,,
https://www.google.com/maps/place/Mission+Hospice+Services+of+San+Diego/data=!4m7!3m6!1s0x80d9550a99dfc593:0x3b234b636855d0c8!8m2!3d32.7838642!4d-117.1253263!16s%2Fg%2F12qgbtnjk!19sChIJk8XfmQpV2YARyNBVaGNLIzs,Mission Hospice Services of San Diego,3.4,32,Hospice,"2365 Northside Dr Suite 120, San Diego, CA 92108, United States","QVMF+GV San Diego, California, USA",https://www.homewithmission.com/locations/san-diego-hospice/,+1 619-814-4020,,https://lh3.googleusercontent.com/p/AF1QipOdGHpcZ5r6Jx1Vh0abnoQ7hfURtLgDuE0jgr03=w408-h311-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Open 24 hours,Open 24 hours,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-09-18T00:07:51.232Z,,,
https://www.google.com/maps/place/Silverado+Hospice+San+Diego/data=!4m7!3m6!1s0x80dbffe88b44d457:0x4824c7a15b65c31b!8m2!3d32.8337271!4d-117.1368157!16s%2Fg%2F11h11zpf9!19sChIJV9REi-j_24ARG8NlW6HHJEg,Silverado Hospice San Diego,5.0,16,Hospice,"5471 Kearny Villa Rd #300, San Diego, CA 92123, United States","RVM7+F7 San Diego, California, USA",https://www.silveradohospice.com/location/silverado-hospice-san-diego/,+1 858-565-1005,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOWIvNpN17qtls-H3xBgKeaXuEUmfjVfkxRDriK=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-09-18T00:07:56.258Z,,,
https://www.google.com/maps/place/Bristol+Hospice+-+San+Diego/data=!4m7!3m6!1s0x80dbffda1ce88103:0x6ff828aa4586c53a!8m2!3d32.8088892!4d-117.1390798!16s%2Fg%2F11jqf_ks6x!19sChIJA4HoHNr_24AROsWGRaoo-G8,Bristol Hospice - San Diego,4.5,17,Hospice,"8765 Aero Dr #226, San Diego, CA 92123, United States","RV56+H9 San Diego, California, USA",http://bristolhospicesandiego.com/,+1 858-217-2468,"Open 24 hours

Confirmed by this business 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cLlV_w_Eq8CBbH0RwswUvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.6212925&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-09-18T00:08:01.465Z,,,
