placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Phoenix+ABM+Office/data=!4m7!3m6!1s0x872b723991821285:0xeb8c6d92f55488a1!8m2!3d33.6086664!4d-112.0134971!16s%2Fg%2F11f2b4cpmf!19sChIJhRKCkTlyK4cRoYhU9ZJtjOs,Phoenix ABM Office,4.3,7,Property maintenance,"13416 N 32nd St #111, Phoenix, AZ 85032, United States","JX5P+FJ Phoenix, Arizona, USA",https://locations.abm.com/az/phoenix/facility-services-phoenix-az-1538.html,+1 602-996-4186,"Open ⋅ Closes 4 pm

Updated by others 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNJQCtqjcXuiGNNhf8DxBqJNDX0Geu5g2n51kju=w408-h306-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-10-28T18:43:40.883Z,,,
https://www.google.com/maps/place/American+Parking+and+Services/data=!4m7!3m6!1s0x872b6d9436f0543b:0x90e607ec6ccc63e1!8m2!3d33.5661028!4d-112.0743815!16s%2Fg%2F11rplp4kmm!19sChIJO1TwNpRtK4cR4WPMbOwH5pA,American Parking and Services,3.6,61,Valet parking service,"8902 N Central Ave, Phoenix, AZ 85020, United States","HW8G+C6 Phoenix, Arizona, USA",https://americanvalet.com/,+1 602-861-9182,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNqTYkViAyWo7l7pfSrZrMjEGZ3U67cL-oilfzR=w408-h274-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-10-28T18:43:47.273Z,,,
https://www.google.com/maps/place/Ace+Parking+Management/data=!4m7!3m6!1s0x872b0d6c4d081107:0xdb7f83c1af8a541b!8m2!3d33.508559!4d-112.0276523!16s%2Fg%2F11c0vbtgxl!19sChIJBxEITWwNK4cRG1SKr8GDf9s,Ace Parking Management,1.8,6,Parking garage,"2425 E Camelback Rd, Phoenix, AZ 85016, United States","GX5C+CW Phoenix, Arizona, USA",https://www.aceparking.com/,+1 855-223-7275,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6octUOVZz0v4cPt0A1xe4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.77092&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-10-28T18:43:53.899Z,,,
https://www.google.com/maps/place/Desert+Parking/data=!4m7!3m6!1s0x872b0c509e6c0b61:0xedcc1b94c9648a44!8m2!3d33.4953512!4d-111.9882948!16s%2Fg%2F1tdwkzl4!19sChIJYQtsnlAMK4cRRIpkyZQbzO0,Desert Parking,4.8,106,Valet parking service,"4340 E Indian School Rd #21-165, Phoenix, AZ 85018, United States","F2W6+4M Phoenix, Arizona, USA",http://www.desertparking.com/,+1 602-918-9677,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMmADL4JlDttRyqFazSgq5zBsLYLnkogOWqR9o=w635-h240-k-no,true,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-10-28T18:43:59.202Z,,,
https://www.google.com/maps/place/Integrity+Valet/data=!4m7!3m6!1s0x872b0c50e6526921:0xcb5efcc9be9463bb!8m2!3d33.4952421!4d-111.9904643!16s%2Fg%2F11bbyhlwvz!19sChIJIWlS5lAMK4cRu2OUvsn8Xss,Integrity Valet,5.0,1143,Valet parking service,"4214 E Indian School Rd UNIT 201, Phoenix, AZ 85018, United States","F2W5+3R Phoenix, Arizona, USA",https://integrityvalet.com/,+1 602-696-5200,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMIydcYQ_2xjuBKGnJnwoZll_HcevtC2vWivjyK=w408-h272-k-no,true,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-10-28T18:44:03.995Z,,,
https://www.google.com/maps/place/Epic+Valet/data=!4m7!3m6!1s0x872b0e892c778643:0xe2ea52719de66a4b!8m2!3d33.4450024!4d-111.9942462!16s%2Fg%2F11gbfrqhs4!19sChIJQ4Z3LIkOK4cRS2rmnXFS6uI,Epic Valet,4.3,79,Valet parking service,"136 S 40th Pl, Phoenix, AZ 85034, United States","C2W4+28 Phoenix, Arizona, USA",http://epicvalet.com/,+1 480-874-1234,Open ⋅ Closes 11:30 pm,https://lh3.googleusercontent.com/p/AF1QipP6yh70dpXi6bTPZ2p0FvSP_vG7Jaj03NGDrh7M=w408-h555-k-no,true,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,7 am–11:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-10-28T18:44:09.514Z,,,
https://www.google.com/maps/place/Landmark+Valet/data=!4m7!3m6!1s0x872b75955b95e67b:0xcfc31bfd7d4d8ac5!8m2!3d33.628058!4d-111.8802197!16s%2Fg%2F11fy5hp0h4!19sChIJe-aVW5V1K4cRxYpNff0bw88,Landmark Valet,5.0,81,Valet parking service,"15555 N Frank Lloyd Wright Blvd, Scottsdale, AZ 85260, United States","J4H9+6W Scottsdale, Arizona, USA",http://www.landmarkvalet.com/,+1 602-369-1168,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzRJShYZb3kGqKyA-CB0fzBI_M0OP3CUAZXjW2WP8YuxgcqaiypfAIqHnheszF8NBx4Lzxr2qEMdBOp_idSjB5MeLHgdQYBVtqXUyk8qjibffwExBrF_4_QexMun7sdiv7m5M6w=w408-h545-k-no,false,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-10-28T18:44:14.189Z,,,
https://www.google.com/maps/place/Paradise+Valley+Mall+Parking/data=!4m7!3m6!1s0x872b73bbfd580579:0xf293769173cc4d7a!8m2!3d33.6042005!4d-111.9812557!16s%2Fg%2F11hbm449gq!19sChIJeQVY_btzK4cRek3Mc5F2k_I,Paradise Valley Mall Parking,4.0,10,Parking lot,"Parking lot, Paradise Valley Mall, Scottsdale, AZ 85254, United States","J239+MF Scottsdale, Arizona, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTzsHJuPhE8Z4g7ejDjBdUp_Td1ZTJVcCsOCmS5vnkVQwVAwKOp-1cEKiVft1UOTiVWuad7iIsaWroyMPBmvsl645-uMaLpvyKPti5wQvyG1TahkNIv8-wpIcywVfCIiRCSKITKA=w524-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-10-28T18:44:18.912Z,,,
https://www.google.com/maps/place/Phoenix+Parking+Lot+Maintenance+LLC/data=!4m7!3m6!1s0x872b0dc38dce1e7b:0x41e41d998df8c557!8m2!3d33.5097772!4d-112.0318004!16s%2Fg%2F11v0f8k7kr!19sChIJex7OjcMNK4cRV8X4jZkd5EE,Phoenix Parking Lot Maintenance LLC,5.0,1,Property maintenance,"2390 E Camelback Rd Suite 130, Phoenix, AZ 85016, United States","GX59+W7 Phoenix, Arizona, USA",,+1 602-767-3177,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UPo1wGm-HJGzDZL4LWcKZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.7856479&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-10-28T18:44:23.278Z,,,
https://www.google.com/maps/place/Bryten+Real+Estate+Partners/data=!4m7!3m6!1s0x872b12a38bff3e33:0xd4482318f61974de!8m2!3d33.5873951!4d-111.9756306!16s%2Fg%2F1v5fsch7!19sChIJMz7_i6MSK4cR3nQZ9hgjSNQ,Bryten Real Estate Partners,3.0,232,Property management company,"11201 N Tatum Blvd UNIT 260, Phoenix, AZ 85028, United States","H2PF+XP Phoenix, Arizona, USA",https://www.livebryten.com/,+1 602-279-5515,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPa2iSw7jVY8RZ6JZYt7JFXOf4tBgMtIzmcGCNN=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-10-28T18:44:27.832Z,,,
