placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Downtown+Tire+and+Wheel/data=!4m7!3m6!1s0x87938f0195d610cf:0xbb524f57e2bd8e22!8m2!3d41.2532249!4d-95.9475183!16s%2Fg%2F11j8j15nsn!19sChIJzxDWlQGPk4cRIo694ldPUrs,Downtown Tire and Wheel,4.3,25,Auto repair shop,"610 S 24th St, Omaha, NE 68102, United States","7332+7X Omaha, Nebraska, USA",,+1 402-614-4417,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoI_36cHYvpk9q0H-Y5Kp1Ko5G0la3SY1rl_MzCir5lQQd9s1YFngrHkGLx_J5rj7XvsB3HzyHSywt03ypgc9Bk3A5YZbWAaf8p9ulmsC64LQ0YrIncLc3GrCpT_AbnTbkWAV1p=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T17:12:33.087Z,,,
https://www.google.com/maps/place/JENSEN+TIRE+%26+AUTO/data=!4m7!3m6!1s0x87938e52f2de9875:0x7d7850664c8a83f0!8m2!3d41.2568752!4d-95.9429724!16s%2Fg%2F1tf9tb17!19sChIJdZje8lKOk4cR8IOKTGZQeH0,JENSEN TIRE & AUTO,4.7,1387,Tire shop,"2010 Harney St, Omaha, NE 68102, United States","7344+QR Omaha, Nebraska, USA",http://jensentireandauto.com/,+1 402-342-5076,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep0U0VQYbJXgJhSG1X7EXMxdLRRafZ7hgR0dRb-fjQAh0LjIe7QhPk1axFj4h03WMOhP3xN-MgiAMuGT5rdgYdl0UWLoeKeo9ZnpiQiAisx9KwIuxSGR2PC8wg71atWbt9osbEx=w408-h397-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T17:12:39.283Z,,,
https://www.google.com/maps/place/Midwest+Tire+Company/data=!4m7!3m6!1s0x87938fa9d6990a63:0x9d36be10c74f4431!8m2!3d41.248854!4d-95.933614!16s%2Fg%2F1tnjk1w_!19sChIJYwqZ1qmPk4cRMURPxxC-Np0,Midwest Tire Company,4.8,600,Tire shop,"1102 S 13th St, Omaha, NE 68108, United States","63X8+GH Omaha, Nebraska, USA",https://www.midwesttireomaha.com/,+1 402-342-2248,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepRdFuDRlSZ896JO65wpLrd_4_vsA2UjG33YbttI0UH2si9ixgec6qpcl70mofscOxTxcD3BkgvWIkouGO3ZtkQ7NyghbMT4OMzPl3P_x_bFRWwn0DVT-zNEIqikfA3GE_U0dFm=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T17:12:44.139Z,,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x87938e52ef80a2af:0x8cad9f6ac7cfcb57!8m2!3d41.2563025!4d-95.9428825!16s%2Fg%2F1v3gsdhj!19sChIJr6KA71KOk4cRV8vPx2qfrYw,Firestone Complete Auto Care,4.2,420,Tire shop,"2001 Harney St, Omaha, NE 68102, United States","7344+GR Omaha, Nebraska, USA",https://www.firestonecompleteautocare.com/nebraska/omaha/2001-harney-st/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 402-590-5519,"Open · Closes 6 pm

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerehdJGFH3y9rDhG83_W7Ml4CdJ2vGV2SNFwErEbmvekQB2wS4JHXVNFdLO48kHMcjSs2WROli8BDrhHolZaQ5doVkxgKokwzbz2wjvRX9U6wRf_b7ABjQZeOgxB6Vcnt8h9PB5gg=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T17:12:49.104Z,· In-store shopping · Kerbside pickup,LGBTQ+ friendly,
https://www.google.com/maps/place/Nando%27s+Tires/data=!4m7!3m6!1s0x4067b57242ffcc77:0x382e00b4d76bc1de!8m2!3d41.24727!4d-95.942471!16s%2Fg%2F11b6_7j8k1!19sChIJd8z_QnK1Z0AR3sFr17QALjg,Nando's Tires,4.7,289,Tire shop,"1224 S 20th St, Omaha, NE 68108, United States","63W5+W2 Omaha, Nebraska, USA",http://www.tiresinstallationinomahane.com/,+1 402-933-3886,Open · Closes 7:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweopV0rdjOBdEphJSgEb_pG1YWJWpQX3xa4Mq44lkSmyuFnUMdbq4Xp4Tc0iataRWl5C1MVx-zn8hpMIbr_Lj17IFfyQhDIz4FTtv1wRbVcDT_xyHwz9y9B1BZHl9VfuvPIqrZKnw8QAHBQU=w408-h544-k-no,false,9 am–7:30 pm,9 am–7:30 pm,9 am–7:30 pm,9 am–7:30 pm,9 am–7:30 pm,9 am–7:30 pm,12–7 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T17:12:53.881Z,· In-store pick-up,,
https://www.google.com/maps/place/Treadquarters+%28Affordable+Tire%29/data=!4m7!3m6!1s0x87938f430728b6e3:0xe93130c0348d4603!8m2!3d41.2855092!4d-95.9356023!16s%2Fg%2F11gtgbvw0s!19sChIJ47YoB0OPk4cRA0aNNMAwMek,Treadquarters (Affordable Tire),4.5,203,Tire shop,"1502 Locust St, Omaha, NE 68110, United States","73P7+6Q Omaha, Nebraska, USA",,+1 402-763-2886,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoJOLLD402v2Iu5sAoNYJgiV7Bov5Q6NIFbZyjWB0KJaBcEYDjcSI3PuKOIfm0_j6RU1TrYPTPZ49pmM2RIIKAxCbt3MzrVpslOElCwKnC2qcxgfy0KSPkNFW08gAlS4KRutof1=w408-h305-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T17:12:58.984Z,· In-store pick-up,,
https://www.google.com/maps/place/Lufix+Tire+%26+Auto+Care/data=!4m7!3m6!1s0x87938ff064bfbee1:0x48124022d4dc7aed!8m2!3d41.2412395!4d-95.98144!16s%2Fg%2F11xvg77v0f!19sChIJ4b6_ZPCPk4cR7Xrc1CJAEkg,Lufix Tire & Auto Care,5.0,11,Auto repair shop,"4525 Center St, Omaha, NE 68106, United States","62R9+FC Omaha, Nebraska, USA",,+1 531-289-3861,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoVOAyba64XJ42deNbQSnACwMfRX4HrIEm9LK51ogsTQwdsaU2vUKJgjSaZbjwq-Azvg9mdJ0jezMnen9pkeoOYtBl4SeVprGjSrhCIWbxmSVFuL61-y4vCg9rB7_koVki6vJwrez-VFQA2=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T17:13:03.841Z,,,
https://www.google.com/maps/place/Tire+Buddies+LLC/data=!4m7!3m6!1s0x879391005d861ee3:0x5899f09b7b8367b9!8m2!3d41.2575188!4d-95.9595223!16s%2Fg%2F11m_l1s49d!19sChIJ4x6GXQCRk4cRuWeDe5vwmVg,Tire Buddies LLC,4.2,70,Tire shop,"3157 Farnam St Suite 7104 #7202, Omaha, NE 68131, United States","725R+25 Omaha, Nebraska, USA",http://www.tirebuddiesllc.com/,+1 531-772-1604,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqIXsQxdxo7yve7lgQYwhGcVSss4xhf_zYkzLfEZMPVYkV_b9FrWBMhhhzLiTLnvAhIc6RBOcdCx7SeybpOdlN7n2HWm-d3rOVIVzuR16q1StsXaaNwi9gYuIddKBGB1K-Yc04d=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T17:13:08.643Z,· Delivery,LGBTQ+ friendly,
https://www.google.com/maps/place/Tire+And+Lube+Escobar/data=!4m7!3m6!1s0x87938f0527e161d3:0x9bb3e4d51d856a6b!8m2!3d41.2392173!4d-95.9329792!16s%2Fg%2F11c20ps3c2!19sChIJ02HhJwWPk4cRa2qFHdXks5s,Tire And Lube Escobar,4.4,29,Tire shop,"2201 S 13th St, Omaha, NE 68108, United States","63Q8+MR Omaha, Nebraska, USA",,+1 402-609-0302,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepdh5n6UKe_ZR5mjcjNK2qMOEv4s7wC0_0SQ2FlMJcQ3g0ykfH76B3lW5Hi7dXaWzzxS6IqEMrWjJNq10mkcoi8Acwz79Tm1wkWVDScwTdFTnhOJ4JiBK_x0lM7YyrW49NaLWegug=w408-h306-k-no,false,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T17:13:13.531Z,,,
https://www.google.com/maps/place/In+And+Out+Tire+Shop/data=!4m7!3m6!1s0x87938f312bdaa6bb:0xa841ff90615c63c6!8m2!3d41.2425699!4d-95.9335925!16s%2Fg%2F11vs3jc4c2!19sChIJu6baKzGPk4cRxmNcYZD_Qag,In And Out Tire Shop,4.8,24,Tire shop,"1706 S 13th St, Omaha, NE 68108, United States","63V8+2H Omaha, Nebraska, USA",,+1 402-590-9862,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerCm_KDyLC9zuZEix909ai_hiWDDgVA-8bZYte8-cRFTRgkAqO1LX4FWpK2F4LUC2ru5_ovOV2e5gPjUEWyelLhWNdQZSVi5mXeRluDcTBnCyeu_HITgjW0LyIPoJG8ucc4Vwf-0g=w408-h306-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T17:13:18.641Z,,,
