placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/NWI+Generator/data=!4m7!3m6!1s0x8816cdb26c13c2ad:0x43cc45403994cf36!8m2!3d41.7151921!4d-86.2144997!16s%2Fg%2F11v0yqm52y!19sChIJrcITbLLNFogRNs-UOUBFzEM,NWI Generator,4.7,67,Electrician,"17911 Turners Dr, South Bend, IN 46635, United States","PQ8P+36 South Bend, Indiana, USA",https://nwigenerator.com/south-bend-generator-installation/?utm_source=gbp&utm_medium=organic&utm_campaign=gmb_south-bend,+1 574-701-3153,Open · Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipPbyCB6r1nUo17cLjAX1FD7UYzIcovL1ZNWeKVr=w408-h276-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-01-10T21:55:03.503Z,,,,
https://www.google.com/maps/place/Beam+Team+Electric/data=!4m7!3m6!1s0x8816cd4a9c3c0cd7:0x88aa7432741fd90f!8m2!3d41.6735489!4d-86.2348051!16s%2Fg%2F11vrqy7864!19sChIJ1ww8nErNFogRD9kfdDJ0qog,Beam Team Electric,5.0,245,Electrician,"1102 E Wayne St, South Bend, IN 46615, United States","MQF8+C3 South Bend, Indiana, USA",https://www.beamteamelectric.com/,+1 574-500-2016,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxuW53ICoQyO7m9AbNIX35w0Nt7yNX_9qW7A26_lTLJNa6FUp5KWtsffEWRSjtpxM0zU-3FmbEkRgklWLm33IRE7xfWkg1gciJKJ7mAWPdLAAUIsspfSdC85cbeMinUrVABkoPI=w408-h514-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-01-10T21:55:08.833Z,,,,
https://www.google.com/maps/place/Elevated+Power+LLC/data=!4m7!3m6!1s0x8816e7faaa7359a1:0x9b84d658ed16297e!8m2!3d41.6813813!4d-86.1314871!16s%2Fg%2F11sn_5x24s!19sChIJoVlzqvrnFogRfikW7VjWhJs,Elevated Power LLC,4.6,26,Electric generator shop,"13645 McKinley Hwy, Mishawaka, IN 46545, United States","MVJ9+HC Mishawaka, Indiana, USA",http://elevated-power.com/,+1 574-855-2350,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOap8iH833E6rCzb7Fm96V08Gn9uqA2_Cio0zVz=w408-h544-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-01-10T21:55:14.205Z,· Delivery,,,
https://www.google.com/maps/place/Mr.+Electric+of+South+Bend/data=!4m7!3m6!1s0x8816d2daaaaaaaab:0x5b74697101ed2059!8m2!3d41.7437408!4d-86.2512258!16s%2Fg%2F1tfk0g1m!19sChIJq6qqqtrSFogRWSDtAXFpdFs,Mr. Electric of South Bend,4.3,128,Electrician,"51591 State Hwy 933, South Bend, IN 46637, United States","PPVX+FG South Bend, Indiana, USA",https://mrelectric.com/south-bend-in/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 574-318-9691,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMiaDiOg2N-Afa2VmxXt4cA0F_vfCIFAdZDixxz=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-01-10T21:55:19.251Z,,,,
"https://www.google.com/maps/place/Gemmer+Electric,+Inc/data=!4m7!3m6!1s0x8816cd49150c6d61:0xeacfbdafeb96aa58!8m2!3d41.6781121!4d-86.1687702!16s%2Fg%2F1thghn1c!19sChIJYW0MFUnNFogRWKqW66-9z-o","Gemmer Electric, Inc",5.0,3,Electrical installation service,"1921 N Cedar St, Mishawaka, IN 46545, United States","MRHJ+6F Mishawaka, Indiana, USA",http://gemmerelectric.com/,+1 574-252-0660,Closed · Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q7XPhVvQZHEJOzz-zjkpOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.86487&pitch=0&thumbfov=100,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–3 pm,"https://www.google.com/maps/search/generator+installation+services+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-01-10T21:55:23.993Z,,,,
https://www.google.com/maps/place/DG+Electric/data=!4m7!3m6!1s0x8816cc7fb534bcdb:0xed99d791a8002bbe!8m2!3d41.6213103!4d-86.2145784!16s%2Fg%2F11ghr0jhh7!19sChIJ27w0tX_MFogRvisAqJHXme0,DG Electric,5.0,7,Electrician,"5134 Canton St, South Bend, IN 46614, United States","JQCP+G5 South Bend, Indiana, USA",http://www.dgelectricindiana.com/about_us.html,+1 574-291-8460,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uk3O8FiMi5AiJ6qk5JIp5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.29503&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-01-10T21:55:26.884Z,,,,
https://www.google.com/maps/place/Martell+Electric/data=!4m7!3m6!1s0x8816cd6bffffffff:0xed3eecad73682a36!8m2!3d41.7320176!4d-86.3119235!16s%2Fg%2F1261dxljx!19sChIJ_____2vNFogRNipoc63sPu0,Martell Electric,3.8,23,Electrician,"4601 Cleveland Rd, South Bend, IN 46628, United States","PMJQ+R6 South Bend, Indiana, USA",http://www.martellelectric.com/,+1 574-271-5000,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPJmMWZBjnpbrVerKWEHTrAEDlD8UCBzyeoBrfT=w774-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-01-10T21:55:31.756Z,,,,
https://www.google.com/maps/place/Herrman+%26+Goetz+Inc/data=!4m7!3m6!1s0x8816cd339bf41833:0x1975aee660bd2925!8m2!3d41.6917272!4d-86.1507442!16s%2Fg%2F1tdvvxxf!19sChIJMxj0mzPNFogRJSm9YOaudRk,Herrman & Goetz Inc,3.8,16,Plumber,"3419 N Home St, Mishawaka, IN 46545, United States","MRRX+MP Mishawaka, Indiana, USA",http://www.hgservices.com/,+1 574-282-2596,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMkL_TJKQ1Wae02tcmL8eEuUFme-WUclVBV8XLQ1sWINa6cKBwi_RTFfS-5LePRX6djvei4HFcI2TWonYCytinbueGb_LfWhenHQqb7l34ZYpd_JAziqoCEkxEPP2Ss5gVN2fn6A=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-01-10T21:55:36.826Z,,,,
https://www.google.com/maps/place/Goff+Heating+and+Air+Conditioning/data=!4m7!3m6!1s0x8816cd29df825171:0x442a0ec7eb016707!8m2!3d41.733767!4d-86.3084396!16s%2Fg%2F1tfwf2pt!19sChIJcVGC3ynNFogRB2cB68cOKkQ,Goff Heating and Air Conditioning,4.9,1025,HVAC contractor,"4245 Meghan Beeler Ct STE 1, South Bend, IN 46628, United States","PMMR+GJ South Bend, Indiana, USA",https://goffheating.com/,+1 574-289-6511,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMSWH2bYS9m1bIPW2J6_l3dDxIVbBU7mDPGCCLW=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-01-10T21:55:41.843Z,,,,
https://www.google.com/maps/place/Nick%27s+Electric/data=!4m7!3m6!1s0x8816d364688cc78b:0x91dc2940fd5395c3!8m2!3d41.7339565!4d-86.1895495!16s%2Fg%2F11f5vsnsr7!19sChIJi8eMaGTTFogRw5VT_UAp3JE,Nick's Electric,5.0,39,Electrician,"16600 Bennington Ct, Granger, IN 46530, United States","PRM6+H5 Granger, Indiana, USA",,+1 574-532-0280,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNS6ieeiqRzxC16sTcJqYb-lKgCsYODPGLyAblU=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-01-10T21:55:46.700Z,,,,
