placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Dr.+Wright%E2%80%99s+Infusion+Center/data=!4m7!3m6!1s0x808de14c472bae41:0xbdb26de82e065288!8m2!3d36.6196103!4d-121.9180881!16s%2Fg%2F11dxdl25k1!19sChIJQa4rR0zhjYARiFIGLuhtsr0,Dr. Wright’s Infusion Center,4.3,6,Medical clinic,"300 Grand Ave, Pacific Grove, CA 93950, United States","J39J+RQ Pacific Grove, California, USA",,+1 831-717-4444,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noiVqvqHLZVZe1CkJOqLiJDR7C6by9k-BCf8xBWwuizJslHv9hwpUMK8dQ4plrj_HWLOOQlLhkKXMjD0uI0lS4dpvhjJjv9jgJjBJtFlt9j5gVtNXEYqWIgFgFbAXvDcY1Ml_J5CA=w408-h306-k-no,true,Closed,9 am–5 pm,Closed,9 am–5 pm,Closed,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-29T00:54:15.434Z,,,
https://www.google.com/maps/place/Comprehensive+Cancer+Center/data=!4m7!3m6!1s0x808de753d1980401:0x5e86f810da4067a1!8m2!3d36.5785609!4d-121.9134061!16s%2Fg%2F11f648smxb!19sChIJAQSY0VPnjYARoWdA2hD4hl4,Comprehensive Cancer Center,5.0,1,Cancer treatment center,"23625 Holman Hwy, Monterey, CA 93940, United States","H3HP+CJ Monterey, California, USA",https://www.montagehealth.org/locations/profile/comprehensive-cancer-center,+1 831-625-4753,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNmZ-gkzaMjW7xqV-2ramFyRByZ4VRPFLKgMhvE=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-29T00:54:20.861Z,,,
https://www.google.com/maps/place/LivWell+Infusions-+Monterey/data=!4m7!3m6!1s0x808de5e64ae66c9b:0x8745dfbe37ea276c!8m2!3d36.593753!4d-121.8964!16s%2Fg%2F11vstbyr2p!19sChIJm2zmSubljYARbCfqN77fRYc,LivWell Infusions- Monterey,,,Medical office,"880 Cass St #201, Monterey, CA 93940, United States","H4V3+GC Monterey, California, USA",https://www.livwellinfusions.com/,+1 888-864-7341,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6XcigRkoi6ECdoyN3kx7CQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.758991&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-29T00:54:26.295Z,,,
https://www.google.com/maps/place/Monterey+Cellular+Therapy/data=!4m7!3m6!1s0x808de50dc04a0759:0x2bbe7b47fc2ea694!8m2!3d36.6109671!4d-121.8999949!16s%2Fg%2F11v41ghrt2!19sChIJWQdKwA3ljYARlKYu_Ed7vis,Monterey Cellular Therapy,5.0,22,Skin care clinic,"361 Lighthouse Ave, Monterey, CA 93940, United States","J462+92 Monterey, California, USA",https://www.montereycellulartherapy.com/,+1 831-264-8288,,https://lh3.googleusercontent.com/p/AF1QipP7z5QSYTzgRgSfsQ2jZ8-6zGJ4v4AyMAgmgw0=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-29T00:54:29.152Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Harmony+Place+Monterey+%7C+Mental+Health,+Eating+Disorder,+and+Chemical+Dependency+Treatment+Center/data=!4m7!3m6!1s0x808de40329eb9c55:0x2765f1caa2552d0c!8m2!3d36.5972196!4d-121.8896999!16s%2Fg%2F11btxctgml!19sChIJVZzrKQPkjYARDC1VosrxZSc","Harmony Place Monterey | Mental Health, Eating Disorder, and Chemical Dependency Treatment Center",4.8,52,Mental health clinic,"574 Cortes St, Monterey, CA 93940, United States","H4W6+V4 Monterey, California, USA",https://harmonyplacemonterey.com/,+1 831-747-1727,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNbUtw9VbLr8Y9ur22X3soXD6Ncd55pSABy4mdH=w408-h258-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-29T00:54:34.010Z,,,
https://www.google.com/maps/place/Monterey+Mobile+IV+Therapy/data=!4m7!3m6!1s0x808de5d04c9872f7:0xfc4993e3423d2bcf!8m2!3d36.5854837!4d-121.8600859!16s%2Fg%2F11w1zb955m!19sChIJ93KYTNDljYARzys9QuOTSfw,Monterey Mobile IV Therapy,4.6,9,Home health care service,"2150 Garden Rd, Monterey, CA 93940, United States","H4PQ+5X Monterey, California, USA",https://mobileivmonterey.com/,+1 831-230-6920,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqsQTT0ieOZXNO6WKdk-BebQ2DkC141JhuiZeF3Y8rTGgDUXY7TNSiuN5ZN7QNGMN5N-cviNYTaPG3GILqSR4yTbVx5-zXZxkB9wViniL30WFk2p7ZPkFuKEGoFkqqH840P_YDN=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-29T00:54:39.069Z,,,
https://www.google.com/maps/place/Sierra+Health+%2B+Wellness:+Monterey+-+Addiction+Treatment+Center/data=!4m7!3m6!1s0x808de1470a452625:0xb9caafe129de04f0!8m2!3d36.6183216!4d-121.9156247!16s%2Fg%2F11t7193d9p!19sChIJJSZFCkfhjYAR8ATeKeGvyrk,Sierra Health + Wellness: Monterey - Addiction Treatment Center,4.5,17,Addiction treatment center,"468 Pine Ave, Pacific Grove, CA 93950, United States","J39M+8Q Pacific Grove, California, USA",https://www.sierrahealthwellnesscenters.com/locations/sierra-health-wellness-monterey-ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb_monterey,+1 831-999-7661,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPrw0yaDcFo5V9e2kyxo1k-2CPDF2OWl9S5KpJ2=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-29T00:54:43.943Z,,,
https://www.google.com/maps/place/Personalized+Oncology+Care+Of+Monterey+Bay/data=!4m7!3m6!1s0x808de54f6b52c10d:0x59169bfb7d5562a5!8m2!3d36.5944579!4d-121.8960943!16s%2Fg%2F1tdq1c70!19sChIJDcFSa0_ljYARpWJVffubFlk,Personalized Oncology Care Of Monterey Bay,4.2,12,Cancer treatment center,"700 Cass St #128, Monterey, CA 93940, United States","H4V3+QH Monterey, California, USA",http://personalizedoncologycaremontereybay.com/,+1 831-920-3222,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2rt-wd1nTj3IL1YEUKEHnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.48074&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-29T00:54:48.902Z,,,
https://www.google.com/maps/place/Drenched+IV+Incorporated/data=!4m7!3m6!1s0x808de5d1cdeafb69:0x319c90b6528d3c71!8m2!3d36.5975645!4d-121.8908228!16s%2Fg%2F11svrqmcsd!19sChIJafvqzdHljYARcTyNUraQnDE,Drenched IV Incorporated,5.0,8,Home health care service,"550 Figueroa St # A, Monterey, CA 93940, United States","H4X5+2M Monterey, California, USA",https://www.drenchediv.com/,+1 831-293-3751,,https://lh3.googleusercontent.com/p/AF1QipOj5MssR5nsHqfttsCvhIqXjhhPcuwYROlLOd8I=w408-h305-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-29T00:54:53.763Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Monterey+Natural+Wellness/data=!4m7!3m6!1s0x808de5e2ff8b6455:0x27d09515a8c46a91!8m2!3d36.5993847!4d-121.8923634!16s%2Fg%2F11s9j_yz7d!19sChIJVWSL_-LljYARkWrEqBWV0Cc,Monterey Natural Wellness,5.0,14,Naturopathic practitioner,"409 Washington St Suite 200, Monterey, CA 93940, United States","H4X5+Q3 Monterey, California, USA",http://www.montereynaturalwellness.com/,+1 831-298-6298,,https://lh3.googleusercontent.com/p/AF1QipOKMQmrZ-oWIe3DW14MG09UNhrUEc29YzGoA9CO=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-29T00:54:58.642Z,Identifies as women-owned,,
