placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,isBlackOwned,attributes
https://www.google.com/maps/place/The+Harbor/data=!4m7!3m6!1s0x889a4065bacb7a49:0x84e7e16c27ee5a73!8m2!3d30.5174749!4d-87.8864634!16s%2Fg%2F1td7p2rv!19sChIJSXrLumVAmogRc1ruJ2zh54Q,The Harbor,3.4,5,Mental health clinic,"308 S Greeno Rd Building A, Fairhope, AL 36532, United States","G487+XC Fairhope, Alabama, USA",https://www.infirmaryhealth.org/services/mental-and-substance,+1 251-279-1119,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B_dSxuT5YPX0RDglJ1BDmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.866005&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T01:19:29.212Z,,,,,,,,,,
https://www.google.com/maps/place/BayView+Professional+Associates+-+Fairhope/data=!4m7!3m6!1s0x889a410b00000001:0x8d9e6ceb71550c4a!8m2!3d30.5140804!4d-87.8866795!16s%2Fg%2F11dd_mfdk4!19sChIJAQAAAAtBmogRSgxVcetsno0,BayView Professional Associates - Fairhope,2.8,72,Mental health clinic,"374 S Greeno Rd, Fairhope, AL 36532, United States","G477+J8 Fairhope, Alabama, USA",https://altapointe.org/locations/bayview-fairhope/,+1 251-450-2250,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzXdLyUiRORWZMudL-SBQbs5LGF-e5LYN-YWbtW3CSb-pQxcqZIyibcMqhnjvLE2sPoR-J6yYo9-_NZ7_iuj8kP8BtOLuTFo2azHdOYiwcNafm1Z2Rzz4p_dpTqix6tPe_eIyRM=w426-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T01:19:33.703Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,,,
https://www.google.com/maps/place/Cantwell+Family+Psychiatry/data=!4m7!3m6!1s0x889a4078e3d8bfab:0xd84cb2d754b94cdf!8m2!3d30.5134988!4d-87.887804!16s%2Fg%2F11f3m9ytgv!19sChIJq7_Y43hAmogR30y5VNeyTNg,Cantwell Family Psychiatry,4.2,10,Psychiatrist,"770 Middle St, Fairhope, AL 36532, United States","G476+9V Fairhope, Alabama, USA",,+1 251-517-5800,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kGHXiyn-xRWNEo704lbGhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.70804&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T01:19:38.017Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,,,
https://www.google.com/maps/place/AltaPointe+Health+Outpatient+-+Fairhope/data=!4m7!3m6!1s0x889a416dc274e753:0xbca4d38301bded7a!8m2!3d30.5143603!4d-87.8871067!16s%2Fg%2F1tdpbd1x!19sChIJU-d0wm1BmogReu29AYPTpLw,AltaPointe Health Outpatient - Fairhope,3.6,34,Mental health clinic,"372 S Greeno Rd, Fairhope, AL 36532, United States","G477+P5 Fairhope, Alabama, USA",http://altapointe.org/locations/outpatient-services-fairhope-childadult,+1 251-990-4248,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOXJddhPcnGZ2iQyOTk3zsCCiZBzcVNMuV3RtFZ=w408-h272-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T01:19:42.804Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,,,
https://www.google.com/maps/place/Altapointe/data=!4m7!3m6!1s0x889a410b076b010d:0x47cbf83628261b15!8m2!3d30.5143942!4d-87.8873034!16s%2Fg%2F11g86r5834!19sChIJDQFrBwtBmogRFRsmKDb4y0c,Altapointe,2.7,19,Medical Center,"372 S Greeno Rd, Fairhope, AL 36532, United States","G477+Q3 Fairhope, Alabama, USA",https://altapointe.org/locations/outpatient-services-fairhope-childadult/,+1 251-450-2211,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OS2nOAIAD-fCjEnQ53gEcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.80825&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T01:19:45.066Z,,,,,,,,,,
https://www.google.com/maps/place/Janak+Ghelani/data=!4m7!3m6!1s0x889a4055802d85cf:0xfa55f24ac6cd9e40!8m2!3d30.5540885!4d-87.8941032!16s%2Fg%2F11rwxggnnk!19sChIJz4UtgFVAmogRQJ7NxkryVfo,Janak Ghelani,5.0,1,Psychiatrist,"7540 Cipriano Ct, Fairhope, AL 36532, United States","H434+J9 Fairhope, Alabama, USA",,+1 251-517-3175,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C5_KjOxgAPdHxV-TmX6TEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.82562&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-12-16T01:19:47.518Z,,,,,,,,,,
"https://www.google.com/maps/place/North+Mobile+Counseling+Associates,+LLC/data=!4m7!3m6!1s0x889a57965603c753:0xbf07ecd5494ac688!8m2!3d30.812784!4d-88.070864!16s%2Fg%2F11ry8hrzbv!19sChIJU8cDVpZXmogRiMZKSdXsB78","North Mobile Counseling Associates, LLC",5.0,1,Mental health service,"410 Saraland Blvd S Ste. F108, Saraland, AL 36571, United States","RW7H+4M Saraland, Alabama, USA",http://northmobilecounseling.com/,+1 251-699-1778,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w6AnHxBag92z3w5I0reO7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=116.59325&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Saraland+Mobile+AL/@30.820742,-88.0705556,14z",2025-12-16T01:20:09.979Z,9 am–2 pm,9 am–4 pm,9 am–4 pm,9 am–2 pm,Closed,Closed,Closed,,,
"https://www.google.com/maps/place/Genesis+Counseling+%26+Consulting+Services,+LLC/data=!4m7!3m6!1s0x889a573915b154e3:0xf54c1b8be26cce37!8m2!3d30.8191605!4d-88.0790445!16s%2Fg%2F11rgz8_z2t!19sChIJ41SxFTlXmogRN85s4osbTPU","Genesis Counseling & Consulting Services, LLC",5.0,4,Mental health service,"119 Ennis St, Saraland, AL 36571, United States","RW9C+M9 Saraland, Alabama, USA",http://www.genesiscounselingandconsulting.com/,+1 251-320-3363,Closes soon · 8 pm · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_a4n3RaqPry1hrGFtvvYOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.9157&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Saraland+Mobile+AL/@30.820742,-88.0705556,14z",2025-12-16T01:20:14.269Z,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,Closed,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/Alabama+Medical+Group+at+Saraland/data=!4m7!3m6!1s0x889a557214b3d75b:0xde9528ba56f63931!8m2!3d30.8025257!4d-88.0935482!16s%2Fg%2F11rqkyx51w!19sChIJW9ezFHJVmogRMTn2Vroold4,Alabama Medical Group at Saraland,4.8,333,Medical clinic,"960 Industrial Pkwy B, Saraland, AL 36571, United States","RW34+2H Saraland, Alabama, USA",https://www.alabamamedicalgroup.com/,+1 251-414-5900,Closed · Opens 7:30 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q4Fdf8iwU-www99S7n1-tg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.320833&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Saraland+Mobile+AL/@30.820742,-88.0705556,14z",2025-12-16T01:20:18.882Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/AB+clinic+family+cares/data=!4m7!3m6!1s0x889a541b21726f45:0x563fd0d681b1fdac!8m2!3d30.7959286!4d-88.0749203!16s%2Fg%2F11d_7877z_!19sChIJRW9yIRtUmogRrP2xgdbQP1Y,AB clinic family cares,3.5,14,Medical clinic,"110 Industrial Pkwy, Saraland, AL 36571, United States","QWWG+92 Saraland, Alabama, USA",https://abclinic.org/,+1 251-287-6114,Open · Closes 4 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z0uajgNyssZj6iwpbXDrBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.7778&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Saraland+Mobile+AL/@30.820742,-88.0705556,14z",2025-12-16T01:20:23.292Z,8 am–4 am,Closed,8 am–4 am,Closed,8 am–4 am,Closed,Closed,,,
