placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Moments+Hospice/data=!4m7!3m6!1s0x52b33480c7900001:0xa816b0a33314738!8m2!3d44.987194!4d-93.347389!16s%2Fg%2F11g0k0sqq2!19sChIJAQCQx4A0s1IROEcxMwprgQo,Moments Hospice,4.3,60,Hospice,"820 Lilac Dr N # 210, Golden Valley, MN 55422, United States","XMP3+V2 Golden Valley, Minnesota, USA",https://momentshospice.com/,+1 763-205-3600,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ieLf9JZdn0-BrUGvTBjmZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.367813&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-09-18T00:21:40.141Z,,,
https://www.google.com/maps/place/Twin+Cities+Spine+Center/data=!4m7!3m6!1s0x87f62ab0ce66da21:0x4ec055737d0c3aa2!8m2!3d44.944122!4d-93.106142!16s%2Fg%2F11bx55ns0v!19sChIJIdpmzrAq9ocRojoMfXNVwE4,Twin Cities Spine Center,4.9,590,Medical clinic,"Nasseff Specialty Center, United Hospital 225 N Smith Ave Third Floor, St Paul, MN 55102, United States","WVVV+JG St Paul, Minnesota, USA",http://www.tcspine.com/?utm_medium=organic&utm_source=GMBSocialClimb,+1 612-775-6200,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOVWAOh3JTu-EWCLEQfXMfezC1J3UoLHzdSb3sc=w425-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-09-18T00:21:45.987Z,,,
https://www.google.com/maps/place/Grace+Hospice/data=!4m7!3m6!1s0x52b332faa4eaaaab:0x989c778255ca8a79!8m2!3d44.9814431!4d-93.2925994!16s%2Fg%2F11gr4nbvnf!19sChIJq6rqpPoys1IReYrKVYJ3nJg,Grace Hospice,4.5,21,Hospice,"1015 N 4th Ave Suite 206, Minneapolis, MN 55405, United States","XPJ4+HX Minneapolis, Minnesota, USA",http://www.gracecaring.org/,+1 612-238-0034,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HMAu0q8Sw4zIn-50NKc-NA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.48041&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-09-18T00:21:49.494Z,,,
https://www.google.com/maps/place/Fairview+Home+Care+and+Hospice/data=!4m7!3m6!1s0x52b32d34402b9921:0xbea9b788fdb2d2fa!8m2!3d44.9577865!4d-93.2350997!16s%2Fg%2F1tdbwdbb!19sChIJIZkrQDQts1IR-tKy_Yi3qb4,Fairview Home Care and Hospice,3.8,16,Hospice,"2450 26th Ave S, Minneapolis, MN 55406, United States","XQ57+4X Minneapolis, Minnesota, USA",https://www.accentcare.com/fairview/,+1 612-721-2491,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=otNZp-a06gu9lDFQ0pp5Xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.13974&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-09-18T00:21:54.342Z,,,
https://www.google.com/maps/place/Allina+Health+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x52b32d8d5b606a6d:0xaeb02f4db8e764ad!8m2!3d44.9493382!4d-93.2607585!16s%2Fg%2F11gr1kydcw!19sChIJbWpgW40ts1IRrWTnuE0vsK4,Allina Health Hospice & Palliative Care,2.7,22,Hospice,"2925 Chicago Ave, Minneapolis, MN 55407, United States","WPXQ+PM Minneapolis, Minnesota, USA",https://account.allinahealth.org/servicelines/878?utm_source=gmb&utm_medium=organic&utm_content=web-url&utm_campaign=gmb_website&utm_term=Allina-Health-Hospice-Palliative-Care,+1 612-262-2200,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DagA91WU-zhJ5wx9HfLKYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.49057&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-09-18T00:21:59.331Z,,,
https://www.google.com/maps/place/Brighton+Hospice+-+MN/data=!4m7!3m6!1s0x52b334bd00000001:0x107b59b6f508f7dc!8m2!3d44.9435891!4d-93.3380317!16s%2Fg%2F11c1xhx2f3!19sChIJAQAAAL00s1IR3PcI9bZZexA,Brighton Hospice - MN,4.8,81,Hospice,"4500 Park Glen Rd #475, St Louis Park, MN 55416, United States","WMV6+CQ St Louis Park, Minnesota, USA",http://brightonhospice.com/,+1 952-856-2212,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP9Qxlk1dA-9caNQPQd77-ulmlNrMJLSl0Mx7qH=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-09-18T00:22:04.544Z,,,
https://www.google.com/maps/place/Our+Lady+of+Peace+Hospice+%26+Home+Health+Care/data=!4m7!3m6!1s0x87f629e2d141a1dd:0x1ec47d3c1ba5e66b!8m2!3d44.9537003!4d-93.1882436!16s%2Fg%2F11c2kfm53q!19sChIJ3aFB0eIp9ocRa-alGzx9xB4,Our Lady of Peace Hospice & Home Health Care,4.8,69,Hospice,"2076 St Anthony Ave, St Paul, MN 55104, United States","XR36+FP St Paul, Minnesota, USA",https://ourladyofpeacemn.org/?utm_source=google&utm_medium=gmb,+1 651-789-5031,,https://lh3.googleusercontent.com/p/AF1QipPvRZbDXEAKxw0d7honpSbSHvt9O_GL4UI5ogI=w408-h327-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-09-18T00:22:09.607Z,,,
https://www.google.com/maps/place/Hennepin+Healthcare+Hospice/data=!4m7!3m6!1s0x52b33577e6ec31d1:0x5520447c36484f1d!8m2!3d44.9960456!4d-93.2314679!16s%2Fg%2F1tdfmxz9!19sChIJ0THs5nc1s1IRHU9INnxEIFU,Hennepin Healthcare Hospice,,,Hospice,"2000 Summer St NE UNIT 100, Minneapolis, MN 55413, United States","XQW9+CC Minneapolis, Minnesota, USA",http://www.hospiceofthetwincities.com/,+1 763-531-2424,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XMbuLQ1sMsEY5YTGaHjHQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=25.553637&pitch=0&thumbfov=100,false,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-09-18T00:22:14.665Z,,,
https://www.google.com/maps/place/Minnesota+Hospice+Organization/data=!4m7!3m6!1s0x52b32d391fa06113:0xdf7ae0f54a69a5bb!8m2!3d44.9671446!4d-93.2369831!16s%2Fg%2F1tklq5vd!19sChIJE2GgHzkts1IRu6VpSvXget8,Minnesota Hospice Organization,,,Hospice,"2450 Riverside Ave, Minneapolis, MN 55454, United States","XQ87+V6 Minneapolis, Minnesota, USA",,+1 612-337-4217,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A7MyKrNAAKONElMlFSG9rw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=240.35863&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-09-18T00:22:17.433Z,,,
https://www.google.com/maps/place/Intrepid+USA+Hospice/data=!4m7!3m6!1s0x52b32d4253269b4b:0x32e9bd00e816e37e!8m2!3d45.0010524!4d-93.2124299!16s%2Fg%2F11h2__w2bk!19sChIJS5smU0Its1IRfuMW6AC96TI,Intrepid USA Hospice,5.0,3,Hospice,"3433 Broadway St NE Ste. 240B, Minneapolis, MN 55413, United States","2Q2Q+C2 Minneapolis, Minnesota, USA",,+1 651-633-6404,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nTAgX2Nn3plVqEvIQl_w_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.73387&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-09-18T00:22:22.323Z,,,
https://www.google.com/maps/place/Superior+Hospice/data=!4m7!3m6!1s0x52b335e5d762d14f:0x5408ac751172c9fa!8m2!3d44.9875967!4d-93.3894887!16s%2Fg%2F11y3d7n_67!19sChIJT9Fi1-U1s1IR-slyEXWsCFQ,Superior Hospice,5.0,21,Hospice,"800 Boone Ave N Suite #194, Minneapolis, MN 55427, United States","XJQ6+26 Minneapolis, Minnesota, USA",https://superiorhospice.net/,+1 763-277-8777,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrjIU8VyX5c1QG9OkDDTu3ggXN_Vp0qJDjNv8ntoYatF8B7QslKhInOpSqdeRwMgyr-QYED-COKUpWiUycIERBangoXCOfStZZBqR7q4nHL8-9dCVIw0beyNAIZK8c_PSAZwnU=w408-h257-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-09-18T00:22:27.357Z,,,
