placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/All+Plumbing+Services+of+the+Triad/data=!4m7!3m6!1s0x88531bd804de5331:0xcc3316973c52e811!8m2!3d36.0687015!4d-79.8635022!16s%2Fg%2F11fj34wrj6!19sChIJMVPeBNgbU4gREehSPJcWM8w,All Plumbing Services of the Triad,4.9,280,Plumber,"8 Dundas Cir Ste J & K, Greensboro, NC 27407, United States","349P+FH Greensboro, North Carolina, USA",http://allplumbingservicesofthetriad.com/,+1 336-671-0996,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipMpHbdbXFl_ivetiE4uieJQtf3lNxz6xkeFnWfx=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-11T05:24:55.786Z,,,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x885305273d15c6f1:0xfe4fbc94f66b9838!8m2!3d36.0550888!4d-79.944514!16s%2Fg%2F1thxwxzm!19sChIJ8cYVPScFU4gROJhr9pS8T_4,Roto-Rooter Plumbing & Water Cleanup,4.8,1328,Plumber,"4248 Piedmont Pkwy, Greensboro, NC 27410, United States","3344+25 Greensboro, North Carolina, USA",https://www.rotorooter.com/greensboro/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 743-229-3544,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipNL7H2NkdRvxEqv90TnvF-1mGUq018sET4TEE0D=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-11T05:25:02.119Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Master+Plumbers+Heating+%26+Cooling/data=!4m7!3m6!1s0x88531ba260cf2edb:0x90d8cb7e30aa4ceb!8m2!3d36.057023!4d-79.943781!16s%2Fg%2F1tmz7mvn!19sChIJ2y7PYKIbU4gR60yqMH7L2JA,Master Plumbers Heating & Cooling,4.5,830,Plumber,"4210 Beechwood Dr, Greensboro, NC 27410, United States","3344+RF Greensboro, North Carolina, USA",https://www.masterplumbersofnc.com/?utm_source=gmb&utm_medium=organic,+1 336-676-5544,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsj6fv-ITBkDLbXQUTGMu2u_2qKlse7oeMibzfPMr_gaSdo03VV2SAuf8YogQn7gWFeziKq14FXlxj7-D0uMg_kvSaq-aRlkl5d0WCZlNcgOD-pPQLdA-DUclOHthjTrzAGBMPQw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-11T05:25:07.101Z,,,,
"https://www.google.com/maps/place/Go+Green+Plumbing,+Heating,+Air+%26+Electrical/data=!4m7!3m6!1s0x88531a989cdfe52d:0x9c6e50d6052ce7a3!8m2!3d36.0670166!4d-79.8640581!16s%2Fg%2F11b808sh0h!19sChIJLeXfnJgaU4gRo-csBdZQbpw","Go Green Plumbing, Heating, Air & Electrical",4.8,4249,Plumber,"300 Pomona Dr, Greensboro, NC 27407, United States","348P+R9 Greensboro, North Carolina, USA",https://www.gogreenplumb.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb,+1 336-936-5420,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipNExRkKjRR9htVe9VaI8mgfzEAfY6zFdMyeviHB=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-11T05:25:12.053Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Michael+%26+Son+Services/data=!4m7!3m6!1s0x88530540e7a0ba01:0x84f055caf3181277!8m2!3d36.0858696!4d-79.928627!16s%2Fg%2F11tgdcpyfj!19sChIJAbqg50AFU4gRdxIY88pV8IQ,Michael & Son Services,4.9,1302,Heating contractor,"7341 W Friendly Ave, Greensboro, NC 27410, United States","33PC+8G Greensboro, North Carolina, USA",https://michaelandson.com/greensboro?utm_source=%20GMBlistingGreensboro&utm_medium=referral,+1 336-278-1258,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipMtt_lOGkagtUnkdso8Pja5Gj0C3uj8m6wBMu4J=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-11T05:25:16.972Z,,,,
https://www.google.com/maps/place/The+Plumbing+%26+Air+Service+Co./data=!4m7!3m6!1s0x88531eac50981d35:0x370bf1c422aa1fc8!8m2!3d36.0924452!4d-79.8219322!16s%2Fg%2F11g6qmf400!19sChIJNR2YUKweU4gRyB-qIsTxCzc,The Plumbing & Air Service Co.,4.7,522,Plumber,"717 Green Valley Rd Suite 200-PMB 178, Greensboro, NC 27408, United States","35RH+X6 Greensboro, North Carolina, USA",https://www.plumbingserviceco.com/,+1 336-502-8540,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipNrEuP7-bzuLp1Sbca3pmD0y2OWtTYWbYhh5RoH=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-11T05:25:22.020Z,,,,
https://www.google.com/maps/place/Adam%27s+Plumbing+%26+Drain+Cleaning/data=!4m7!3m6!1s0xae53de9e8d00ee09:0xd53f4b54129ce103!8m2!3d36.0845854!4d-79.9983986!16s%2Fg%2F11whmtv1tt!19sChIJCe4AjZ7eU64RA-GcElRLP9U,Adam's Plumbing & Drain Cleaning,5.0,65,Plumber,,,,+1 336-420-2603,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipN5dSNp9_IvKZkUdpoBQiapDgiMN77sH8ZzE1gi=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-11T05:25:26.801Z,,,,
"https://www.google.com/maps/place/Affordable+Plumbing,+Heating+%26+Air/data=!4m7!3m6!1s0x88531befd4cc0bdb:0x7e1dd8393de212f3!8m2!3d36.0656311!4d-79.8492491!16s%2Fg%2F1tf7hcbd!19sChIJ2wvM1O8bU4gR8xLiPTnYHX4","Affordable Plumbing, Heating & Air",4.5,74,Plumber,"4206 United St, Greensboro, NC 27407, United States","3582+78 Greensboro, North Carolina, USA",https://affordableplumbingonline.com/,+1 336-299-9700,"Closed ⋅ Opens 8 am

Veterans Day might affect these hours",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ttey-DzSa0vcYC-cef94gw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.968216&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,8 am–8 pm,"https://www.google.com/maps/search/plumbing++services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-11T05:25:31.527Z,,,,
"https://www.google.com/maps/place/Williams+Plumbing+%26+Heating,+Inc./data=!4m7!3m6!1s0x88531934485f913d:0x48d7bdfa9eaca73b!8m2!3d36.074175!4d-79.9354337!16s%2Fg%2F1tkbyy37!19sChIJPZFfSDQZU4gRO6esnvq910g","Williams Plumbing & Heating, Inc.",4.7,270,HVAC contractor,"6375 Burnt Poplar Rd, Greensboro, NC 27409, United States","33F7+MR Greensboro, North Carolina, USA",http://www.williamspha.com/,+1 336-275-1328,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipOsBgquVr-a_veRgIp__InvsNkhd-9MjX69QeI5=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-11T05:25:36.308Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/HD+plumbing+and+construction/data=!4m7!3m6!1s0x85aaf140073e3311:0x9553d9695b75e5bd!8m2!3d30.449248!4d-85.540782!16s%2Fg%2F11t07382nq!19sChIJETM-B0DxqoURveV1W2nZU5U,HD plumbing and construction,4.9,72,Plumber,,,https://www.hdplumbingandconstruction.com/,+1 850-708-2529,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMCYSnKuoUZHgshn0VTHysrrP4tSohNoYZ01RDz=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-11-11T05:25:41.296Z,,,,
