placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Novii+CPA/data=!4m7!3m6!1s0x88065369a5a8be8b:0x352dd5c5262fdda5!8m2!3d43.0812442!4d-89.3742167!16s%2Fg%2F11kqdcr6kp!19sChIJi76opWlTBogRpd0vJsXVLTU,Novii CPA,5.0,14,Certified public accountant,"821 E Washington Ave #200, Madison, WI 53703, United States","3JJG+F8 Madison, Wisconsin, USA",http://www.noviicpa.com/,+1 608-481-8160,"Closed ⋅ Opens 8 am Mon

Updated by this business 2 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPkI35RWOE6YP3kqmZZ3yxm3HkBN-W5jitlxE9g=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-10-19T15:53:29.304Z,,
https://www.google.com/maps/place/Berndt+CPA+LLC/data=!4m7!3m6!1s0x8807ad45bde9584d:0x149135b4145bee08!8m2!3d43.0481287!4d-89.4787388!16s%2Fg%2F1tcvvffc!19sChIJTVjpvUWtB4gRCO5bFLQ1kRQ,Berndt CPA LLC,4.8,86,Certified public accountant,"34 Schroeder Ct Ste 200, Madison, WI 53711, United States","2GXC+7G Madison, Wisconsin, USA",http://www.berndtcpa.com/,+1 608-274-7473,"Closed ⋅ Opens 8 am Mon

Updated by this business 2 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMGRpUsQ_fOT1PT_CUlV6hTdzdPvhfD4Drg_OW9=w408-h283-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-10-19T15:53:34.025Z,,
https://www.google.com/maps/place/Wegner+CPAs/data=!4m7!3m6!1s0x8807ad418d8f22cf:0x66d4977cd74276e!8m2!3d43.0326711!4d-89.4276491!16s%2Fg%2F1th1d943!19sChIJzyKPjUGtB4gRbid0zXdJbQY,Wegner CPAs,4.4,24,Certified public accountant,"2921 Landmark Pl Suite 300, Madison, WI 53713, United States","2HMC+3W Madison, Wisconsin, USA",https://www.wegnercpas.com/,+1 608-274-4020,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNtBLCB5SO-8FrHIk24y17Hjpc0pmLB6BkH2Lp7=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-10-19T15:53:38.842Z,,
https://www.google.com/maps/place/Defense+Tax+Attorneys+-+Madison/data=!4m7!3m6!1s0x880653f60cae8f29:0x9a16b015cc1be93f!8m2!3d43.0806564!4d-89.378367!16s%2Fg%2F11lzz72fk6!19sChIJKY-uDPZTBogRP-kbzBWwFpo,Defense Tax Attorneys - Madison,5.0,31,Tax preparation service,"656 E Mifflin St, Madison, WI 53703, United States","3JJC+7M Madison, Wisconsin, USA",https://partnerstg.com/tax-attorney-madison-wi/,+1 608-471-7529,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nkb0-JcASMHBXEV-3om39Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.87006&pitch=0&thumbfov=100,true,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-10-19T15:53:43.179Z,,
https://www.google.com/maps/place/Capitol+Tax+%26+Accounting+Group/data=!4m7!3m6!1s0x88070065bb300001:0x7a374b8572b5ab13!8m2!3d43.068076!4d-89.3977939!16s%2Fg%2F11v0by5zwk!19sChIJAQAwu2UAB4gRE6u1coVLN3o,Capitol Tax & Accounting Group,5.0,1,Consultant,"740 Regent St #106, Madison, WI 53715, United States","3J92+6V Madison, Wisconsin, USA",https://cap-tag.com/about-us.html,+1 608-850-4706,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cxRHTef-oSqvdBaVqLh6AQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.09581&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-10-19T15:53:45.403Z,,
https://www.google.com/maps/place/Exact+Accounting+%26+Financial+Services/data=!4m7!3m6!1s0x880653b683230c13:0x644cdf5ddd8eb65f!8m2!3d43.0914676!4d-89.3553838!16s%2Fg%2F11h3ld_2gy!19sChIJEwwjg7ZTBogRX7aO3V3fTGQ,Exact Accounting & Financial Services,3.4,15,Accountant,"1949 Winnebago St, Madison, WI 53704, United States","3JRV+HR Madison, Wisconsin, USA",http://www.exactafs.com/,+1 608-249-2716,"Closed ⋅ Opens 9 am Mon

Updated by phone call 1 week ago",,https://lh3.googleusercontent.com/p/AF1QipPMwuufduF6Sg1OikQHNzEU1z3qxnJMH99QrOeY=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-10-19T15:53:49.842Z,,
https://www.google.com/maps/place/Malone+Tax+and+Accounting/data=!4m7!3m6!1s0x8806550d316d3bc5:0x985cfb7e1bd4b21c!8m2!3d43.1349419!4d-89.3723688!16s%2Fg%2F11h3fv4xgx!19sChIJxTttMQ1VBogRHLLUG377XJg,Malone Tax and Accounting,5.0,31,Tax preparation service,"1410 Northport Dr, Madison, WI 53704, United States","4JMH+X3 Madison, Wisconsin, USA",http://tommalonecpa.com/,+1 608-268-6222,Open ⋅ Closes 9 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMM29ca52Ye9zuXamqA75i9cpuNZA15_CxNCbRd=w408-h306-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,9 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-10-19T15:53:54.302Z,,
https://www.google.com/maps/place/Collins+Tax+%26+Accounting+Services+LLC/data=!4m7!3m6!1s0x8807ac2a3a4d9179:0x49418f94fafe7507!8m2!3d43.04899!4d-89.4766684!16s%2Fg%2F1thk99wp!19sChIJeZFNOiqsB4gRB3X--pSPQUk,Collins Tax & Accounting Services LLC,4.7,21,Tax preparation service,"5600 Medical Cir Ste C, Madison, WI 53719, United States","2GXF+H8 Madison, Wisconsin, USA",,+1 608-661-5503,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ef6-q-BFB4nBVZmTGOUUwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.074257&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-10-19T15:53:58.712Z,,
"https://www.google.com/maps/place/Brian+S.+Stotlar+B.A.,+CPA/data=!4m7!3m6!1s0x8807ac42d0b4922d:0x6fcda78024f2e839!8m2!3d43.0743423!4d-89.4471334!16s%2Fg%2F1thn62cr!19sChIJLZK00EKsB4gROejyJICnzW8","Brian S. Stotlar B.A., CPA",5.0,1,Accountant,"702 N Blackhawk Ave UNIT 212, Madison, WI 53705, United States","3HF3+P4 Madison, Wisconsin, USA",,+1 608-231-1322,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AyUacG_udLHTjiZXoPx7Gg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=155.12679&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-10-19T15:54:03.224Z,,
https://www.google.com/maps/place/Vesta+CPAs+%7C+Greater+Madison/data=!4m7!3m6!1s0x8807b20b904023cb:0x8879237cb4f440cb!8m2!3d43.0126826!4d-89.4579316!16s%2Fg%2F1w_vnvrx!19sChIJyyNAkAuyB4gRy0D0tHwjeYg,Vesta CPAs | Greater Madison,5.0,1,Accounting firm,"2923 Marketplace Dr Suite 200, Madison, WI 53719, United States","2G7R+3R Madison, Wisconsin, USA",http://www.vesta.cpa/,+1 608-288-8784,"Closed ⋅ Opens 8 am Mon

Updated by this business 5 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNycaDYvpIHSLnzxqRZGFZ42-Vrss8lMyO4JPzH=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+WI/@43.0721661,-89.4007501,14z",2025-10-19T15:54:07.539Z,,
