placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Northeast+Generator/data=!4m7!3m6!1s0x89e80e6c49c7140b:0x732032f575de75f0!8m2!3d41.1746501!4d-73.1975906!16s%2Fg%2F1tcws52l!19sChIJCxTHSWwO6IkR8HXedfUyIHM,Northeast Generator,4.6,130,Electric generator shop,· Kerbside pickup · Delivery,"625 John St, Bridgeport, CT 06604, United States","5RF2+VX Bridgeport, Connecticut, USA",https://northeastgenerator.com/,+1 203-336-3031,Closed · Opens 8 am Mon,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipOOajvs1KbikUGr5AjgRgFAvgeUvLx6F4umzZs=w502-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-01-10T21:24:20.019Z,,
https://www.google.com/maps/place/Infinity+Electric+LLC/data=!4m7!3m6!1s0x89e80ffb91af1be3:0xf9e547739875bb52!8m2!3d41.1543791!4d-73.2307761!16s%2Fg%2F11lm20zrck!19sChIJ4xuvkfsP6IkRUrt1mHNH5fk,Infinity Electric LLC,4.9,28,Electrician,,"646 Courtland Ave, Bridgeport, CT 06605, United States","5Q39+QM Bridgeport, Connecticut, USA",,+1 203-572-4002,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMhaBhyehePx4wzNqdNTa--1BPlEstIY2Tyy8iH=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-01-10T21:24:25.334Z,,
https://www.google.com/maps/place/Steadfast+Electrical+LLC/data=!4m7!3m6!1s0x89e80f0726e45525:0x5014bc6734e888b3!8m2!3d41.1798842!4d-73.2108321!16s%2Fg%2F11h0k1tx6z!19sChIJJVXkJgcP6IkRs4joNGe8FFA,Steadfast Electrical LLC,4.8,9,Electrical installation service,,"40 Pacific St, Bridgeport, CT 06604, United States","5QHQ+XM Bridgeport, Connecticut, USA",,+1 203-502-3492,"Closes soon · 4:30 pm · Opens 7 am Mon

Confirmed by this business 3 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPnnUQttkBifJHxwEdiiQr88vDWyF9us1ffrgw=w408-h272-k-no,true,8:30 am–4:30 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-01-10T21:24:30.732Z,,
https://www.google.com/maps/place/Kay+Generator+Company/data=!4m7!3m6!1s0x89e80c4b68d961a1:0xab632f185baf8b37!8m2!3d41.1860106!4d-73.1537657!16s%2Fg%2F113gnv4vz!19sChIJoWHZaEsM6IkRN4uvWxgvY6s,Kay Generator Company,4.7,46,Electric generator shop,· Delivery,"135 Bruce Ave, Stratford, CT 06615, United States","5RPW+CF Stratford, Connecticut, USA",http://kayelectricllc.com/,+1 203-572-0055,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNNUs_Tf0wEupA5F-r5k8NQxKFfoRRIXspJS8kT=w408-h272-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-01-10T21:24:35.569Z,,
https://www.google.com/maps/place/A-C+Electrical+Contractors+LLC/data=!4m7!3m6!1s0x89e80ec54f95eb2d:0x6e0f1f36ef198456!8m2!3d41.2225779!4d-73.2168843!16s%2Fg%2F11b6q1pkmm!19sChIJLeuVT8UO6IkRVoQZ7zYfD24,A-C Electrical Contractors LLC,4.9,41,Electrician,,"90 Oliver St, Bridgeport, CT 06606, United States","6QFM+26 Bridgeport, Connecticut, USA",https://acelectricalcontractor.com/,+1 203-257-9691,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipP9ppU4NrUBeUCpjrCn0u5ObJzfaDe5OSyZlEpo=w408-h284-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-01-10T21:24:40.357Z,,
https://www.google.com/maps/place/Liberty+Auto+%26+Electric+Co/data=!4m7!3m6!1s0x89e80e8e65a7da4b:0xcf08afd0a1c89a27!8m2!3d41.1991874!4d-73.1988223!16s%2Fg%2F1tdkc2v6!19sChIJS9qnZY4O6IkRJ5rIodCvCM8,Liberty Auto & Electric Co,5.0,2,Electrician,,"38 Gurdon St, Bridgeport, CT 06606, United States","5RX2+MF Bridgeport, Connecticut, USA",https://www.libertyautoandelectric.com/,+1 203-333-4112,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HRDHuDdo6a-HbERmiuo-wA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.501495&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-01-10T21:24:45.061Z,,
https://www.google.com/maps/place/Lumina+Electrical+Power+Bridgeport/data=!4m7!3m6!1s0x89e80ddcb83af91b:0xa65eb1a37c8b0281!8m2!3d41.1716391!4d-73.1682707!16s%2Fg%2F1th0zd47!19sChIJG_k6uNwN6IkRgQKLfKOxXqY,Lumina Electrical Power Bridgeport,,,Electrician,,"254 Jefferson St, Bridgeport, CT 06607, United States","5RCJ+MM Bridgeport, Connecticut, USA",,+1 203-242-7225,Open · Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2Gfab8b48ogpetMm9ka3Gw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.56576&pitch=0&thumbfov=100,true,9 am–6 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-01-10T21:24:49.819Z,,
https://www.google.com/maps/place/Kostantino+Electric/data=!4m7!3m6!1s0x89e80f0e355fd7b7:0x858f2175040d8522!8m2!3d41.2066689!4d-73.2437964!16s%2Fg%2F1tks7bkw!19sChIJt9dfNQ4P6IkRIoUNBHUhj4U,Kostantino Electric,4.9,52,Electrician,,"2024 Stratfield Rd, Fairfield, CT 06825, United States","6Q44+MF Fairfield, Connecticut, USA",http://www.kostantinoelectric.com/,+1 203-395-5099,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOB2smPgsx9WDIaWDLYC06uUEHsgfLJ07_ohm-6=w638-h240-k-no,true,7 am–3 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-01-10T21:24:55.002Z,,
https://www.google.com/maps/place/Kay+Electric+Company/data=!4m7!3m6!1s0x89e80d77211f7cbd:0xdd2bad8f66eb0d4d!8m2!3d41.1860243!4d-73.1537575!16s%2Fg%2F11fszzx8f6!19sChIJvXwfIXcN6IkRTQ3rZo-tK90,Kay Electric Company,5.0,1,Electrician,,"135 Bruce Ave, Stratford, CT 06615, United States","5RPW+CF Stratford, Connecticut, USA",,+1 203-572-0055,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Rz38Jcf0utWD6ThZU-g5RQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.90027&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-01-10T21:24:57.838Z,,
https://www.google.com/maps/place/Reliable+Electrical+Solutions/data=!4m7!3m6!1s0x89e80e6a97a5a1a7:0x1cdb8f61bc517fc6!8m2!3d41.172569!4d-73.210223!16s%2Fg%2F11v0byhxn5!19sChIJp6Gll2oO6IkRxn9RvGGP2xw,Reliable Electrical Solutions,5.0,1,Contractor,,"1407 Fairfield Ave, Bridgeport, CT 06605, United States","5QFQ+2W Bridgeport, Connecticut, USA",,+1 203-204-8753,Open · Closes 12 am,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Aslb5JfIGQQIjekPx8norQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.3423&pitch=0&thumbfov=100,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bridgeport+CT/@41.17989,-73.1923287,14z",2026-01-10T21:25:02.564Z,,
