placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,isBlackOwned,attributes,error
"https://www.google.com/maps/place/Washington+Pool+Services/@38.9097057,-77.0653565,14z/data=!4m6!3m5!1s0x89b7b6490a19ffb7:0x5837668e1d868253!8m2!3d38.9066913!4d-77.0639695!16s%2Fg%2F1tdjxxkg",Washington Pool Services,,,Swimming pool repair service,"3220 N St NW # 272, Washington, DC 20007, United States","WW4P+MC Washington, District of Columbia, USA",,+1 202-412-4960,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A_3pWT4kWsobVWo4soxthQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.46544&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pool+services+businesses+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-10-27T17:39:14.808Z,,,,,,,,,,,
https://www.google.com/maps/place/Washington+DC+Pool+Service/data=!4m7!3m6!1s0x89b7c7d87ce3e169:0xa3dcb8c91f6322b1!8m2!3d38.8937545!4d-77.014576!16s%2Fg%2F11q1pfg6bg!19sChIJaeHjfNjHt4kRsSJjH8m43KM,Washington DC Pool Service,5.0,6,Pool cleaning service,,,http://poolservicewashingtondc.com/,+1 202-937-5129,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMZYI2KcyU3bk9ug2VvC-Afg_bMg2J01IGdguUW=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-10-27T17:39:37.629Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–3 pm,Closed,,,,
https://www.google.com/maps/place/A+Pool+Services/data=!4m7!3m6!1s0x484c6c95b7eae0bd:0xfe57c238ab9acc85!8m2!3d38.782988!4d-76.9551435!16s%2Fg%2F11smp8l039!19sChIJveDqt5VsTEgRhcyaqzjCV_4,A Pool Services,4.9,36,Swimming pool contractor,,,http://apoolservices.com/,+1 571-458-8277,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNfib-bmungYV6SkL6FqoS2EVgewlU2epCYz7Mj=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-10-27T17:39:42.340Z,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,Closed,,,,
"https://www.google.com/maps/place/Sunset+Pool+Management,+Inc./data=!4m7!3m6!1s0x89b7b478c3e53179:0xe4e2ce44b0bddf52!8m2!3d38.8810094!4d-77.0900685!16s%2Fg%2F1tcw91xs!19sChIJeTHlw3i0t4kRUt-9sETO4uQ","Sunset Pool Management, Inc.",3.7,74,Swimming pool contractor,"2701 N Pershing Dr, Arlington, VA 22201, United States","VWJ5+CX Arlington, Virginia, USA",http://www.sunsetpool.org/,+1 202-524-6200,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOxaIpq5HcOix2ZuhCjVYR7mD9oh8QiZKGrHsIP=w408-h271-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-10-27T17:39:47.332Z,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,Closed,,,,
https://www.google.com/maps/place/Top+Line+Pool+Services+Inc/data=!4m7!3m6!1s0x89b7a5414b03903f:0x82d7c915fc121fbe!8m2!3d38.7416972!4d-76.9927024!16s%2Fg%2F1vfp92qy!19sChIJP5ADS0Glt4kRvh8S_BXJ14I,Top Line Pool Services Inc,4.9,30,Swimming pool supply store,"10903 MD-210 # 311, Fort Washington, MD 20744, United States","P2R4+MW Fort Washington, Maryland, USA",http://www.toplinepools.com/contact.asp,+1 301-203-0424,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwAoyWDU-M0tZrfsbSCw-OW97AkDU8VWFJ3W2-VYElsgK_s3kYMNak_GX_5cLzKpI7S4C-zHZXd-bIVPrP5TabaNxUk0P5vfPMiVMYj1QC5hN4chEWW3FirLVSphlkWWRrnSAw6jA=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-10-27T17:39:52.347Z,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,9 am–1 pm,Closed,,,,
https://www.google.com/maps/place/High+Sierra+Pools/data=!4m7!3m6!1s0x89b7b6b886d79891:0xfde7cf85e65f006b!8m2!3d38.8626351!4d-77.0862317!16s%2Fg%2F1tlvqf1f!19sChIJkZjXhri2t4kRawBf5oXP5_0,High Sierra Pools,4.2,278,Swimming pool contractor,"2704 Columbia Pike, Arlington, VA 22204, United States","VW77+3G Arlington, Virginia, USA",http://www.highsierrapools.com/,+1 703-920-1750,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPAMMfH3hEBKr52TjconAKMIhocqApzNzbpiCZ2=w408-h272-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-10-27T17:39:57.611Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,Closed,,,,
https://www.google.com/maps/place/DC+PRO+Pool+Service/data=!4m7!3m6!1s0x89b6376a88d7984f:0xc45f430afa3e1754!8m2!3d39.040997!4d-77.352644!16s%2Fg%2F11kgkzmy8f!19sChIJT5jXiGo3tokRVBc--gpDX8Q,DC PRO Pool Service,5.0,28,Swimming pool repair service,"20747 Breezy Point Terrace, Sterling, VA 20165, United States","2JRW+9W Sterling, Virginia, USA",http://dcpropoolservice.com/,+1 703-609-0688,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzkPvkFUoQUcYi7gjBtpajTCk6IsYRmvDJqb1EJ9BUgQYJK8usOMoFJoZxwerJ7H9HYulXvjnV1Ths2VoZXhfoxWXht-atOpW2OGpeF5tFfWlhK-g7pGRvED9DbY5NzKw6-aC3ByQ=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-10-27T17:40:02.660Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–4 pm,Closed,,,,
https://www.google.com/maps/place/A1+Masonry+Contractors/data=!4m7!3m6!1s0x89b7b79cf2bf6a25:0xba6f3d2ff90bd58!8m2!3d38.9015703!4d-77.0413129!16s%2Fg%2F11rtqdx72f!19sChIJJWq_8py3t4kRWL2Q_9Lzpgs,A1 Masonry Contractors,4.9,138,Masonry contractor,"1775 I St NW suite 1150, Washington, DC 20006, United States","WX25+JF Washington, District of Columbia, USA",https://www.a1masonrycontractors.com/?utm_source=GMB&utm_medium=gmb_website&utm_campaign=GMB,+1 202-855-3245,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipM1dj3mQysxrEh-5kBuGpw397mga-x8MxL7XXjp=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-10-27T17:40:07.716Z,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,,,,
https://www.google.com/maps/place/DC+Infinity+Pools+LLC/data=!4m7!3m6!1s0x89b7b3b20e91eb93:0xd5042eeeccb1099c!8m2!3d38.9143547!4d-77.231231!16s%2Fg%2F11g0k0twf4!19sChIJk-uRDrKzt4kRnAmxzO4uBNU,DC Infinity Pools LLC,5.0,27,Swimming pool repair service,"8300 Old Courthouse Rd Suite 230, Vienna, VA 22182, United States","WQ79+PG Vienna, Virginia, USA",https://www.dcinfinitypools.com/,+1 240-899-8700,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMUlEr5cUaYiMt0CQCzTrTzqgWHUhKDCwi5gJqr=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-10-27T17:40:12.609Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,,,,
https://www.google.com/maps/place/Washington+Hilton/data=!4m10!3m9!1s0x89b7b7c5695815a5:0xb6c0dfbd050cfc75!5m2!4m1!1i2!8m2!3d38.9165712!4d-77.0454106!16s%2Fm%2F02rqgrq!19sChIJpRVYacW3t4kRdfwMBb3fwLY,Washington Hilton,4.0,5161,,"1919 Connecticut Ave NW, Washington, DC 20009, United States","WX83+JR Washington, District of Columbia, USA",https://www.hilton.com/en/hotels/dcawhhh-washington-hilton/?SEO_id=GMB-AMER-HH-DCAWHHH&y_source=1_MTIyMDgxNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 202-483-3000,,https://lh3.googleusercontent.com/p/AF1QipNyFUl_cxdZ6iKJa3WxARv2-bknGu3fM7FHJCw8=w408-h271-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-10-27T17:40:16.273Z,,,,,,,,,,,
