placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/Florida+Vein+Care+Specialists+-+Daytona+Beach/data=!4m7!3m6!1s0x88e6dbccca1e9411:0xb54f8495d7cb8962!8m2!3d29.209699!4d-81.0194898!16s%2Fg%2F11lymqvgsb!19sChIJEZQeyszb5ogRYonL15WET7U,Florida Vein Care Specialists - Daytona Beach,5.0,1,Medical clinic,"131 Magnolia Ave, Daytona Beach, FL 32114, United States","6X5J+V6 Daytona Beach, Florida, USA",https://vein321.com/daytona-beach-varicose-vein-spider-vein-treatment/?utm_campaign=gmb,+1 321-291-2061,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L1PCki3Bap4yhdbnrU8y4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.95026&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-12-16T21:58:31.221Z,,,,
https://www.google.com/maps/place/UF+Health+Vein+Center+-+Halifax+Health/data=!4m7!3m6!1s0x88e6d91a59f6686b:0x28c92e67d04925f7!8m2!3d29.2017443!4d-81.0540755!16s%2Fg%2F11qqq_g1v8!19sChIJa2j2WRrZ5ogR9yVJ0GcuySg,UF Health Vein Center - Halifax Health,5.0,1,Medical clinic,"311 N Clyde Morris Blvd #100, Daytona Beach, FL 32114, United States","6W2W+M9 Daytona Beach, Florida, USA",https://ufhealth.org/locations/uf-health-vein-center-halifax?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 386-241-1040,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMB3yT63vkQGrnF2Y7v61mXhi5WT2HMIPssl7J5=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-12-16T21:58:36.181Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Vascular+Center/data=!4m7!3m6!1s0x88e6dea76eb70bb7:0x1440b73c6cab43ba!8m2!3d29.240301!4d-81.0914279!16s%2Fg%2F1tdb9nmn!19sChIJtwu3bqfe5ogRukOrbDy3QBQ,Vascular Center,4.0,7,Dialysis center,"1873 N Clyde Morris Blvd, Daytona Beach, FL 32117, United States","6WR5+4C Daytona Beach, Florida, USA",https://www.daytonavascular.com/,+1 386-274-4244,,https://lh3.googleusercontent.com/p/AF1QipPJgzU9KU6ArNKtBfypxOu-gRQyOW0ueQ8aztZd=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-12-16T21:58:39.516Z,,,,
https://www.google.com/maps/place/A+Fresh+New+Me/data=!4m7!3m6!1s0x88e6d970265a44f3:0x1c9f8082575b1eee!8m2!3d29.1936559!4d-81.0690094!16s%2Fg%2F11h92cnrxm!19sChIJ80RaJnDZ5ogR7h5bV4KAnxw,A Fresh New Me,4.9,605,Medical spa,"1808 W International Speedway Blvd, Daytona Beach, FL 32114, United States","5WVJ+F9 Daytona Beach, Florida, USA",http://www.afreshnewme.com/,+1 386-333-9978,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3_KsYA49zjWDG67l7RVU9Sjwik_qHoTk6S8yAcQx7q1vKacmvUVa7dHWlriGOW_O4oFCCqs6nbtOJ6g7z4Fl8P6j-ZNQmdW1Coh9-RiWnHjRW1O4UZVjFAceA-o-LTTpkrd3B=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-12-16T21:58:44.243Z,,,,
https://www.google.com/maps/place/Upperline+Health+Daytona+Beach/data=!4m7!3m6!1s0x88e6dc0e3ce4ed37:0xb24499d9dc2b7bf6!8m2!3d29.2286494!4d-81.0855806!16s%2Fg%2F1hc492r82!19sChIJN-3kPA7c5ogR9nsr3NmZRLI,Upperline Health Daytona Beach,4.7,627,Podiatrist,"1890 LPGA Blvd #250, Daytona Beach, FL 32117, United States","6WH7+FQ Daytona Beach, Florida, USA",https://upperlinehealth.com/location/daytona-beach/?utm_source=gmb&utm_medium=organic&utm_campaign=2024,+1 386-260-2060,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMXhrR2cRTt-jIB6SzfzesPAJavREjeuRq_Hf8y=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-12-16T21:58:49.151Z,,,,
https://www.google.com/maps/place/UF+Health+Heart+and+Vascular+Surgery+at+Halifax+Health/data=!4m7!3m6!1s0x88e6d96165ae3897:0x73190cc8e23519dc!8m2!3d29.2027069!4d-81.0543267!16s%2Fg%2F11f6dr0w3b!19sChIJlziuZWHZ5ogR3Bk14sgMGXM,UF Health Heart and Vascular Surgery at Halifax Health,3.5,8,Surgical center,"311 N Clyde Morris Blvd #100, Daytona Beach, FL 32114, United States","6W3W+37 Daytona Beach, Florida, USA",http://425vasc.com/,+1 386-241-1040,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNBZ8ngOM3ojfx2902xOBi3dPoez_5GTTTbSv7o=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-12-16T21:58:54.171Z,,,,
https://www.google.com/maps/place/Suncoast+Vein+%26+Vascular+Clinic/data=!4m7!3m6!1s0x88e6dc8a1a6cf921:0xc789eca178dd7992!8m2!3d29.260778!4d-81.092656!16s%2Fg%2F1tdq6v8m!19sChIJIflsGorc5ogRknndeKHsicc,Suncoast Vein & Vascular Clinic,4.2,5,Surgical center,"325 Clyde Morris Blvd, Ormond Beach, FL 32174, United States","7W64+8W Ormond Beach, Florida, USA",https://www.suncoastvein.com/,+1 386-304-1811,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B5X7gcWoR5LukpgJ2HmXNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.864805&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-12-16T21:58:59.111Z,,,,
https://www.google.com/maps/place/IVX+Health+Infusion+Center/data=!4m7!3m6!1s0x88e6dfbedd026c91:0x2f2235fa3d782cf7!8m2!3d29.1855583!4d-81.0779469!16s%2Fg%2F11rn462wfh!19sChIJkWwC3b7f5ogR9yx4Pfo1Ii8,IVX Health Infusion Center,5.0,113,Medical clinic,"2262 W International Speedway Blvd, Daytona Beach, FL 32114, United States","5WPC+6R Daytona Beach, Florida, USA",https://ivxhealth.com/locations/florida/daytona/daytona-beach?utm_source=gmb&utm_medium=yext,+1 386-261-8022,"Open · Closes 7 pm

Confirmed by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMzI7OVLuyPGrO3giLjLBpUVgS99f1H61wYQ7LI=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-12-16T21:59:04.498Z,,,,
https://www.google.com/maps/place/Felipe+Cadavid/data=!4m7!3m6!1s0x88e6d95d4fba557b:0xa2be1ace334fdd28!8m2!3d29.2001868!4d-81.054194!16s%2Fg%2F11ss_4t124!19sChIJe1W6T13Z5ogRKN1PM84avqI,Felipe Cadavid,5.0,2,Vascular surgeon,"HALIFAX HEALTH, 303 N Clyde Morris Blvd, Daytona Beach, FL 321142709, United States","6W2W+38 Daytona Beach, Florida, USA",https://ufhealth.org/doctors/felipe-cadavid?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 386-241-1040,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMLmR0bFIfhYuWsMZkR_TDs3lzld8gxvU18Qr53=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-12-16T21:59:09.279Z,,,,
https://www.google.com/maps/place/Suncoast+Vein+%26+Vascular+Clinic/data=!4m7!3m6!1s0x88e727870dbdc24f:0x3c9c6597aaa7a1d4!8m2!3d29.1136341!4d-81.0231254!16s%2Fg%2F1tf5lgjx!19sChIJT8K9DYcn54gR1KGnqpdlnDw,Suncoast Vein & Vascular Clinic,4.8,22,Medical clinic,"1728 Dunlawton Ave STE 5, Port Orange, FL 32127, United States","4X7G+FP Port Orange, Florida, USA",https://www.suncoastvein.com/,+1 386-304-3404,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNPDIazrb5mk0jcqM-Vo4RK3nXnrsbQFf5IPGZA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-12-16T21:59:14.305Z,,,,
