placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Active+Renter+Property+Management/data=!4m7!3m6!1s0x872b6d5e34fefbf9:0xbca0e40c4ad7ff17!8m2!3d33.6267921!4d-112.0041835!16s%2Fg%2F1hhl4jtxv!19sChIJ-fv-NF5tK4cRF__XSgzkoLw,Active Renter Property Management,4.5,124,Property management company,"3602 E Greenway Rd Suite 105, Phoenix, AZ 85032, United States","JXGW+P8 Phoenix, Arizona, USA",http://www.activerenter.com/,+1 602-635-1063,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MmgSYTAXkt7SnHO9JMrtPQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=198.06082&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-25T19:16:49.403Z,,,
https://www.google.com/maps/place/HOAMCO+-+HOA+Management+Company/data=!4m7!3m6!1s0x872b743f66c57773:0xda4abd9b0c3c4c78!8m2!3d33.652013!4d-111.9297181!16s%2Fg%2F11b6dxqd2y!19sChIJc3fFZj90K4cReEw8DJu9Sto,HOAMCO - HOA Management Company,3.6,102,Property management company,"7010 E Chauncey Ln #120, Phoenix, AZ 85054, United States","M32C+R4 Phoenix, Arizona, USA",https://www.hoamco.com/,+1 480-994-4479,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nps01IuUZG8syMtr1A8yHEgAPQGJm4UTMOyNIX4JrBzOS0EIf7f_i4YoI77zIrXBELVwePtn2Zo5JOfbFoD5_t6nzClIbQ3K71CkhudrumKBLq857AzOuJ0Cda0tIVBw6Hk1cY=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-25T19:16:55.180Z,,,
https://www.google.com/maps/place/Northpoint+Asset+Management/data=!4m7!3m6!1s0x872b73a17e1cebd3:0x95214e34d0cafc0!8m2!3d33.594583!4d-111.9793967!16s%2Fg%2F11c2qv5d86!19sChIJ0-scfqFzK4cRwK8MTeMUUgk,Northpoint Asset Management,4.1,35,Property management company,"11811 N Tatum Blvd UNIT 3031, Phoenix, AZ 85028, United States","H2VC+R6 Phoenix, Arizona, USA",http://www.northpointam.com/service/property-management/phoenix,+1 888-655-3488,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM5QiVLofyB1m1ARm4Cw-v1Noid_WwpkUeQa5BJ=w408-h265-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-25T19:17:00.232Z,,,
https://www.google.com/maps/place/McMath+Realty+Property+Management/data=!4m7!3m6!1s0x872b730e98661239:0x855cae76b76187d4!8m2!3d33.5821283!4d-112.0074048!16s%2Fg%2F1v_w2twn!19sChIJORJmmA5zK4cR1Idht3auXIU,McMath Realty Property Management,3.7,79,Property management company,"4545 E Shea Blvd # 105, Phoenix, AZ 85028, United States","HXJV+V2 Phoenix, Arizona, USA",https://www.weldonmcmath.com/,+1 602-340-1222,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPNIdqridUX8DDd-_msCPEbIhXY--zDblntGQyC=w426-h240-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-25T19:17:06.221Z,,,
https://www.google.com/maps/place/Bryten+Real+Estate+Partners/data=!4m7!3m6!1s0x872b12a38bff3e33:0xd4482318f61974de!8m2!3d33.5873951!4d-111.9756306!16s%2Fg%2F1v5fsch7!19sChIJMz7_i6MSK4cR3nQZ9hgjSNQ,Bryten Real Estate Partners,2.9,234,Property management company,"11201 N Tatum Blvd UNIT 260, Phoenix, AZ 85028, United States","H2PF+XP Phoenix, Arizona, USA",https://www.livebryten.com/,+1 602-279-5515,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPa2iSw7jVY8RZ6JZYt7JFXOf4tBgMtIzmcGCNN=w408-h306-k-no,true,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-25T19:17:11.487Z,,,
https://www.google.com/maps/place/Time+2+Rent+LLC/data=!4m7!3m6!1s0x872b6d57f16af98f:0x4416e6ea8c59d3f3!8m2!3d33.6270503!4d-112.0250479!16s%2Fg%2F1tf5f6bn!19sChIJj_lq8VdtK4cR89NZjOrmFkQ,Time 2 Rent LLC,4.7,290,Property management company,"2625 E Greenway Pkwy Suite 270, Phoenix, AZ 85032, United States","JXGF+RX Phoenix, Arizona, USA",https://www.time2rent.com/,+1 602-944-7368,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOwkqRN46loulPz3TlJguKV73PMtI12Atzl4IBW=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,9 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-25T19:17:16.512Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/LifeStyle+Home+Management+Services/data=!4m7!3m6!1s0x872b741051bb0e0f:0xce491c21e7aad005!8m2!3d33.5851961!4d-111.9267715!16s%2Fg%2F1tp1z8nc!19sChIJDw67URB0K4cRBdCq5yEcSc4,LifeStyle Home Management Services,4.8,37,Property management company,"7131 E Mercer Ln Suite B, Scottsdale, AZ 85254, United States","H3PF+37 Scottsdale, Arizona, USA",https://lifestyle-home-management.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile&utm_content=listing,+1 480-250-1184,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNrNIX9MkAVKxdAMO4ZKwK67o0Ep9XRD9jxrXei=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-25T19:17:21.764Z,Identifies as women-owned,,
"https://www.google.com/maps/place/GoldenWest+Management,+Inc./data=!4m7!3m6!1s0x872b72f89112a13d:0x11e02896697f29e1!8m2!3d33.5433183!4d-112.0479423!16s%2Fg%2F1tvgvthj!19sChIJPaESkfhyK4cR4Sl_aZYo4BE","GoldenWest Management, Inc.",4.2,318,Property management company,"7250 N 16th St Suite 301, Phoenix, AZ 85020, United States","GXV2+8R Phoenix, Arizona, USA",https://www.goldenwestmanagement.com/,+1 602-765-4750,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPr0tPLGNC7-LgDu29btKikJ0ZQ4-heLw8wmlac=w685-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-25T19:17:27.570Z,Identifies as veteran-owned,,
"https://www.google.com/maps/place/CR+Property+Services,+Inc./data=!4m7!3m6!1s0x872b6c35eb7e4c9b:0x386f0e8cc0062001!8m2!3d33.5748883!4d-112.0177742!16s%2Fg%2F1tvtbtnb!19sChIJm0x-6zVsK4cRASAGwIwObzg","CR Property Services, Inc.",3.4,47,Property management company,"2990 E Northern Ave # E100, Phoenix, AZ 85028, United States","HXFJ+XV Phoenix, Arizona, USA",http://www.crpropertyservices.com/,+1 602-765-7575,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMTJZ_m64jQM0kt5v4RNX5bYdO9NsVuoJHomPsG=w408-h611-k-no,true,9 am–5 pm,9 am–4:30 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-25T19:17:32.771Z,,,
https://www.google.com/maps/place/Real+Property+Management+Exclusive/data=!4m7!3m6!1s0x872b75c6bfce7955:0x90eafe73b489e240!8m2!3d33.6262506!4d-111.9422351!16s%2Fg%2F11txpmtyxs!19sChIJVXnOv8Z1K4cRQOKJtHP-6pA,Real Property Management Exclusive,5.0,8,Property management company,"6424 E Greenway Pkwy, Scottsdale, AZ 85254, United States","J3G5+G4 Scottsdale, Arizona, USA",https://www.rpm-exclusive.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 480-716-7899,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rtSAzCWNqX9lIlHjp0ejrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.05205&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-25T19:17:38.110Z,,,
