placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Twin+Bros+Lawn+Care+%26+Landscaping+LLC/data=!4m7!3m6!1s0x966b1b341ffe2dd:0x490cf7b662bdd9b5!8m2!3d38.90856!4d-94.737615!16s%2Fg%2F11w3xfvg5p!19sChIJ3eL_QbOxZgkRtdm9Yrb3DEk,Twin Bros Lawn Care & Landscaping LLC,4.9,236,Lawn care service,"12906 W 122nd St, Overland Park, KS 66213, United States","W756+CX Overland Park, Kansas, USA",https://twinbroslawncare.com/,+1 913-706-3430,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5ZExqyHj2tHO2h_fT8AvLU1laFd8MnigGPHVSh79Fh4TDkHZA4ULSVngrr-nGLrv6kCHbIRhblZKfAsaK0yyp4spew5nk-q7mgkLCKtLgp_Trk6f4W-Z3vlcIIVyxYKXXuf_iy_EjABKb=w408-h342-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-04-29T05:42:49.297Z,,,
https://www.google.com/maps/place/Cartwright+Tree+Care/data=!4m7!3m6!1s0x87c0dd69bb8ad01b:0x543dbcbd99d52670!8m2!3d38.897433!4d-94.54243!16s%2Fg%2F1hhgj44nq!19sChIJG9CKu2ndwIcRcCbVmb28PVQ,Cartwright Tree Care,4.7,175,Tree service,"107 Blue Ridge Ext, Grandview, MO 64030, United States","VFW5+X2 Grandview, Missouri, USA",http://www.cartwrighttree.com/,+1 816-965-6758,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUcfRHNbQnNXhkfRMiEAsImtEPGaI79fZehSges6R-LF-DytAZetoNvqvcS-J2WdoZ-tgzzQqCw7284pKXu8-IfgFgDKIel3ZoMqgp_yt9ZElRlWXMxlb2Ur1IK6F4IHqrwf3t=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-04-29T05:42:54.780Z,,,
https://www.google.com/maps/place/Steve%E2%80%99s+Trees+and+Contracting/data=!4m7!3m6!1s0x2865bcc431c9eda1:0xe234785513e038ec!8m2!3d39.0984714!4d-94.4179371!16s%2Fg%2F11qg976bx9!19sChIJoe3JMcS8ZSgR7DjgE1V4NOI,Steve’s Trees and Contracting,4.8,41,Tree service,"723 N Osage St, Independence, MO 64050, United States","3HXJ+9R Independence, Missouri, USA",http://stevetrees.com/,+1 816-988-6617,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAESVBabouHjFOVLE34TidDPhQB4zhWrt8jZaXY73nYJBHqSbmduOm2aOfGEjFXvwyljC5XGzoS7CXMacyZ8lgnUtcHbHDmQ7vDJPNeyPoUwZXnKSFcfBzB7heX4RaUjbgtc77Q=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-04-29T05:43:00.246Z,,,
https://www.google.com/maps/place/JL+Absolute+Tree+Service/data=!4m7!3m6!1s0x87c103a9ce384481:0x967d86c7c636297b!8m2!3d39.1232007!4d-94.3602708!16s%2Fg%2F11hhg3cpmr!19sChIJgUQ4zqkDwYcReyk2xseGfZY,JL Absolute Tree Service,5.0,376,Tree service,"1112 N Ponca Dr, Independence, MO 64056, United States","4JFQ+7V Independence, Missouri, USA",,+1 816-499-9893,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7Yx-RyJeYa4dh3IXuWGb-zqDfPJcOIVfyVFfP55OgDFA5Cd78xMVu931BLgjYKWE6QTMkWwRnpYwVbLGB2c1Ip3DbsX1QGeJ6sZlEMA7kpPEVYCG5A9eibZR_8klxmH4YK7Q=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-04-29T05:43:03.695Z,,,
https://www.google.com/maps/place/Budget+Tree+Pros/data=!4m7!3m6!1s0x87c0fd19bd434fbf:0xe3a06d6baca8f68a!8m2!3d39.1024715!4d-94.3990293!16s%2Fg%2F11x16302rb!19sChIJv09DvRn9wIcRivaorGttoOM,Budget Tree Pros,4.7,28,Tree service,"1203 E US Hwy 24, Independence, MO 64050, United States","4J22+X9 Independence, Missouri, USA",https://budgettreepros.com/,+1 816-967-8131,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjUqinrUh5lWTNdvhta2e-42jobfyaAErPRwyTufFW18gdYTPE4Q0OzRqvX_SUAtR-CSRzGsGnC4lmhiaQckO4Tzm0vqOtmEOQuAee9Fn9qMjyCibVokOCJwPRsVIN3edzn_6BfOmPpG4=w408-h272-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-04-29T05:43:09.258Z,,,
https://www.google.com/maps/place/New+Heights+Tree+Specialists/data=!4m7!3m6!1s0x87c0f56aaaaaaaab:0xcfec86696b2c1706!8m2!3d39.0794386!4d-94.3973399!16s%2Fg%2F1tj4z6zg!19sChIJq6qqqmr1wIcRBhcsa2mG7M8,New Heights Tree Specialists,4.7,23,Tree service,"1136 S Haden St, Independence, MO 64050, United States","3JH3+Q3 Independence, Missouri, USA",http://www.newheightstreekc.com/,+1 816-365-1643,Open · Closes 11:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSfJyQsu2Kla8KethCndzHY4ObEEUUzckBKGUlwLsUK8MZowR51e7EbRJSvUVYaz49fLX0DMmvyaR_LzVMGXxep9U6eufcKQnYw2iW3lU2H1MyiRojE-lnXefdEpV9EeDgsMDwiw=w408-h544-k-no,true,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-04-29T05:43:16.027Z,,,
https://www.google.com/maps/place/Branch+Tops+Tree+Removal+and+Trimming/data=!4m7!3m6!1s0x87c0e3c0f19def29:0xe9b32e76e61acb89!8m2!3d39.040608!4d-94.3989815!16s%2Fg%2F11fsjk2_fv!19sChIJKe-d8cDjwIcRicsa5nYus-k,Branch Tops Tree Removal and Trimming,5.0,30,Tree service,"15401 E 44 St S, Independence, MO 64055, United States","2JR2+6C Independence, Missouri, USA",http://www.branchtopstreetrimming.com/,+1 720-965-7180,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGf1KpwCaLGqjBTpXvX1S0xq8ws_54ISX0HdlXfTU_0__omLOsglrdcAbaw-A3bLM20rxi6dEM6D5BV2Zyx33mT7VZFmcwj1RfB-YM5PsQ2KB2x7A4NK_grNq23c9poolSzWwThaA=w408-h906-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-04-29T05:43:21.788Z,,,
https://www.google.com/maps/place/Our+Backyard+Lawn+and+Tree/data=!4m7!3m6!1s0x87c0fcd7c6d43811:0xba13a90995db8e84!8m2!3d39.087629!4d-94.3882473!16s%2Fg%2F11bxg0yr7g!19sChIJETjUxtf8wIcRhI7blQmpE7o,Our Backyard Lawn and Tree,4.6,37,Tree service,"16113 E Elm St, Independence, MO 64050, United States","3JQ6+3P Independence, Missouri, USA",https://ourbackyardlawnandtree.com/,+1 816-507-0462,Closed · Opens 7:30 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYy31dO9UN5o-NNoKepl9qogPSNFWPZLKnW9eaRMSOZ8x4mUMzBf8zNxNABzzVI8MH3J45szZtsjhA0YJgOPPRAQ8-FCt2_14msfEwll4vo20I0QfwDsjPTE_A2rWflgsL_qS2GLQAcFLU=w408-h306-k-no,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-04-29T05:43:28.245Z,,,
https://www.google.com/maps/place/Royal+Arborist+Tree+Service+LLC../data=!4m7!3m6!1s0x87c0e3a6449ceef3:0xb6fa1a4448e547e0!8m2!3d39.0631091!4d-94.4571066!16s%2Fg%2F11y38dcxg0!19sChIJ8-6cRKbjwIcR4EflSEQa-rY,Royal Arborist Tree Service LLC..,5.0,8,Tree service,"3303 S Ash Ave, Independence, MO 64052, United States","3G7V+65 Independence, Missouri, USA",https://royalarboristkc.net/,+1 816-809-6985,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGzSMwKCDuu57mzyY34jLq57YAVLMQPqNQvLld3z-zpNGCDXyDsbv4Gt1EReHXq1cqcZ8FN8xvSM09Itq3_O1NyYdL3VO9fiTh-UN8sXfitoFirNf-z061dpE3iIQCMl6aK3sLCdICYP3W=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-04-29T05:43:33.001Z,,,
"https://www.google.com/maps/place/Shier%27s+Family+Tree+Care+Service,+LLC/data=!4m7!3m6!1s0x8872f5aa72055555:0xc3474639c84da522!8m2!3d39.1735577!4d-94.3896181!16s%2Fg%2F11rxhztmnj!19sChIJVVUFcqr1cogRIqVNyDlGR8M","Shier's Family Tree Care Service, LLC",4.9,459,Tree service,"15806 Industrial Dr, Independence, MO 64058, United States","5JF6+C5 Independence, Missouri, USA",https://www.shierfamilytreenow.com/,+1 816-500-2378,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmQeSR6dEjjum-Tp91fBZYblqJ5WO4aMzF6BZqSi3D5smPSiszxnFJrAyK4OAOBZt7JCx74dyfq-v_OgMqI5xgqPaxetOoJwi3TC2zsHLX0LerwPN2vE8MRkRTPmRW8dI2_BTbEuDlN8co=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-04-29T05:43:37.753Z,LGBTQ+ friendly,,
