placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Local+Roots+Landscaping/data=!4m7!3m6!1s0x8834e8d2ffe7ecdd:0x341a364723b71b94!8m2!3d40.4612935!4d-79.9233741!16s%2Fg%2F11dymtxd94!19sChIJ3ezn_9LoNIgRlBu3I0c2GjQ,Local Roots Landscaping,4.8,263,Landscaper,"6101 Penn Ave #201, Pittsburgh, PA 15206, United States","F36G+GM Pittsburgh, Pennsylvania, USA",https://www.localrootslandscaping.com/?utm_source=LOCAL&utm_medium=ORGANIC&utm_campaign=GMB,+1 412-977-4616,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1-1BnGq-fTKQRgHLNgXupZLtSojDSWvmVQo90D6nR3Ly-RntmCG63HjwMHbDXPGva8GHMY7189zJ8cvkHAzpTQCrwlQ5cg_NFxxBH7geAE2e6JammhsL4VglVcqnC8Cpp4vvSTg=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-04-29T19:34:44.395Z,,,,
https://www.google.com/maps/place/TITAN+LANDSCAPE+AND+TREE+SERVICES+LLC/data=!4m7!3m6!1s0x8834ee6521d17031:0x1f2d87d91d629e10!8m2!3d40.4444126!4d-79.8931853!16s%2Fg%2F11ggzl0sx0!19sChIJMXDRIWXuNIgREJ5iHdmHLR8,TITAN LANDSCAPE AND TREE SERVICES LLC,4.8,104,Landscaper,"303 Peebles St, Pittsburgh, PA 15221, United States","C4V4+QP Pittsburgh, Pennsylvania, USA",,+1 412-779-4005,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFq2kYTFQTzYVd73skgg7JGMAIHpLV5Lc1xduoDlNEhiJXian26f8MsfAtB4ue4MtjH-Fb0_EM3cQxcXhyrJuPXxTIvVE_wLo4pkDmzGdB7DkKQPI6rN0TyUfgGOaLOz-RQiamK=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,9 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-04-29T19:34:48.976Z,,,,
https://www.google.com/maps/place/Kimicata+Brothers+Inc./data=!4m7!3m6!1s0x8834f1c0b3cd1043:0xf2d0e72e23d65927!8m2!3d40.4142276!4d-79.9405303!16s%2Fg%2F1ttdnn1x!19sChIJQxDNs8DxNIgRJ1nWIy7n0PI,Kimicata Brothers Inc.,4.5,42,Landscaper,"4640 Georgekay Rd, Pittsburgh, PA 15207, United States","C375+MQ Pittsburgh, Pennsylvania, USA",https://kimicatabrothers.com/,,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRVP_V-0Olvdd28QtLFZ07d9QBxShVxSTbRiR76cmAMIpnOaDROj1mDyWvTeLQCG9oJpFA9OJqDTtgvemefMTLv885Z26n6WZvfSugEQai4mQbCmlH9NPvljUNntnI95N3VEwdVA=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-04-29T19:34:54.098Z,,,,
https://www.google.com/maps/place/English+Lane+Nursery+English+Lane/data=!4m7!3m6!1s0x8834ee0381f4f119:0x2f045ff0f0f606ca!8m2!3d40.4292457!4d-79.9141723!16s%2Fg%2F1vv2sx4t!19sChIJGfH0gQPuNIgRygb28PBfBC8,English Lane Nursery English Lane,5.0,6,Landscaper,"595 English Ln, Pittsburgh, PA 15217, United States","C3HP+M8 Pittsburgh, Pennsylvania, USA",http://www.englishlanenursery.com/,+1 412-654-5440,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5c4ov7J2-mhwIsG_jr7-FQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.59912&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-04-29T19:34:56.368Z,,,,
https://www.google.com/maps/place/Kemp+Brothers+Landscaping/data=!4m7!3m6!1s0x8834f3f0f1a35131:0x2aadc5326c2beb65!8m2!3d40.4575794!4d-79.9453546!16s%2Fg%2F11fw2jh1qv!19sChIJMVGj8fDzNIgRZesrbDLFrSo,Kemp Brothers Landscaping,4.7,30,Lawn care service,"5026 Cypress St, Pittsburgh, PA 15224, United States","F353+2V Pittsburgh, Pennsylvania, USA",http://kempbrotherslandscaping.com/,+1 724-236-4009,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFKrMgYEjSJDgbLV1xI1_2qblOTGtBzDMyZC9pyxhc8fmuUr_vRNwkUrfKVchYdMnywN-mAWQWRdq-I6fwxGZPx8cvEWYBfTiFgF6mOsYtymvEfoJf3aD7zdE1Y5Nlt51ZpIgnZNg=w441-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-04-29T19:35:00.702Z,,,,
"https://www.google.com/maps/place/Professional+Lawn+Care,+Corp./data=!4m7!3m6!1s0x8834f1bf94022c0b:0x16a6ae57550c30cf!8m2!3d40.4221546!4d-79.9304614!16s%2Fg%2F11vr4lslc_!19sChIJCywClL_xNIgRzzAMVVeuphY","Professional Lawn Care, Corp.",5.0,1,Landscaper,"788 Melbourne St Shipping/Receiving - Rear, Pittsburgh, PA 15217, United States","C3C9+VR Pittsburgh, Pennsylvania, USA",http://www.prolawncarecorp.com/,+1 412-421-9890,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWNqhdABCx2biGgd7PCT9YyDzV3LVtOw3fC8MRuqdWI5NmIujlOlGjKuKp67zlAzbmkaSghU43H_ILQPcTMlG81XgQsvaIk8ml6TWZDkijGu4yfHiew857QUioGZabyDjGzQ-0Ww=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-04-29T19:35:05.040Z,,,,
"https://www.google.com/maps/place/Steel+City+Landscape,+Inc./data=!4m7!3m6!1s0x88348ae4b0b18317:0x50931c365f7b6d7a!8m2!3d40.5318428!4d-80.0462591!16s%2Fg%2F1tgff082!19sChIJF4OxsOSKNIgRem17XzYck1A","Steel City Landscape, Inc.",4.8,154,Landscaper,"383 Rochester Rd, Pittsburgh, PA 15237, United States","GXJ3+PF Pittsburgh, Pennsylvania, USA",http://www.steelcitylandscape.com/,+1 412-635-7126,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGaNRmV9yBjPjGXBlJOUOuUeW3utKn2rXZh2vir7Yao6gffapkGeqBYtLtoxROEl1BfxZo-pyM6mxJDQV8h3pcJ8ZjbWFnyEcuHjvk_LCHDSQ_emti_9mHyUMlDwYIUqhe4OCMhf1JqG-5=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-04-29T19:35:09.380Z,,,,
https://www.google.com/maps/place/Sylvan+Gardens+Landscape+Contractors/data=!4m7!3m6!1s0x8834f560f626a56d:0x6e6db0fd2468cf2!8m2!3d40.4855988!4d-80.0501944!16s%2Fg%2F11h002hg7r!19sChIJbaUm9mD1NIgR8oxG0g_b5gY,Sylvan Gardens Landscape Contractors,4.8,40,Landscaper,"50 Farragut Ave, Pittsburgh, PA 15202, United States","FWPX+6W Pittsburgh, Pennsylvania, USA",https://sylvangardenslandscape.com/,+1 412-419-2843,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLwWa9gJjjPiA7rem4KvN6mDfIhn_xHWmMRH5FIW6pn3rk0I1eZn2Ng-wAjlHLH8LxS4wbjUZPr7kexEzoyYsLES_GYdEk6zwSYgPF4Juf2-RbeBbHfI_mJAtRtvAD_g6vI2Ruxg=w408-h272-k-no,true,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,Closed,Closed,6:30 am–5 pm,6:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-04-29T19:35:14.142Z,,,,
https://www.google.com/maps/place/Sestili+Nursery+Inc./data=!4m7!3m6!1s0x8834f18f99c8383b:0x7ef1f6fbff4c048f!8m2!3d40.4318634!4d-79.9518149!16s%2Fg%2F1tpn36nj!19sChIJOzjImY_xNIgRjwRM__v28X4,Sestili Nursery Inc.,4.8,31,Landscaper,"3721 Swinburne St, Pittsburgh, PA 15213, United States","C2JX+P7 Pittsburgh, Pennsylvania, USA",https://sestilinursery.net/,+1 412-681-1200,"Closed · Opens 9 am Thu

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzppWrLC7o8x88gO2tsxr7OJtywqeo7YkNWaQVEN8nAwYxBUMNmDoRgha87S1_aaVgXZAFcl6tB158D518TCp51M_YXqrV082-2Mpz06ss-LfC1vhoPsTwEhWe1GeKj61BbF-teg=w408-h544-k-no,true,9 am–2 pm,9 am–2 pm,9 am–2 pm,9 am–2 pm,Closed,9 am–2 pm,9 am–2 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-04-29T19:35:18.587Z,,,,
"https://www.google.com/maps/place/Rolling+Hills+Landscapes,+Inc./data=!4m7!3m6!1s0x8834f1b3bf80f4ff:0x146a72c0e4f544ac!8m2!3d40.405194!4d-79.979434!16s%2Fg%2F11hdjg9x2x!19sChIJ__SAv7PxNIgRrET15MByahQ","Rolling Hills Landscapes, Inc.",5.0,34,Landscaper,"418 Laughlin Ave, Pittsburgh, PA 15210, United States","C24C+36 Pittsburgh, Pennsylvania, USA",http://www.rollinghillslandscapes.com/,+1 412-885-7049,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUVsjGGf9bLFvZREU3kj7fRrB6TbsniuC2eLoQSj9TFFJQKzKSXbZxE5B5kQ2U04cMKSccTXKZKUoq8Qq6Hr0Zuz6kxvtJ_D3x5g-TWSLdq82VJGeT6sgXpD2JefUCRbiKdqNR=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-04-29T19:35:20.872Z,,,,
