placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Vulcan+Pain+Management/data=!4m7!3m6!1s0x888917df85e0846d:0xe50db89b9b3ff107!8m2!3d33.3949074!4d-86.7177753!16s%2Fg%2F1hc1429hy!19sChIJbYTghd8XiYgRB_E_m5u4DeU,Vulcan Pain Management,4.5,116,Pain management physician,"5130 Cyrus Cir, Birmingham, AL 35242, United States","97VJ+XV Birmingham, Alabama, USA",https://www.vulcanpainmanagement.com/,+1 205-892-5561,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNnfnYuNbqQvX6hhr25aZ1ZSKYX8gm9WbGPb1_h=w486-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-28T18:36:24.808Z,,,
https://www.google.com/maps/place/Southern+Pain+Specialists/data=!4m7!3m6!1s0x88891670a559688b:0xfe80d0942e46df94!8m2!3d33.4160919!4d-86.6652984!16s%2Fg%2F1tmklr9k!19sChIJi2hZpXAWiYgRlN9GLpTQgP4,Southern Pain Specialists,4.8,490,Medical Center,"7500 Hugh Daniel Dr Suite 360, Birmingham, AL 35242, United States","C88M+CV Birmingham, Alabama, USA",http://www.southernpain.com/,+1 205-995-9967,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPpDDJUiV0o2rwjR47EgJYyk5WPONWZtQWO6cZF=w427-h240-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,Closed,7:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-28T18:36:29.373Z,,,
https://www.google.com/maps/place/Alabama+Pain+Physicians+-+Birmingham/data=!4m7!3m6!1s0x88891a76da36e757:0x6d70ee94590ced3c!8m2!3d33.4297697!4d-86.7415137!16s%2Fg%2F1tvq4x1j!19sChIJV-c22nYaiYgRPO0MWZTucG0,Alabama Pain Physicians - Birmingham,4.6,1077,Pain management physician,"2868 Acton Rd, Birmingham, AL 35243, United States","C7H5+W9 Birmingham, Alabama, USA",https://bamapain.com/,+1 205-332-3160,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOSqIijtUvJA-U45htwHUpCT4zrV1rpVNjgSG84=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-28T18:36:34.557Z,,,
https://www.google.com/maps/place/Comprehensive+Pain+Center/data=!4m7!3m6!1s0x888919670772e9db:0x893bed26d7e199eb!8m2!3d33.4802702!4d-86.7762679!16s%2Fg%2F11j20tzz0d!19sChIJ2-lyB2cZiYgR65nh1ybtO4k,Comprehensive Pain Center,4.8,253,Pain management physician,"2700 US-280 SUITE 212, Birmingham, AL 35223, United States","F6JF+4F Birmingham, Alabama, USA",http://www.cpcbirmingham.com/,+1 205-878-4368,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweopOuJ2bwxt2F3y0FvUwYRJKKmjHhayFbWR0KK5wYRf--TT0Yu76IFXQYH-D7qIdJAh_8_-rj0rMkgJi80V3EYTYUe9QtLcZwug4AN5fUioLaZjQRv58zS9jJfF-8k0XXu60PeeTQ=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8–11:30 am,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-28T18:36:38.941Z,,,
"https://www.google.com/maps/place/Kenneth+Varley,+MD/data=!4m7!3m6!1s0x88891671b0905011:0x6be8fa13f0b4a298!8m2!3d33.416274!4d-86.6652403!16s%2Fg%2F1tdpsf8k!19sChIJEVCQsHEWiYgRmKK08BP66Gs","Kenneth Varley, MD",4.9,165,Pain management physician,"7500 Hugh Daniel Dr Suite 360, Birmingham, AL 35242, United States","C88M+GW Birmingham, Alabama, USA",https://www.southernpain.com/,+1 205-995-9967,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPjaj1NaJA7l1D-v-Kx_7WJBWX_4B5dgkAiULo8=w408-h306-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,Closed,7:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-28T18:36:43.253Z,,,
https://www.google.com/maps/place/The+Birmingham+Pain+Center/data=!4m7!3m6!1s0x888923adc5a0c875:0xee05b2a277ac981c!8m2!3d33.359689!4d-86.7739062!16s%2Fg%2F11b7k10tdg!19sChIJdcigxa0jiYgRHJisd6KyBe4,The Birmingham Pain Center,4.5,68,Medical laboratory,"4515 Southlake Pkwy, Birmingham, AL 35244, United States","965G+VC Birmingham, Alabama, USA",http://www.birminghampain.com/,+1 205-313-7246,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPJrcbJm6qbLjqOjvY4FwK4R6W1x24ZpfawDIHq=w408-h306-k-no,true,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-28T18:36:47.678Z,,,
https://www.google.com/maps/place/Cahaba+Pain+and+Spine+Care/data=!4m7!3m6!1s0x8889220a568acf3f:0x7b6d38557d3ea699!8m2!3d33.3950062!4d-86.8046229!16s%2Fg%2F11c0rvkzp1!19sChIJP8-KVgoiiYgRmaY-fVU4bXs,Cahaba Pain and Spine Care,4.8,964,Pain management physician,"2010 Patton Chapel Rd # 200, Hoover, AL 35216, United States","95WW+25 Hoover, Alabama, USA",http://www.cahabapain.com/,+1 205-208-9001,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipOOfR3hP6nLLAmB_N_B8JMsXC7Tkvx_HJXdqIng=w408-h611-k-no,true,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-28T18:36:52.030Z,,,
https://www.google.com/maps/place/Legacy+Pain+%26+Spine+Specialists/data=!4m7!3m6!1s0x8889170803d757c3:0x2a9f3df5d08566e2!8m2!3d33.4069884!4d-86.6667763!16s%2Fg%2F11s7qf9mpp!19sChIJw1fXAwgXiYgR4maF0PU9nyo,Legacy Pain & Spine Specialists,4.7,26,Medical clinic,"501 Doug Baker Blvd #102, Birmingham, AL 35242, United States","C84M+Q7 Birmingham, Alabama, USA",https://www.legacypainandspine.com/,+1 256-231-1231,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNtirEwn2DcAjDlA6Z56_ExEDd6drvAwKdOP9_R=w430-h240-k-no,true,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-28T18:36:56.651Z,,,
https://www.google.com/maps/place/Southern+Wellness+-+pain+management/data=!4m7!3m6!1s0x8889160898941ebb:0xf663d1461e37c338!8m2!3d33.405366!4d-86.664826!16s%2Fg%2F11b_2xv7z1!19sChIJux6UmAgWiYgROMM3HkbRY_Y,Southern Wellness - pain management,5.0,4,Pain management physician,"5510 US-280 Suite 216, Birmingham, AL 35242, United States","C84P+43 Birmingham, Alabama, USA",http://www.southernwellnessmed.com/,+1 205-624-4325,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lOTtJbRUlzweWrrjYZ-qJg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.99301&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–3 pm,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-28T18:37:01.040Z,Identifies as women-owned,,
https://www.google.com/maps/place/Pain+Management/data=!4m7!3m6!1s0x888922e8aae7d805:0x1af521f5f79ad1ab!8m2!3d33.3648578!4d-86.7653198!16s%2Fg%2F1260tp_6c!19sChIJBdjnqugiiYgRq9Ga9_Uh9Ro,Pain Management,4.3,22,Pain control clinic,"2270 Valleydale Rd, Hoover, AL 35244, United States","967M+WV Hoover, Alabama, USA",,+1 205-682-6056,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lVr9v8e4Fo2eh8Szldh3PQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.10675&pitch=0&thumbfov=100,false,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-28T18:37:05.399Z,,,
