placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes
"https://www.google.com/maps/place/Monterey+Pain,+Spine+%26+Wellness+Institute,+Dr.+Lisa+Ramirez+Kroopf,+MD/data=!4m7!3m6!1s0x808df93138f01135:0xf468b7795351c8bc!8m2!3d36.5934016!4d-121.8950154!16s%2Fg%2F11fqzzv58l!19sChIJNRHwODH5jYARvMhRU3m3aPQ","Monterey Pain, Spine & Wellness Institute, Dr. Lisa Ramirez Kroopf, MD",4.4,102,Pain management physician,"172 El Dorado St Ste A, Monterey, CA 93940, United States","H4V3+9X Monterey, California, USA",http://www.montereypainandspine.com/,+1 831-901-3940,"Open · Closes 5 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMXCVrfmoIDsbRZBn3rYkoSVQYWVQO-Ae8EbDNY=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–4 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-28T20:32:30.452Z,,
"https://www.google.com/maps/place/Dr.+Salar+Deldar,+MD/data=!4m7!3m6!1s0x808dfaab3b0629b3:0x61a5412c91e5fcf!8m2!3d36.5920778!4d-121.8971706!16s%2Fg%2F11ckr790pw!19sChIJsykGO6v6jYARz18eyRJUGgY","Dr. Salar Deldar, MD",4.6,61,Pain management physician,"1010 Cass St d3, Monterey, CA 93940, United States","H4R3+R4 Monterey, California, USA",http://pacificrehabpain.com/,+1 831-275-4050,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNkGmAHtVxJjLeLWAhSI_-W9VtvXbCzrjHVOI0=w647-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-28T20:32:37.654Z,,
https://www.google.com/maps/place/Monterey+Spine:+Chang+Gary+J+MD/data=!4m7!3m6!1s0x808dfaab5688a0cd:0xd70428f10a1c11de!8m2!3d36.574848!4d-121.81069!16s%2Fg%2F1td7nk2f!19sChIJzaCIVqv6jYAR3hEcCvEoBNc,Monterey Spine: Chang Gary J MD,4.9,55,Pain management physician,"12 Upper Ragsdale Dr, Monterey, CA 93940, United States","H5FQ+WP Monterey, California, USA",http://www.msjhealth.com/,+1 831-648-7200,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d7E2ypuIgBV-LinvGAGADw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.62042&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-28T20:32:43.037Z,,
https://www.google.com/maps/place/Pacific+Rehabilitation+%26+Pain/data=!4m7!3m6!1s0x808dfaab3b0629b3:0xf12686f946ee495c!8m2!3d36.5920778!4d-121.8971706!16s%2Fg%2F11bw6164n5!19sChIJsykGO6v6jYARXEnuRvmGJvE,Pacific Rehabilitation & Pain,3.7,27,Medical clinic,"1010 Cass St d3, Monterey, CA 93940, United States","H4R3+R4 Monterey, California, USA",http://pacificrehabpain.com/,+1 831-275-4050,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=elwjiaG8789CdmZx8Ne7ww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.5893&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-28T20:32:46.011Z,,
"https://www.google.com/maps/place/Dr.+Nicholas+Gularte,+DO/data=!4m7!3m6!1s0x808de5b854d66581:0x9976f806aaae6836!8m2!3d36.574814!4d-121.810726!16s%2Fg%2F11s7wtxnhr!19sChIJgWXWVLjljYARNmiuqgb4dpk","Dr. Nicholas Gularte, DO",4.9,273,Physiatrist,"12 Upper Ragsdale Dr, Monterey, CA 93940, United States","H5FQ+WP Monterey, California, USA",https://msjhealth.com/,+1 831-648-7200,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwertxquVJVi-71efjWC7kusuUZ8OoKdb3qUJ607nF4RUuIJ22X0z4GH73AloPa5bnO-VVVJ0saMnOW3tJix6oki5uPtye4ZNPL3HfHf_JqjVsdmgyV-XRL-nCqIJpJP6ATm1Hpbo0x6Lpu1T=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-28T20:32:50.812Z,,
"https://www.google.com/maps/place/Dr.+Jesse+Bernstein,+MD/data=!4m7!3m6!1s0x808de5bf6d23bf9d:0x8b576cde5b5f57d3!8m2!3d36.574814!4d-121.810726!16s%2Fg%2F11q83jswbg!19sChIJnb8jbb_ljYAR01dfW95sV4s","Dr. Jesse Bernstein, MD",4.7,234,Pain management physician,"12 Upper Ragsdale Dr a, Monterey, CA 93940, United States","H5FQ+WP Monterey, California, USA",http://www.msjhealth.com/,+1 831-648-7200,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d7E2ypuIgBV-LinvGAGADw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.4244&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-28T20:32:55.830Z,,
"https://www.google.com/maps/place/A.Hurtado,+MD+%26+M.Hurtado,+NP+Warrior+Wellness+Interventional+Pain+Mngmt.,+HRT,+TRT,+Hair+Restoration,+Regenerative+Medicine/data=!4m7!3m6!1s0x808de55c39055277:0x9d722b86f4539d90!8m2!3d36.5944152!4d-121.8956474!16s%2Fg%2F11tn8368j5!19sChIJd1IFOVzljYARkJ1T9IYrcp0","A.Hurtado, MD & M.Hurtado, NP Warrior Wellness Interventional Pain Mngmt., HRT, TRT, Hair Restoration, Regenerative Medicine",5.0,2,Pain management physician,"798 Cass St # 202, Monterey, CA 93940, United States","H4V3+QP Monterey, California, USA",http://www.warriorwellnessmd.com/,+1 831-333-6333,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUpUv8L_EEyWdO-WAHNwzoEFi-3-QTwCV34BBtTKtqSj8biIH6SUSCPc7zTJtreDiAdCbZ2BHmXf_8rQHY6hoFzAOPZ_21pvUqHEx35iV5oTCIYsATE_jHZFT5BvbskoaCC9r2=w408-h571-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-28T20:33:00.714Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Montage+Orthopedics+%26+Sports+Medicine/data=!4m7!3m6!1s0x808dfaacab53ec07:0x997b601633926e7e!8m2!3d36.574847!4d-121.810725!16s%2Fg%2F11dx8kqvm4!19sChIJB-xTq6z6jYARfm6SMxZge5k,Montage Orthopedics & Sports Medicine,4.8,1991,Medical clinic,"12 Upper Ragsdale Dr, Monterey, CA 93940, United States","H5FQ+WP Monterey, California, USA",https://www.montagehealth.org/locations/profile/montage-orthopedics-sports-medicine/,+1 831-648-7200,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPbBmwCATCEyIvNnHksgmIOakdzbhdmjzKbxjqY=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-28T20:33:05.953Z,,
https://www.google.com/maps/place/Monterey+Pain+Treatment+Med/data=!4m7!3m6!1s0x808de42f53795a5f:0x62d8ecfbfac462f!8m2!3d36.592628!4d-121.895947!16s%2Fg%2F1tctxsrj!19sChIJX1p5Uy_kjYARL0asv8-OLQY,Monterey Pain Treatment Med,,,Doctor,"947 Cass St # 1, Monterey, CA 93940, United States","H4V3+3J Monterey, California, USA",,+1 831-649-6135,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r-MWwsxZDVA03CKnFjSi8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=26.993544&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-28T20:33:08.819Z,,
"https://www.google.com/maps/place/Terry+L.+Franklin,+M.D./data=!4m7!3m6!1s0x808de54d8a5e8805:0x7042cd5f0a15362b!8m2!3d36.5918779!4d-121.8961876!16s%2Fg%2F1tf714qw!19sChIJBYheik3ljYARKzYVCl_NQnA","Terry L. Franklin, M.D.",4.8,311,Medical group,"1011 Cass St Suite 106, Monterey, CA 93940, United States","H4R3+QG Monterey, California, USA",https://www.terrylfranklinmd.com/,+1 831-647-3190,Open · Closes 3 pm,https://lh3.googleusercontent.com/p/AF1QipM1PxOrQRKTUWbQY70W8_Jm4xGNBGd5o9AQT2XA=w426-h240-k-no,true,8 am–3 pm,8 am–3 pm,8 am–12 pm,Closed,Closed,8 am–3 pm,8 am–3 pm,"https://www.google.com/maps/search/pain+management+physician+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-28T20:33:14.215Z,,
