placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Heavenly+Care+Agency/data=!4m7!3m6!1s0x80c2c7e97dcca675:0x4207686e514b4de2!8m2!3d34.0332668!4d-118.2794061!16s%2Fg%2F11rghq19x_!19sChIJdabMfenHwoAR4k1LUW5oB0I,Heavenly Care Agency,5.0,13,Home health care service,"867 W 23rd St, Los Angeles, CA 90007, United States","2PMC+86 Los Angeles, California, USA",https://heavenlycareagency.com/,+1 213-440-1477,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOWoA19CzG7fuEsyoi28oq78ITt26Nj4Sz6c7rF=w408-h547-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-10T20:41:46.908Z,,,
https://www.google.com/maps/place/Guardian+Angels+Home+care/data=!4m7!3m6!1s0x80c2c7c7afe9636d:0xf54fb0d1bd862f2c!8m2!3d34.0490855!4d-118.259013!16s%2Fg%2F11yd8qz3w1!19sChIJbWPpr8fHwoARLC-GvdGwT_U,Guardian Angels Home care,5.0,17,Home health care service,"811 W 7th St 12th Floor, Ste 1231, Los Angeles, CA 90017, United States","2PXR+J9 Los Angeles, California, USA",https://guardianangelshomecare.org/,+1 424-332-0660,"Open 24 hours

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNeTBO0o1BnKvDo5Qh7FCklg0-LHAzW-zzoYrts=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-10T20:41:52.713Z,,,
"https://www.google.com/maps/place/Miracle+Home+Health+Care,+Inc/data=!4m7!3m6!1s0x80c2b938ec99dc9d:0xccb5ab28fa634107!8m2!3d34.0620436!4d-118.3522189!16s%2Fg%2F1262xph0d!19sChIJndyZ7Di5woARB0Fj-iirtcw","Miracle Home Health Care, Inc",4.7,396,Home health care service,"5670 Wilshire Blvd # 1600, Los Angeles, CA 90036, United States","3J6X+R4 Los Angeles, California, USA",https://www.miraclehomehealthcareinc.com/,+1 323-782-3883,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N54K575-0buD3LJplZPOJg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.21266&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-10T20:41:57.826Z,,,
https://www.google.com/maps/place/Care+Luxe+Home+Care/data=!4m7!3m6!1s0x80c2c70e261f5b35:0x1411758386f4c367!8m2!3d34.0500954!4d-118.2531648!16s%2Fg%2F11s7yr0g8r!19sChIJNVsfJg7HwoARZ8P0hoN1ERQ,Care Luxe Home Care,4.4,5,Home health care service,"555 W 5th St 35th floor, Los Angeles, CA 90013, United States","3P2W+2P Los Angeles, California, USA",,+1 424-228-9772,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A_fs4fKpkKL6BQ1Gjif_Ig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=36.432655&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-10T20:42:02.710Z,Identifies as women-owned,,
"https://www.google.com/maps/place/Home+Instead,+Home+Care+Services+of+Los+Angeles/data=!4m7!3m6!1s0x80c2b8c98015acc5:0xed0c3007c20f8fac!8m2!3d34.0612141!4d-118.3050078!16s%2Fg%2F1tcx_2lf!19sChIJxawVgMm4woARrI8PwgcwDO0","Home Instead, Home Care Services of Los Angeles",4.6,42,Home health care service,"3660 Wilshire Blvd Suite 311, Los Angeles, CA 90010, United States","3M6V+FX Los Angeles, California, USA",https://www.homeinstead.com/home-care/usa/ca/los-angeles-silver-lake-hollywood/488/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,+1 213-519-6309,"Open 24 hours

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOgcd4Fxph6exBuK83IgNyi33dEXs3QImtWTdM5=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-10T20:42:07.912Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Courage+Homecare+Cooperative,+LLC/data=!4m7!3m6!1s0x7f4ee083aae03ad:0x1073302e53467980!8m2!3d34.0635718!4d-118.2601138!16s%2Fg%2F11tjkb77b4!19sChIJrQOuOgju9AcRgHlGUy4wcxA","Courage Homecare Cooperative, LLC",5.0,24,Home health care service,"153 Glendale Blvd 1st Floor, Los Angeles, CA 90026, United States","3P7Q+CX Los Angeles, California, USA",https://courage.elevate.coop/,+1 213-377-5444,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMrS6iktUbE9wie-Nq4VgYv59ljXQR_OiQyLQx4=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-10T20:42:12.887Z,,,
https://www.google.com/maps/place/Sierra+Home+Health+Care/data=!4m7!3m6!1s0x80c2c60aa416aaab:0x795edf80a2718403!8m2!3d34.055861!4d-118.2063109!16s%2Fg%2F11p73qcsh9!19sChIJq6oWpArGwoARA4RxooDfXnk,Sierra Home Health Care,4.4,7,Home health care service,"1063 N Chicago St, Los Angeles, CA 90033, United States","3Q4V+8F Los Angeles, California, USA",https://www.sierrahomehealth.com/location/,+1 323-222-1235,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xw8sURA_tsCuH6xyfkWQEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=323.8757&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Home+Health+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-10T20:42:15.811Z,,,
https://www.google.com/maps/place/PACE+CARE/data=!4m7!3m6!1s0x80c2c7b0223547d9:0x15c32ac4f4e4109e!8m2!3d34.052402!4d-118.262941!16s%2Fg%2F11dz_rdwjk!19sChIJ2Uc1IrDHwoARnhDk9MQqwxU,PACE CARE,5.0,1,Home health care service,"1055 Wilshire Blvd #900a, Los Angeles, CA 90017, United States","3P2P+XR Los Angeles, California, USA",,+1 213-725-2273,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G1xBZpo6hOQs0pOyo31zcw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.715033&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-10T20:42:20.935Z,,,
https://www.google.com/maps/place/Sierra+Healthcare+Partners/data=!4m7!3m6!1s0x80c2c7bf223769a3:0xe5fe41b041808366!8m2!3d34.0559316!4d-118.2068585!16s%2Fg%2F11q98hky7z!19sChIJo2k3Ir_HwoARZoOAQbBB_uU,Sierra Healthcare Partners,3.9,7,Home health care service,"2060 Marengo St, Los Angeles, CA 90033, United States","3Q4V+97 Los Angeles, California, USA",,+1 323-576-2528,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr-XMMTLBjq9mGDRNYxzjyp2f0wKmiTbDvoqPZdGztX_gDcZmjOApUIfcFtdPD7FRDkQLFPgtVMjcZIq36XgDX7caYEKO1w8dUF9zOwoBOY8ObEMHEBVRAAGYTDBn9WmVpnRsc=w426-h240-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–3 pm,9 am–3 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-10T20:42:25.833Z,,,
https://www.google.com/maps/place/Calming+Palm%27s+Home+Care+LLC/data=!4m7!3m6!1s0x80c2c76cbbaba17f:0x8be7d2aae4163e4c!8m2!3d34.0741937!4d-118.2769766!16s%2Fg%2F11vm7gd0_v!19sChIJf6Gru2zHwoARTD4W5KrS54s,Calming Palm's Home Care LLC,5.0,1,Home health care service,"318 Occidental Blvd, Los Angeles, CA 90026, United States","3PFF+M6 Los Angeles, California, USA",https://calmingpalmshomecare.com/,+1 213-551-8442,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Amwe9rFD_7mzG-HKE3LHSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=122.5758&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-09-10T20:42:30.967Z,,,
