placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/MEL+Electric/data=!4m7!3m6!1s0x8085071e7c761a4b:0x2757ad604b1e6047!8m2!3d38.2587139!4d-122.2717063!16s%2Fg%2F11csry8095!19sChIJSxp2fB4HhYARR2AeS2CtVyc,MEL Electric,4.9,112,Electrician,"902 Enterprise Way suite g, Napa, CA 94558, United States","7P5H+F8 Napa, California, USA",http://www.melelectricinc.com/,+1 707-666-2976,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM3bYX7tB58sU0d0_875ivF0C7p5stRbVIu-Riz=w408-h306-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:30:26.923Z,,,
https://www.google.com/maps/place/Napa+Power+Equipment/data=!4m7!3m6!1s0x808506e886e1b311:0x8bfc55a87aee897!8m2!3d38.3171938!4d-122.2984778!16s%2Fg%2F1thw_nvd!19sChIJEbPhhugGhYARl-iuh1rFvwg,Napa Power Equipment,4.1,49,Lawn mower store,"3145 Jefferson St, Napa, CA 94558, United States","8P82+VJ Napa, California, USA",,+1 707-253-0468,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxrdjqPUTe06ybqAAG0rkDYixBHZabW9r_UDD3fjNJ2KV6XBgcIeDZQQnepUzulixBi8quF0nayksF9KGb2fkGPtTT-fgwSnALNkpqhcuzr0a5_H_WPXRUtb3raH-C_YFU3zJw=w532-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:30:31.762Z,· In-store shopping · In-store pick-up · Delivery,,
https://www.google.com/maps/place/All+American+Electric/data=!4m7!3m6!1s0x808507536ae2811b:0x92dd8e52fa0bf5f!8m2!3d38.2020698!4d-122.2486725!16s%2Fg%2F11mv4_wll7!19sChIJG4HialMHhYARX7-gL-XYLQk,All American Electric,4.6,10,Electrician,,,https://www.perfectioniscloseenough.com/,+1 707-319-2599,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipO7X9Y1F7SOVkyU9ffHMfwOfFXosClLqZjHNsPf=w408-h508-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:30:36.511Z,,,
https://www.google.com/maps/place/Dkb+Electric/data=!4m7!3m6!1s0x808506e1099a8381:0xacc93ba6b24f277!8m2!3d38.3160815!4d-122.308017!16s%2Fg%2F1tdxw7h6!19sChIJgYOaCeEGhYARd_Ika7qTzAo,Dkb Electric,5.0,1,Electrician,"3165 Solano Ave, Napa, CA 94558, United States","8M8R+CQ Napa, California, USA",http://www.dkbelectricinc.com/,+1 707-944-0655,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BgDyGRwYXyfjZJmY5mAoVw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.30032&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:30:40.770Z,,,
https://www.google.com/maps/place/Fuse+HVAC+%26+Appliance+Repair+Napa/data=!4m7!3m6!1s0x808507bc0192ccf7:0x80958f4a50d48805!8m2!3d38.291182!4d-122.2792594!16s%2Fg%2F11sg_h2h63!19sChIJ98ySAbwHhYARBYjUUEqPlYA,Fuse HVAC & Appliance Repair Napa,4.8,906,HVAC contractor,"794 Braydon Pl, Napa, CA 94559, United States","7PRC+F7 Napa, California, USA",https://fusenapa.com/,+1 707-883-8003,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM7MvgtkOP3mXZs8xbEcYytCcH93eIek2ISTsP4=w408-h408-k-no,true,7 am–5 pm,7 am–5 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:30:45.150Z,,,
https://www.google.com/maps/place/Silverado+Electric/data=!4m7!3m6!1s0x80850672bd0a305b:0xd02aac390a5cdedb!8m2!3d38.2924854!4d-122.2759821!16s%2Fg%2F1v3_2xlt!19sChIJWzAKvXIGhYAR295cCjmsKtA,Silverado Electric,5.0,1,Electrician,"845 Sousa Ln, Napa, CA 94559, United States","7PRF+XJ Napa, California, USA",http://silveradoelectricnapa.com/,+1 707-252-0450,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=emBdaNKduEzDKPblOb5bCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.30626&pitch=0&thumbfov=100,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:30:49.450Z,,,
https://www.google.com/maps/place/Napa+Electric/data=!4m7!3m6!1s0x808506f14d24715d:0xfec6494e5132d5b9!8m2!3d38.3093737!4d-122.2944192!16s%2Fg%2F1tn01g5q!19sChIJXXEkTfEGhYARudUyUU5Jxv4,Napa Electric,5.0,5,Electrician,"2240 Brown St, Napa, CA 94558, United States","8P54+P6 Napa, California, USA",http://napaelectric.com/,+1 707-252-6611,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMPb8R4SogjuwI7R9lJIG8-GNqVnq6PFS1_d5hT=w408-h271-k-no,true,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:30:53.851Z,,,
"https://www.google.com/maps/place/Myles+Davis+Electric,+Inc./data=!4m7!3m6!1s0x808506e0597e5e2f:0x3f65087bea1b5dfc!8m2!3d38.3158072!4d-122.3051689!16s%2Fg%2F1v1kq297!19sChIJL15-WeAGhYAR_F0b6nsIZT8","Myles Davis Electric, Inc.",4.2,10,Electrician,"3057 California Blvd, Napa, CA 94558, United States","8M8V+8W Napa, California, USA",http://www.mylesdaviselectric.com/,+1 707-224-9361,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNP7Roo8gu2vOZuYRy_xiHULifxMV7U3HwOG9-v=w408-h306-k-no,true,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:30:58.324Z,,,
https://www.google.com/maps/place/Thern+Electric/data=!4m7!3m6!1s0x8085065cc5060257:0xd9e46103e7edf15a!8m2!3d38.2966223!4d-122.2917472!16s%2Fg%2F1tgfdldb!19sChIJVwIGxVwGhYARWvHt5wNh5Nk,Thern Electric,5.0,1,Electrician,"1700 2nd St, Napa, CA 94559, United States","7PW5+J8 Napa, California, USA",https://thernelectric.com/,+1 707-252-8572,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOlGY6AHLYRb4RW5bkREQRYCBJ-tWukWCC6Oo8c=w425-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:02.737Z,,,
https://www.google.com/maps/place/Ortiz+Electric/data=!4m7!3m6!1s0x2abfc715824f94f5:0x80935cd7eea5eb7d!8m2!3d38.3276466!4d-122.319106!16s%2Fg%2F11swtxd51_!19sChIJ9ZRPghXHvyoRfeul7tdck4A,Ortiz Electric,5.0,2,Electrician,"3891 Briarwood St, Napa, CA 94558, United States","8MHJ+39 Napa, California, USA",http://ortiz-electric.com/,+1 707-908-7190,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KJrGq4eV0aJ1oDvVM1DQXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.10184&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:07.151Z,,,
https://www.google.com/maps/place/Hyatt+Electric+Co/data=!4m7!3m6!1s0x8085073f7e428943:0x82b304470da5a439!8m2!3d38.3138647!4d-122.3332042!16s%2Fg%2F1tfs18zm!19sChIJQ4lCfj8HhYAROaSlDUcEs4I,Hyatt Electric Co,3.8,6,Electrician,"11 Forest Dr, Napa, CA 94559, United States","8M78+GP Napa, California, USA",https://hyattelectric.com/,+1 707-226-7800,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCHS4DJEtGfU3y6nqL7NKGukvj29syos25qoWZDzPUI6TtCZPGIEbkBq19zjVOrfTsepp3MsWwSgBCs4MoGZNlFqe4NR06GnlBMkjliQKApqn7W-8z0sYfPsVNiRf0hg5tyl7rpw=w408-h544-k-no,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:11.544Z,,,
https://www.google.com/maps/place/Christman+Electrical+Contracting/data=!4m7!3m6!1s0x8085076ac8a46c8b:0x8bdfc294957dc688!8m2!3d37.995332!4d-122.6714962!16s%2Fg%2F11clvtm921!19sChIJi2ykyGoHhYARiMZ9lZTC34s,Christman Electrical Contracting,5.0,1,Electrician,,,https://christmanelectricalcontracting.com/,+1 707-332-2814,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOWX_8j1Z_B5GjL4OqjYiXmvoJiTvcjE5IcnmR8=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:16.052Z,,,
