placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,query,timestamp,info,tuesday,thursday,friday,saturday,sunday,monday,attributes,isBlackOwned,error
https://www.google.com/maps/place/Lansing+Pediatric+Associates+PC/data=!4m7!3m6!1s0x8822e98ed161eb49:0x8bb4d51db78c6fca!8m2!3d42.7593142!4d-84.5168109!16s%2Fg%2F1tcvvgpf!19sChIJSeth0Y7pIogRym-Mtx3VtIs,Lansing Pediatric Associates PC,4.6,,Pediatrician,"2414 Lake Lansing Rd, Lansing, MI 48912, United States","QF5M+P7 Lansing, Michigan, USA",https://lansingpediatrics.com/,+1 517-371-4712,Closes soon · 7 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMWSfEBCd5ApCNRVkyvJC0Xrr2OSHozQ5Bj_75k=w408-h272-k-no,true,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:10.710Z,,,,,,,,,,
https://www.google.com/maps/place/lansing+pediatric/data=!4m7!3m6!1s0x8822e98ed3bfffff:0x87e2b033b2f4b4d9!8m2!3d42.7591913!4d-84.51673!16s%2Fg%2F11fcr31w33!19sChIJ__-_047pIogR2bT0sjOw4oc,lansing pediatric,3.0,,Pediatrician,"2414 Lake Lansing Rd, Lansing, MI 48912, United States","QF5M+M8 Lansing, Michigan, USA",https://lansingpediatrics.com/About-Us,+1 517-371-4712,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7QFsXJbdZHSVlVWRQW-37A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.13922&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:14.681Z,,,,,,,,,,
"https://www.google.com/maps/place/Pediatric+Care+of+Lansing,+P.C./data=!4m7!3m6!1s0x8822e9efc0462081:0x33a630e0d8089152!8m2!3d42.7587935!4d-84.4867387!16s%2Fg%2F1tmpwlfp!19sChIJgSBGwO_pIogRUpEI2OAwpjM","Pediatric Care of Lansing, P.C.",3.9,,Pediatric clinic,"307 W Lake Lansing Rd, East Lansing, MI 48823, United States","QG57+G8 East Lansing, Michigan, USA",https://www.pedcarelansing.com/,+1 517-487-4480,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPIlEW9NFXA2K-8IePgxfXizcMIoJjBdqZY-PfE=w408-h258-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:19.401Z,,,,,,,,,,
https://www.google.com/maps/place/MSU+Health+Care+Pediatrics+%7C+Lansing/data=!4m7!3m6!1s0x8822c14db8b66927:0x944b2eec483e8ac4!8m2!3d42.7332414!4d-84.5343375!16s%2Fg%2F11t9v81p8s!19sChIJJ2m2uE3BIogRxIo-SOwuS5Q,MSU Health Care Pediatrics | Lansing,,,Pediatrician,"1200 E Michigan Ave # 145, Lansing, MI 48912, United States","PFM8+77 Lansing, Michigan, USA",https://healthcare.msu.edu/services/primary-care/pediatrics/lansing.aspx,+1 517-364-5440,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qoSnqkdkhqu4U2ZxQbE8Fw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.96407&pitch=0&thumbfov=100,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:24.164Z,,,,,,,,,,
https://www.google.com/maps/place/MSU+Health+Care+Pediatrics+%7C+Specialty+Clinic/data=!4m7!3m6!1s0x8822c1e29bb973af:0xaa91febe929f0622!8m2!3d42.733178!4d-84.534154!16s%2Fg%2F1tg8kbl2!19sChIJr3O5m-LBIogRIgafkr7-kao,MSU Health Care Pediatrics | Specialty Clinic,3.1,,Pediatrician,"1200 E Michigan Ave # 145, Lansing, MI 48912, United States","PFM8+78 Lansing, Michigan, USA",https://healthcare.msu.edu/services/specialty-care/pediatric-specialty/pediatric-specialty-clinic.aspx,+1 517-364-5440,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qoSnqkdkhqu4U2ZxQbE8Fw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.09436&pitch=0&thumbfov=100,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:28.885Z,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Melissa+P.+Long,+DO/data=!4m7!3m6!1s0x8822e9b197e553bd:0x98cb5c5ac4491375!8m2!3d42.7587805!4d-84.4867789!16s%2Fg%2F11c30y06vd!19sChIJvVPll7HpIogRdRNJxFpcy5g","Dr. Melissa P. Long, DO",5.0,,Pediatrician,"307 W Lake Lansing Rd, East Lansing, MI 48823, United States","QG57+G7 East Lansing, Michigan, USA",http://www.pedcarelansing.com/,+1 517-487-4480,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O-IGcdKMpMS4Fe8K84H44Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.46396&pitch=0&thumbfov=100,false,9 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:33.538Z,,,,,,,,,,
https://www.google.com/maps/place/Child+Health+Partners/data=!4m7!3m6!1s0x8822ea25dd650745:0xbaf5188786215e84!8m2!3d42.7610932!4d-84.5278711!16s%2Fg%2F1thw2rxt!19sChIJRQdl3SXqIogRhF4hhocY9bo,Child Health Partners,4.1,,Pediatrician,"1515 Lake Lansing Rd # C2, Lansing, MI 48912, United States","QF6C+CV Lansing, Michigan, USA",https://www.childhealthpartners.com/,+1 517-482-9582,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P7VPDdeJq1riypgT30-s-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.15462&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:36.140Z,,,,,,,,,,
"https://www.google.com/maps/place/Camy+Chapin,+M.D.,+F.A.A.P./data=!4m7!3m6!1s0x8822e98ed161eb49:0x91262aa6a29c92ba!8m2!3d42.7592077!4d-84.5167157!16s%2Fg%2F1tlbps1p!19sChIJSeth0Y7pIogRupKcoqYqJpE","Camy Chapin, M.D., F.A.A.P.",5.0,,Pediatrician,"2414 Lake Lansing Rd, Lansing, MI 48912, United States","QF5M+M8 Lansing, Michigan, USA",http://www.lansingpediatrics.com/,+1 517-371-4712,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9k0tZ07-KhqLQdpg0sww-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.91406&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:39.051Z,,,,,,,,,,
https://www.google.com/maps/place/Abdalla-Ali+Abdalla+M+MD/data=!4m7!3m6!1s0x8822c3c09a2d0d7b:0xc6a69696bf1205a7!8m2!3d42.7332414!4d-84.5343375!16s%2Fg%2F1tcv21g3!19sChIJew0tmsDDIogRpwUSv5aWpsY,Abdalla-Ali Abdalla M MD,4.3,,Pediatrician,"1200 E Michigan Ave # 145, Lansing, MI 48912, United States","PFM8+77 Lansing, Michigan, USA",https://providers.healthcare.msu.edu/details/357/abdalla-abdalla-ali-east_lansing-lansing-okemos?FreeText%3AFullname=Abdalla-Ali,+1 517-364-5440,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qoSnqkdkhqu4U2ZxQbE8Fw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.96407&pitch=0&thumbfov=100,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:43.857Z,,,,,,,,,,
https://www.google.com/maps/place/MSU+Health+Care+Pediatrics+%7C+West+Side/data=!4m7!3m6!1s0x88229587167ec1a9:0x68b1f35efa0b580e!8m2!3d42.737736!4d-84.65862!16s%2Fg%2F1vm_yhj6!19sChIJqcF-FoeVIogRDlgL-l7zsWg,MSU Health Care Pediatrics | West Side,2.9,,Pediatrician,"7335 Westshire Dr #102, Lansing, MI 48917, United States","P8QR+3H Lansing, Michigan, USA",https://healthcare.msu.edu/services/primary-care/pediatrics/westside.aspx,+1 517-622-1012,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqK6uDmD1HsHJCc_h1288n4N78_VcRqgZrHwJgNNwWwRdfy7sdtQKoMH88N9Hh-R_uB4gvvyxRxaEJyx-9jnCS5UHaDtO_r-Rrn02kJzNP9iimIha-Mgu1z2Ll0hIjqaGjxvXSk=w408-h725-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:48.667Z,,,,,,,,,,
