placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Glover+%26+Glover+CPAs/data=!4m7!3m6!1s0x88647b26f6df4129:0x57c8bc162a40844e!8m2!3d36.0328854!4d-86.7849641!16s%2Fg%2F1tdzb4fn!19sChIJKUHf9iZ7ZIgRToRAKha8yFc,Glover & Glover CPAs,4.8,48,Certified public accountant,"206 Wilson Pike Cir, Brentwood, TN 37027, United States","26M8+52 Brentwood, Tennessee, USA",http://www.gloverandglovercpas.com/,+1 615-370-0341,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOb3mITOtpW0QpByfXRyGpLCT5cgBiM1uU-rlTQ=w408-h509-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-19T16:11:03.397Z,,
"https://www.google.com/maps/place/Blankenship+CPA+Group,+PLLC/data=!4m7!3m6!1s0x88647b486d59beeb:0x5e1e1e5eedc0a424!8m2!3d36.0381296!4d-86.8080867!16s%2Fg%2F1td_h_61!19sChIJ675ZbUh7ZIgRJKTA7V4eHl4","Blankenship CPA Group, PLLC",4.3,39,Certified public accountant,"101 Winners Cir N, Brentwood, TN 37027, United States","25QR+7Q Brentwood, Tennessee, USA",https://www.bcpas.com/,+1 615-373-3771,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP-3fFfoNNnvs5h-E3Eq2b-iUMN_cZupczfpvFI=w742-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-19T16:11:09.591Z,,
https://www.google.com/maps/place/Perry+Reggie+H+CPA/data=!4m7!3m6!1s0x88647b26c8ac4ea7:0x7b5aa4c42a14018d!8m2!3d36.0308497!4d-86.7852231!16s%2Fg%2F1tk6wn2n!19sChIJp06syCZ7ZIgRjQEUKsSkWns,Perry Reggie H CPA,4.6,20,Accountant,"233 Wilson Pike Cir # 1D, Brentwood, TN 37027, United States","26J7+8W Brentwood, Tennessee, USA",,+1 615-373-9931,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Abr6WLxvhqgH-8DWmFHKhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=207.55212&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-19T16:11:14.464Z,,
"https://www.google.com/maps/place/Horlacher,+Williams+%2B+Lowery,+PLC/data=!4m7!3m6!1s0x88646418fd8ded79:0xec3c2c1dc9f7afa7!8m2!3d36.0361463!4d-86.8076016!16s%2Fg%2F11bxf52d8z!19sChIJee2N_RhkZIgRp6_3yR0sPOw","Horlacher, Williams + Lowery, PLC",4.7,13,Certified public accountant,"5214 Maryland Way #207, Brentwood, TN 37027, United States","25PR+FX Brentwood, Tennessee, USA",http://dhcpastn.com/,+1 615-256-2127,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E1cZIXAU01XahTdyf0vBhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.8477566&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-19T16:11:19.515Z,,
https://www.google.com/maps/place/Aviar+Financials+P.C./data=!4m7!3m6!1s0x87e235c0298fca9b:0x798b2bce81af0d55!8m2!3d36.0314196!4d-86.7771586!16s%2Fg%2F1tfg86mc!19sChIJm8qPKcA14ocRVQ2vgc4ri3k,Aviar Financials P.C.,5.0,25,Certified public accountant,"212 Overlook Cir # 102, Brentwood, TN 37027, United States","26JF+H4 Brentwood, Tennessee, USA",http://www.aviarcpa.com/,+1 615-928-6578,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMDp20va6l869WgvwS-LkwmCjq6xmGcRgTkot53=w408-h271-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-19T16:11:24.553Z,Identifies as women-owned,
https://www.google.com/maps/place/CRG+Waddill+CPAs/data=!4m7!3m6!1s0x88647b23e0b1faa5:0xfbb2c3bfee24c55c!8m2!3d36.030539!4d-86.7771499!16s%2Fg%2F1tnmsgb7!19sChIJpfqx4CN7ZIgRXMUk7r_Dsvs,CRG Waddill CPAs,5.0,7,Accountant,"213 Overlook Cir Suite A-3, Brentwood, TN 37027, United States","26JF+64 Brentwood, Tennessee, USA",http://www.crgwaddill.com/,+1 615-373-5311,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipN7RikKhWAITA0O7JhE610oyDEe9CLt3hgfNYrW=w408-h306-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-19T16:11:29.812Z,,
https://www.google.com/maps/place/Tennessee+Society+of+Certified+Public+Accountants/data=!4m7!3m6!1s0x88647b218e065901:0x249e9507f14a7d54!8m2!3d36.0362368!4d-86.8137073!16s%2Fg%2F11c0vz2cc0!19sChIJAVkGjiF7ZIgRVH1K8QeVniQ,Tennessee Society of Certified Public Accountants,4.9,16,Professional and hobby associations,"201 Powell Pl #7522, Brentwood, TN 37027, United States","25PP+FG Brentwood, Tennessee, USA",https://www.tscpa.com/,+1 615-377-3825,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOllUkFPmWz-21opldxumUYNmfTurwt3DCi00uY=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-19T16:11:34.871Z,,
"https://www.google.com/maps/place/Tax+services+of+Tennessee/@36.0349938,-86.7841992,17z/data=!3m1!4b1!4m6!3m5!1s0x88647b1238564d59:0x3cd2eda4553381ef!8m2!3d36.0349938!4d-86.7841992!16s%2Fg%2F11lw43h0lg",Tax services of Tennessee,5.0,11,Bookkeeping service,"7100 Town Center Way 201 A, Brentwood, TN 37027, United States","26M8+X8 Brentwood, Tennessee, USA",https://taxservicesoftennessee.com/,+1 615-414-1695,Closed ⋅ Opens 8 am Mon,,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-19T16:11:41.894Z,,
https://www.google.com/maps/place/HORNE+-+Nashville/data=!4m7!3m6!1s0x8864669377378f67:0xeb579ea292dfabb6!8m2!3d36.0356229!4d-86.7988781!16s%2Fg%2F1wc31z_s!19sChIJZ483d5NmZIgRtqvfkqKeV-s,HORNE - Nashville,1.0,1,Certified public accountant,"8 Cadillac Dr UNIT 160, Brentwood, TN 37027, United States","26P2+6C Brentwood, Tennessee, USA",https://horne.com/,+1 615-312-9060,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vavpd3vuKlGA19v18kPCVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.77171&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-19T16:11:46.969Z,,
https://www.google.com/maps/place/TriStar+Tax+and+Business+Solutions+Brentwood/data=!4m7!3m6!1s0x88647b4e9169dddd:0x60a91b7e99ac662b!8m2!3d36.031589!4d-86.7824243!16s%2Fg%2F11vx5xlsm8!19sChIJ3d1pkU57ZIgRK2asmX4bqWA,TriStar Tax and Business Solutions Brentwood,5.0,6,Certified public accountant,"9005 Overlook Blvd Ste 213, Brentwood, TN 37027, United States","26J9+J2 Brentwood, Tennessee, USA",https://tristarteam.tax/,+1 615-537-0314,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNvI2njq5vhVDQunugMPEcjDHIDC3z6R4-l9WZA=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-19T16:11:52.096Z,,
