placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Palmer+Electric+Company/data=!4m7!3m6!1s0x88e7707732e8e7ef:0x259272d1025533e4!8m2!3d28.5905037!4d-81.3708739!16s%2Fg%2F1tg_xxm6!19sChIJ7-foMndw54gR5DNVAtFykiU,Palmer Electric Company,4.3,161,Electrician,"MAIN OFFICE, 875 Jackson Ave, Winter Park, FL 32789, United States","HJRH+6M Winter Park, Florida, USA",https://www.palmer-electric.com/,+1 407-646-8700,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOZXNn6e6ifzmhrA_MWo-6Lbwp21nv6tnnlE5Z5=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-01-10T21:59:02.456Z,,,,
https://www.google.com/maps/place/Mr.+Electric+of+Winter+Park/data=!4m7!3m6!1s0x88e76fa1e59ac027:0xf524fabbc75d50fd!8m2!3d28.64599!4d-81.3261759!16s%2Fg%2F11k4tb1463!19sChIJJ8Ca5aFv54gR_VBdx7v6JPU,Mr. Electric of Winter Park,5.0,245,Electrician,,,https://mrelectric.com/winter-park/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 407-917-6442,,https://lh3.googleusercontent.com/p/AF1QipPdu6W32d3OZlcbO5BNY2xLCz5eOXcLKP9uPFVW=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-01-10T21:59:07.029Z,,,,
https://www.google.com/maps/place/Smartron+Electric/data=!4m7!3m6!1s0x88e77ae3235ad46f:0x9d98d7120dcc9586!8m2!3d28.606104!4d-81.382693!16s%2Fg%2F11f55mtrl7!19sChIJb9RaI-N654gRhpXMDRLXmJ0,Smartron Electric,5.0,206,Electrician,"2433 Lee Rd, Winter Park, FL 32789, United States","JJ48+CW Winter Park, Florida, USA",http://smartronelectric.com/,+1 407-883-2588,"Closed · Opens 12 am Sun

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNdY5_PMh9EzKDgMTeWvz8JTz7zH8Af3MUSji9y=w408-h544-k-no,true,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-01-10T21:59:12.030Z,,,,
https://www.google.com/maps/place/Generator+Supercenter+of+Orlando/data=!4m7!3m6!1s0x88e7719ee98e77b1:0x3c549107a2a8c3d7!8m2!3d28.6628542!4d-81.3622288!16s%2Fg%2F11hzwh33q5!19sChIJsXeO6Z5x54gR18OoogeRVDw,Generator Supercenter of Orlando,4.5,90,Electric generator shop,"804 E Altamonte Dr, Altamonte Springs, FL 32701, United States","MJ7Q+44 Altamonte Springs, Florida, USA",https://generatorsupercenteroforlando.com/,+1 407-984-5000,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZt40A635I6OjaWdjI5RYIPaByJnx_Np4zUCs4hwFieY-qWgVP_4SEvwatpDPAhnjHzCau6Cbx2GkkKueP7yIo4_GPUNkNbFY9Mr-3-r345ta0gThey4JMVTG7eCDgjEIzzj5Gj_hD0kly=w408-h306-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-01-10T21:59:16.477Z,· Delivery,,,
https://www.google.com/maps/place/DH+Electric/data=!4m7!3m6!1s0xe7b1665e6176ccd:0x8c2dd8fa2b524aa2!8m2!3d28.6109958!4d-81.3001601!16s%2Fg%2F11spr6k6w5!19sChIJzWwX5mUWew4RokpSK_rYLYw,DH Electric,4.9,71,Electrician,"3499 Seagrape Dr, Winter Park, FL 32792, United States","JM6X+9W Winter Park, Florida, USA",https://dhelectric.pro/,+1 407-487-8445,Closes soon · 5 pm · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOZF_9Sd72E4AIy2WiJjiPTrvaARx5nvoYHA7RE=w408-h544-k-no,true,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-01-10T21:59:20.933Z,,,,
https://www.google.com/maps/place/Generators+by+Bob+Heinmiller/data=!4m7!3m6!1s0x88e77bac19cc8495:0x8f253ab2d8991162!8m2!3d28.5734845!4d-81.4034021!16s%2Fg%2F11p0bq369t!19sChIJlYTMGax754gRYhGZ2LI6JY8,Generators by Bob Heinmiller,4.6,9,Electric generator shop,"2525 Coolidge Ave, Orlando, FL 32804, United States","HHFW+9J Orlando, Florida, USA",https://bobheinmiller.com/generac-generators-in-orlando/,+1 407-917-9671,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNLgxmEfv580EuFyRBDwMY2wwKwgIKqpLHG-PYY=w408-h408-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-01-10T21:59:25.366Z,,,,
https://www.google.com/maps/place/MTK+Electric+Inc/data=!4m7!3m6!1s0x88e7535736fbcd73:0xca58061f145edabe!8m2!3d28.6062299!4d-81.3742315!16s%2Fg%2F11jjm1vp_w!19sChIJc837NldT54gRvtpeFB8GWMo,MTK Electric Inc,5.0,145,Electrician,"1881 Lee Rd, Winter Park, FL 32789, United States","JJ4G+F8 Winter Park, Florida, USA",https://mtkelectric.com/,+1 407-538-4237,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNs6vSFzLSJ38KQ-W3I_ywXezKbZprIg5306nc1=w408-h544-k-no,true,8 am–2 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-01-10T21:59:29.795Z,,,,
"https://www.google.com/maps/place/Doc+Watts+Electric,+Inc/data=!4m7!3m6!1s0x88e76518085af0c3:0xdec8b952f1d8105f!8m2!3d28.5783075!4d-81.2950918!16s%2Fg%2F1tfczmx_!19sChIJw_BaCBhl54gRXxDY8VK5yN4","Doc Watts Electric, Inc",4.8,211,Electrician,"2306 N Forsyth Rd, Orlando, FL 32807, United States","HPH3+8X Orlando, Florida, USA",https://www.docwattselectric.com/?utm_campaign=gmb&utm_medium=click+on+our+gbp&utm_source=google+business+profile,+1 407-243-2278,Closed · Opens 6 am Mon,https://lh3.googleusercontent.com/p/AF1QipO9rKksnmFeHBxUYxY7t2QstB5_4FOq7LDWUUXH=w458-h240-k-no,true,Closed,Closed,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-01-10T21:59:34.318Z,,Identifies as Latino-owned,,
https://www.google.com/maps/place/Solaris+Electric/data=!4m7!3m6!1s0x88e77ae3eed46e83:0x50ff2839152f1a39!8m2!3d28.5962602!4d-81.3969013!16s%2Fg%2F1q67vwj33!19sChIJg27U7uN654gRORovFTko_1A,Solaris Electric,4.7,527,Electrician,"4353 Edgewater Dr #100, Orlando, FL 32804, United States","HJW3+G6 Orlando, Florida, USA",https://www.solaristechnology.net/,+1 386-202-5264,"Closes soon · 5 pm · Opens 9 am Sun

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMsbxJwldY6k_jjvDqknAXpmXPi6FqJ6u3IRx06=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-01-10T21:59:38.886Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Alternative+Power+Solutions.+Inc./data=!4m7!3m6!1s0x88e76f9ddf997edf:0xdafaee3353b35108!8m2!3d28.596466!4d-81.2953414!16s%2Fg%2F1tdb52zh!19sChIJ336Z351v54gRCFGzUzPu-to,Alternative Power Solutions. Inc.,5.0,5,Electronics repair shop,"6438 University Blvd #15, Winter Park, FL 32792, United States","HPW3+HV Winter Park, Florida, USA",http://www.apowersolution.com/,+1 407-261-5543,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzx0l8rzALpUHBAHBfzD_PeLHGELuTdREUmEKZPnVUvTuBBxBEeoJycPFhGjOIHhdivwOzBfn9w_unbYzU7UqvF3cfkA31A-lljSdywAAWRHRRSVIPcnHxJPZBsV_Kr0lG4oY0=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-01-10T21:59:43.234Z,,,,
