placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/American+Restoration+Water+%26+Fire+LLC+of+Albuquerque/data=!4m7!3m6!1s0x87227437d1d42e75:0x2db09ad644c19a21!8m2!3d35.1213645!4d-106.6203918!16s%2Fg%2F1tftrk5s!19sChIJdS7U0Td0IocRIZrBRNaasC0,American Restoration Water & Fire LLC of Albuquerque,4.6,491,Water damage restoration service,"3535 Princeton Dr NE, Albuquerque, NM 87107, United States","49CH+GR Albuquerque, New Mexico, USA",https://americanrestorationnm.com/,+1 505-821-7900,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBkPKv0sLY4p3OAjoUsqd8ZcrjyJp_3BS2ik8FaVvCcUND396qu1kpDXgzk1lLCne5HAtGMfjWqzKwnwrhOv77pIYU0XfoNeRH0eUOr3KUh9q0ifqT-Bo9hnSYdfR-uZRWyxXW77Dyvcc=w440-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T03:32:18.220Z,,
https://www.google.com/maps/place/Paul+Davis+Restoration+of+New+Mexico/data=!4m7!3m6!1s0x872273f40356ba4d:0x35eaf7ae66d389b9!8m2!3d35.1719815!4d-106.6342486!16s%2Fg%2F1v2pqnyp!19sChIJTbpWA_RzIocRuYnTZq736jU,Paul Davis Restoration of New Mexico,4.5,253,Building restoration service,"7820 4th St NW, Albuquerque, NM 87107, United States","59C8+Q8 Albuquerque, New Mexico, USA",https://new-mexico.pauldavis.com/?utm_source=local&utm_medium=organic&utm_campaign=GBP,+1 505-437-4224,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkdrqYTOMux1yHMavopr4jytXsqMYfnY9IE6SasI5RQrxxLWZUIE3NK7gDhuhS7TcGmTu_o1gB510pxB_pQMQJvm8MLWi1zwM6HexBjwNcMqdCtWLHl585cpuCyEgxcK0EHFVeJEFgRuaE=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T03:32:24.394Z,,
https://www.google.com/maps/place/United+Restoration+And+Improvement+LLC/data=!4m7!3m6!1s0x87220b040f66c419:0xad06c8e9dcb2a899!8m2!3d35.1493422!4d-106.6026985!16s%2Fg%2F11mvlc4xlj!19sChIJGcRmDwQLIocRmaiy3OnIBq0,United Restoration And Improvement LLC,4.8,42,Water damage restoration service,"3800 Midway Pl NE f, Albuquerque, NM 87109, United States","49XW+PW Albuquerque, New Mexico, USA",https://unitedrestorationusa.com/,+1 505-302-3784,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepssh5LNydhg6UGcorg7JsBjrvncpE6dO02CRstzv-pO-W90xXIono5tdGP1Ys-hkWsfjDqv3kaDDvDkHOpKOfPdfuuBFd_IzTEGsNW_osZnuusoJ12w9MAn3FwiYUX0xXywkA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T03:32:29.143Z,,
https://www.google.com/maps/place/SERVPRO+of+Northwest+Albuquerque/data=!4m7!3m6!1s0x8722745c345dec2b:0x1f35daddf362b07b!8m2!3d35.1564064!4d-106.6023948!16s%2Fg%2F11f1vwwq0b!19sChIJK-xdNFx0IocRe7Bi893aNR8,SERVPRO of Northwest Albuquerque,4.8,101,Water damage restoration service,"3807 Academy Pkwy S NE, Albuquerque, NM 87109, United States","594X+H2 Albuquerque, New Mexico, USA",https://www.servpro.com/locations/nm/servpro-of-northwest-albuquerque?utm_medium=organic&utm_source=gbp,+1 505-503-8627,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2D7e4-VpQo8PFY8InnM_7zkRWGadj2OY85AdACcKPUElvEjOHnjjT04sneo-eePcD_-Scz6_m4pFpAaJ7Wt1Lf4TzRMsMphOMnqiMo1z82SA0W8NzUl1RKkhU5iGp8lRgG4GqoCiDhLxO=w408-h339-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T03:32:33.991Z,,
https://www.google.com/maps/place/24+Hour+Flood+Pros+of+Albuquerque/data=!4m7!3m6!1s0x40cdd1ecce9b84f5:0x47395105ee5b2283!8m2!3d35.169989!4d-106.6115204!16s%2Fg%2F11w42ylt6n!19sChIJ9YSbzuzRzUARgyJb7gVROUc,24 Hour Flood Pros of Albuquerque,5.0,618,Water damage restoration service,,,https://www.24hourfloodpros.com/albuquerque/,+1 505-216-6760,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep8YGrAWmfGp1L7Opark7Tdt3gBCjYo0sg57jwVVdXQr5X_GfyKeQPO6IkQZsvWwQXObiloaf9oSD5BGF9uY-R7zc1Jpv_ZlTG2PrVpkCEyJyV7DjhlM_2TDWZKxopmJuKFUKIQ4g=w408-h326-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T03:32:38.651Z,,
https://www.google.com/maps/place/SERVPRO+of+South+Albuquerque/data=!4m7!3m6!1s0x87227498fe9fbf6b:0xdda6325ae5895bdc!8m2!3d35.12841!4d-106.620739!16s%2Fg%2F11cktj0nzw!19sChIJa7-f_ph0IocR3FuJ5Voypt0,SERVPRO of South Albuquerque,4.8,93,Water damage restoration service,"4374 Alexander Blvd NE Suite G, Albuquerque, NM 87107, United States","49HH+9P Albuquerque, New Mexico, USA",https://www.servpro.com/locations/nm/servpro-of-south-albuquerque?utm_medium=organic&utm_source=gbp,+1 505-345-4700,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqt7L0-9_t8LCF1tSftC26ErCZrVLQFp03OJNB1FadGFFsL8Ej0yT0Qc5c8N-ndSJH1OUm89KwcK7_hkPl6XmpSAhpKT4ndyBmw-xzGeaiBe1ciDsCSqpq8aixX4nEj5e-IG0YUeI280BWE=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T03:32:43.533Z,,
"https://www.google.com/maps/place/AAA+Construction+Services,+Inc/data=!4m7!3m6!1s0x872275eb23ed84f3:0xc1fbfce2fdebf731!8m2!3d35.1821829!4d-106.6085566!16s%2Fg%2F11frrwzdtg!19sChIJ84TtI-t1IocRMffr_eL8-8E","AAA Construction Services, Inc",5.0,45,Building restoration service,"8536 C. Alameda Northeast, Albuquerque, NM 87113, United States","59JR+VH Albuquerque, New Mexico, USA",https://www.aaarestorationnm.com/,+1 505-460-2227,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqjv7oMDGfjjleNsDzL1AJzeF1WBWxwehPrpaR5D8-2saj0_8X5PdgD3ZybE56xyWsozdlz308yoZDvdS5mNsXIrBj7VT3q_oy_oa9BpLrLbSrqpa3-DdrHAxkLQ9z_CY-tZQK3GQ=w408-h453-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T03:32:48.481Z,,
https://www.google.com/maps/place/Next+Level+Restoration+and+Remodel+LLC/data=!4m7!3m6!1s0x872275f201a499b9:0xe9d0b03a27369cd0!8m2!3d35.1358431!4d-106.5946867!16s%2Fg%2F11h31z5_lz!19sChIJuZmkAfJ1IocR0Jw2Jzqw0Ok,Next Level Restoration and Remodel LLC,4.9,227,Water damage restoration service,"4501 Bogan Ave NE, Albuquerque, NM 87109, United States","4CP4+84 Albuquerque, New Mexico, USA",https://nextlevelrr.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 505-980-7515,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqV3zNkLEvRhh3zVw8rGJ-sXsaHhI2dCprVbm3bi70Hhn86IyN62LfMEn9eux2_c5GvF4mJt5o0jMUhTUIO3veLZ17jKwglqO3kNHvBb3PXmPZx8cKlkALUaBNcvYyDymdf-K2y=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T03:32:53.227Z,,
https://www.google.com/maps/place/STOP+Restoration+of+Albuquerque/data=!4m7!3m6!1s0x8722745e5f43661f:0x172ff5d04cfe9e3f!8m2!3d35.1951952!4d-106.5822091!16s%2Fg%2F11c58p0sc0!19sChIJH2ZDX150IocRP57-TND1Lxc,STOP Restoration of Albuquerque,4.7,173,Water damage restoration service,"5620 Venice Ave NE STE J, Albuquerque, NM 87113, United States","5CW9+34 Albuquerque, New Mexico, USA",https://stopabq.com/?utm_campaign=gmb,+1 505-370-3644,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwvxXaIWL9PCov26kIFiSMZ8xf0H9Fr-oTpzE1qcIRkELOLvHf0c63Lgo4LFBmctel7etZQg_2l3OZ5Cd4qVOeg1sgrcqR12iU3VtAW7sQ-iq3isnDWVVfs3PrHSOPKJ4RgTJ4YlCloNux=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T03:32:57.996Z,,
https://www.google.com/maps/place/SERVPRO+of+Southwest+Albuquerque/data=!4m7!3m6!1s0x84b0987b4d2e019d:0xa06d5ae2df2a5765!8m2!3d35.0823726!4d-106.671984!16s%2Fg%2F11w4r_3bxf!19sChIJnQEuTXuYsIQRZVcq3-JabaA,SERVPRO of Southwest Albuquerque,5.0,1,Water damage restoration service,,,https://www.servpro.com/locations/nm/servpro-of-southwest-albuquerque?utm_medium=organic&utm_source=gbp,+1 505-405-7378,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqh3rdzr8BketeMC0AjhkV3Sd7dBD3ocIyMCJWyHqqQYDl-G_GMHDZlL-r8SUOsHR3c6uYe9xtHUtRzu8dXRAnVvtuO66KKmeaFOzrmm3ugVAJXg_uxWSqlZlHae2T3XoMXr6YgslBuaB4d=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T03:33:02.826Z,,
